Device Type, Method, Vector Size, Compute Time (s), Total Time (s), Compute Throughput (Flops), Total Throughput (Flops), Compute Speedup, Total Speedup, Number of GPU Blocks, Number of Threads per Block, Completion Status
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.00023456, 0.00483312, 3.41064e+10, 1.65525e+09, 75.2089, 3.65002, 127, 416, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000229696, 0.00521965, 3.48286e+10, 1.53267e+09, 76.8015, 3.37973, 127, 416, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000341344, 0.00529194, 2.34368e+10, 1.51173e+09, 51.681, 3.33356, 127, 416, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000245792, 0.00477229, 3.25478e+10, 1.67634e+09, 71.7721, 3.69655, 127, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00023984, 0.00480042, 3.33556e+10, 1.66652e+09, 73.5532, 3.67489, 127, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000360608, 0.0049808, 2.21848e+10, 1.60617e+09, 48.9202, 3.5418, 127, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000261504, 0.00487734, 3.05923e+10, 1.64024e+09, 67.4598, 3.61693, 127, 352, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000254144, 0.00483811, 3.14782e+10, 1.65354e+09, 69.4134, 3.64626, 127, 352, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000362528, 0.00494781, 2.20673e+10, 1.61688e+09, 48.6611, 3.56542, 127, 352, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000207584, 0.0047985, 3.85386e+10, 1.66719e+09, 84.9825, 3.67636, 127, 320, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000200448, 0.00477875, 3.99106e+10, 1.67408e+09, 88.0079, 3.69155, 127, 320, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000301408, 0.00525658, 2.65421e+10, 1.5219e+09, 58.5286, 3.35599, 127, 320, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000228512, 0.00557574, 3.50091e+10, 1.43479e+09, 77.1994, 3.16388, 127, 288, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00022032, 0.00474691, 3.63108e+10, 1.68531e+09, 80.0699, 3.71631, 127, 288, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000303616, 0.00490797, 2.63491e+10, 1.63e+09, 58.103, 3.59436, 127, 288, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000239712, 0.00486154, 3.33734e+10, 1.64557e+09, 73.5925, 3.62869, 127, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000233824, 0.0048288, 3.42138e+10, 1.65673e+09, 75.4456, 3.65329, 127, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000322112, 0.0049207, 2.48361e+10, 1.62578e+09, 54.7667, 3.58506, 127, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000265024, 0.00486515, 3.01859e+10, 1.64435e+09, 66.5638, 3.62599, 127, 224, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000259904, 0.00489325, 3.07806e+10, 1.63491e+09, 67.8751, 3.60517, 127, 224, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00033504, 0.00526035, 2.38777e+10, 1.52081e+09, 52.6534, 3.35358, 127, 224, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000299904, 0.00558458, 2.66752e+10, 1.43252e+09, 58.8222, 3.15888, 127, 192, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000296096, 0.00484355, 2.70183e+10, 1.65168e+09, 59.5787, 3.64216, 127, 192, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000353216, 0.00492794, 2.2649e+10, 1.6234e+09, 49.9439, 3.57979, 127, 192, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.00020736, 0.00614093, 3.85802e+10, 1.30273e+09, 85.0743, 2.87269, 127, 160, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000199808, 0.00475677, 4.00384e+10, 1.68181e+09, 88.2898, 3.70861, 127, 160, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000319008, 0.00491722, 2.50777e+10, 1.62694e+09, 55.2996, 3.5876, 127, 160, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.00024704, 0.00487027, 3.23834e+10, 1.64262e+09, 71.4095, 3.62218, 127, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00024, 0.00482605, 3.33333e+10, 1.65767e+09, 73.5042, 3.65537, 127, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00035968, 0.00525965, 2.2242e+10, 1.52101e+09, 49.0464, 3.35403, 127, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000305248, 0.00552643, 2.62082e+10, 1.44759e+09, 57.7924, 3.19211, 127, 96, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000296288, 0.00479907, 2.70008e+10, 1.66699e+09, 59.54, 3.67592, 127, 96, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000353536, 0.00490406, 2.26285e+10, 1.6313e+09, 49.8987, 3.59722, 127, 96, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000423744, 0.00508909, 1.88793e+10, 1.57199e+09, 41.6313, 3.46644, 127, 64, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000417536, 0.00497504, 1.916e+10, 1.60803e+09, 42.2503, 3.5459, 127, 64, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000547264, 0.00514112, 1.46182e+10, 1.55608e+09, 32.2349, 3.43135, 127, 64, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000809248, 0.00541334, 9.88572e+09, 1.47783e+09, 21.7993, 3.2588, 127, 32, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000799616, 0.0053817, 1.00048e+10, 1.48652e+09, 22.0618, 3.27796, 127, 32, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00094544, 0.00589315, 8.46167e+09, 1.35751e+09, 18.659, 2.99347, 127, 32, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000206528, 0.0051489, 3.87357e+10, 1.55373e+09, 85.417, 3.42617, 63, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00020144, 0.00472544, 3.97141e+10, 1.69296e+09, 87.5745, 3.7332, 63, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000272416, 0.00487264, 2.93669e+10, 1.64182e+09, 64.7576, 3.62042, 63, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.00021072, 0.0048137, 3.79651e+10, 1.66192e+09, 83.7177, 3.66475, 63, 992, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00020496, 0.00476707, 3.9032e+10, 1.67818e+09, 86.0705, 3.70059, 63, 992, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000282944, 0.00489926, 2.82741e+10, 1.6329e+09, 62.348, 3.60075, 63, 992, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000215936, 0.00484032, 3.7048e+10, 1.65278e+09, 81.6955, 3.64459, 63, 960, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000209024, 0.00478941, 3.82731e+10, 1.67035e+09, 84.397, 3.68334, 63, 960, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000281088, 0.0052103, 2.84608e+10, 1.53542e+09, 62.7597, 3.38579, 63, 960, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000220096, 0.00523565, 3.63478e+10, 1.52799e+09, 80.1514, 3.3694, 63, 928, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000214432, 0.00475427, 3.73079e+10, 1.6827e+09, 82.2685, 3.71056, 63, 928, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000277504, 0.0049617, 2.88284e+10, 1.61235e+09, 63.5703, 3.55544, 63, 928, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000225952, 0.00494355, 3.54058e+10, 1.61827e+09, 78.0741, 3.56849, 63, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000224224, 0.00488314, 3.56786e+10, 1.63829e+09, 78.6758, 3.61264, 63, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000276736, 0.00495443, 2.89084e+10, 1.61472e+09, 63.7467, 3.56065, 63, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000231008, 0.00483984, 3.46308e+10, 1.65295e+09, 76.3653, 3.64496, 63, 864, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000223296, 0.00481408, 3.58269e+10, 1.66179e+09, 79.0028, 3.66446, 63, 864, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00034144, 0.00534928, 2.34302e+10, 1.49553e+09, 51.6665, 3.29783, 63, 864, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000237856, 0.00515779, 3.36338e+10, 1.55105e+09, 74.1667, 3.42026, 63, 832, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00023008, 0.00474989, 3.47705e+10, 1.68425e+09, 76.6733, 3.71398, 63, 832, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00034256, 0.0049527, 2.33536e+10, 1.61528e+09, 51.4975, 3.56189, 63, 832, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000245536, 0.00532877, 3.25818e+10, 1.50129e+09, 71.8469, 3.31052, 63, 800, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000239584, 0.00480077, 3.33912e+10, 1.6664e+09, 73.6318, 3.67462, 63, 800, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000343904, 0.00498502, 2.32623e+10, 1.60481e+09, 51.2963, 3.5388, 63, 800, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000252768, 0.00483232, 3.16496e+10, 1.65552e+09, 69.7913, 3.65063, 63, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00024624, 0.00483331, 3.24886e+10, 1.65518e+09, 71.6415, 3.64988, 63, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.0003472, 0.00529318, 2.30415e+10, 1.51138e+09, 50.8093, 3.33278, 63, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000260544, 0.00544003, 3.0705e+10, 1.47058e+09, 67.7083, 3.24281, 63, 736, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000254048, 0.00476022, 3.14901e+10, 1.68059e+09, 69.4396, 3.70592, 63, 736, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000352448, 0.00493155, 2.26984e+10, 1.62221e+09, 50.0528, 3.57717, 63, 736, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.00026848, 0.0048888, 2.97974e+10, 1.63639e+09, 65.7069, 3.60845, 63, 704, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000262528, 0.0048241, 3.04729e+10, 1.65834e+09, 67.1966, 3.65685, 63, 704, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000353696, 0.00497542, 2.26183e+10, 1.6079e+09, 49.8762, 3.54563, 63, 704, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000202528, 0.00478813, 3.95007e+10, 1.6708e+09, 87.104, 3.68432, 63, 672, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00019696, 0.00478019, 4.06174e+10, 1.67357e+09, 89.5664, 3.69044, 63, 672, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000288832, 0.0052328, 2.76978e+10, 1.52882e+09, 61.077, 3.37124, 63, 672, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000210112, 0.0054839, 3.80749e+10, 1.45881e+09, 83.96, 3.21687, 63, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000203776, 0.00471142, 3.92588e+10, 1.698e+09, 86.5706, 3.7443, 63, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000298912, 0.00490048, 2.67637e+10, 1.63249e+09, 59.0174, 3.59985, 63, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000218144, 0.0048383, 3.6673e+10, 1.65347e+09, 80.8686, 3.64611, 63, 608, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000210688, 0.00480336, 3.79708e+10, 1.6655e+09, 83.7304, 3.67264, 63, 608, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000301216, 0.0048895, 2.6559e+10, 1.63616e+09, 58.5659, 3.60793, 63, 608, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000225888, 0.00483181, 3.54158e+10, 1.65569e+09, 78.0962, 3.65101, 63, 576, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000219936, 0.00480816, 3.63742e+10, 1.66384e+09, 80.2097, 3.66897, 63, 576, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00031168, 0.00492128, 2.56674e+10, 1.62559e+09, 56.5997, 3.58464, 63, 576, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000236352, 0.0051783, 3.38478e+10, 1.54491e+09, 74.6387, 3.40671, 63, 544, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000229792, 0.00542944, 3.48141e+10, 1.47345e+09, 76.7694, 3.24914, 63, 544, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00030768, 0.00519725, 2.6001e+10, 1.53928e+09, 57.3355, 3.3943, 63, 544, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000244288, 0.00480854, 3.27482e+10, 1.66371e+09, 72.2139, 3.66868, 63, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00024272, 0.00482851, 3.29598e+10, 1.65683e+09, 72.6805, 3.65351, 63, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000317824, 0.0049456, 2.51712e+10, 1.6176e+09, 55.5056, 3.56701, 63, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000258336, 0.00483203, 3.09674e+10, 1.65562e+09, 68.287, 3.65085, 63, 480, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000253536, 0.00483562, 3.15537e+10, 1.65439e+09, 69.5799, 3.64814, 63, 480, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000323904, 0.00492797, 2.46987e+10, 1.62339e+09, 54.4637, 3.57977, 63, 480, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000271648, 0.00488925, 2.94499e+10, 1.63624e+09, 64.9407, 3.60812, 63, 448, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000268544, 0.00519485, 2.97903e+10, 1.53999e+09, 65.6913, 3.39586, 63, 448, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00033152, 0.00577981, 2.41313e+10, 1.38413e+09, 53.2125, 3.05218, 63, 448, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000288896, 0.00525152, 2.76916e+10, 1.52337e+09, 61.0635, 3.35922, 63, 416, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000283008, 0.00488922, 2.82678e+10, 1.63625e+09, 62.3339, 3.60815, 63, 416, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000340288, 0.00495894, 2.35095e+10, 1.61325e+09, 51.8414, 3.55741, 63, 416, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.00030944, 0.00494707, 2.58532e+10, 1.61712e+09, 57.0094, 3.56595, 63, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000299072, 0.00485542, 2.67494e+10, 1.64764e+09, 58.9858, 3.63326, 63, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00035824, 0.00495546, 2.23314e+10, 1.61438e+09, 49.2435, 3.55991, 63, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000330592, 0.00493917, 2.4199e+10, 1.61971e+09, 53.3618, 3.57165, 63, 352, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000322976, 0.00490771, 2.47696e+10, 1.63009e+09, 54.6202, 3.59455, 63, 352, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000429056, 0.0053799, 1.86456e+10, 1.48702e+09, 41.1158, 3.27906, 63, 352, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000206816, 0.00551386, 3.86817e+10, 1.45089e+09, 85.298, 3.19939, 63, 320, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000199936, 0.00470224, 4.00128e+10, 1.70132e+09, 88.2332, 3.75162, 63, 320, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000320544, 0.00495757, 2.49576e+10, 1.61369e+09, 55.0346, 3.5584, 63, 320, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000225056, 0.00482883, 3.55467e+10, 1.65672e+09, 78.3849, 3.65326, 63, 288, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000218368, 0.00480816, 3.66354e+10, 1.66384e+09, 80.7857, 3.66897, 63, 288, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00033776, 0.00492522, 2.36855e+10, 1.62429e+09, 52.2294, 3.58177, 63, 288, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000250304, 0.00486502, 3.19611e+10, 1.64439e+09, 70.4783, 3.62609, 63, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00024416, 0.00482506, 3.27654e+10, 1.65801e+09, 72.2518, 3.65612, 63, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000365056, 0.00497619, 2.19144e+10, 1.60766e+09, 48.3241, 3.54508, 63, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000276416, 0.00522483, 2.89419e+10, 1.53115e+09, 63.8205, 3.37638, 63, 224, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000270592, 0.00551005, 2.95648e+10, 1.45189e+09, 65.1941, 3.20161, 63, 224, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000390496, 0.00525962, 2.04868e+10, 1.52102e+09, 45.1759, 3.35405, 63, 224, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000307808, 0.00484611, 2.59902e+10, 1.65081e+09, 57.3117, 3.64024, 63, 192, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000301856, 0.00487741, 2.65027e+10, 1.64022e+09, 58.4418, 3.61688, 63, 192, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000424, 0.0050264, 1.88679e+10, 1.5916e+09, 41.6061, 3.50967, 63, 192, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000353344, 0.00496051, 2.26408e+10, 1.61274e+09, 49.9259, 3.55629, 63, 160, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00034864, 0.0049311, 2.29463e+10, 1.62235e+09, 50.5995, 3.57749, 63, 160, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000472832, 0.0050792, 1.69193e+10, 1.57505e+09, 37.3092, 3.47319, 63, 160, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000425984, 0.00502733, 1.878e+10, 1.5913e+09, 41.4124, 3.50902, 63, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.0004192, 0.00502723, 1.9084e+10, 1.59133e+09, 42.0825, 3.50909, 63, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000549216, 0.00550982, 1.45662e+10, 1.45195e+09, 32.1203, 3.20174, 63, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000557536, 0.0059081, 1.43488e+10, 1.35407e+09, 31.641, 2.9859, 63, 96, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000548672, 0.00506246, 1.45807e+10, 1.58026e+09, 32.1522, 3.48467, 63, 96, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000684128, 0.00526122, 1.16937e+10, 1.52056e+09, 25.7861, 3.35303, 63, 96, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000815904, 0.00542166, 9.80508e+09, 1.47556e+09, 21.6214, 3.2538, 63, 64, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00080688, 0.00572275, 9.91473e+09, 1.39793e+09, 21.8632, 3.08261, 63, 64, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000951584, 0.00569184, 8.40704e+09, 1.40552e+09, 18.5386, 3.09935, 63, 64, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.00159808, 0.00619174, 5.00601e+09, 1.29204e+09, 11.0389, 2.84912, 63, 32, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00159408, 0.00618534, 5.01857e+09, 1.29338e+09, 11.0666, 2.85206, 63, 32, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00176234, 0.00637197, 4.53943e+09, 1.2555e+09, 10.01, 2.76853, 63, 32, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000254208, 0.00516256, 3.14703e+10, 1.54962e+09, 69.3959, 3.4171, 31, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000249024, 0.00543683, 3.21254e+10, 1.47145e+09, 70.8406, 3.24472, 31, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000321568, 0.00515405, 2.48781e+10, 1.55218e+09, 54.8593, 3.42275, 31, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.00026384, 0.00483053, 3.03214e+10, 1.65613e+09, 66.8625, 3.65198, 31, 992, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000256928, 0.00488355, 3.11371e+10, 1.63815e+09, 68.6613, 3.61233, 31, 992, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000324416, 0.00495142, 2.46597e+10, 1.6157e+09, 54.3777, 3.56281, 31, 992, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000264512, 0.00487808, 3.02444e+10, 1.63999e+09, 66.6926, 3.61638, 31, 960, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000258816, 0.00487814, 3.091e+10, 1.63997e+09, 68.1604, 3.61633, 31, 960, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000328608, 0.00491539, 2.43451e+10, 1.62754e+09, 53.684, 3.58893, 31, 960, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000272096, 0.00485037, 2.94014e+10, 1.64936e+09, 64.8337, 3.63704, 31, 928, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.00026576, 0.00487286, 3.01023e+10, 1.64175e+09, 66.3794, 3.62025, 31, 928, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000330496, 0.00529533, 2.4206e+10, 1.51077e+09, 53.3773, 3.33143, 31, 928, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000277536, 0.00557251, 2.88251e+10, 1.43562e+09, 63.5629, 3.16572, 31, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000271936, 0.00479411, 2.94187e+10, 1.66871e+09, 64.8719, 3.67972, 31, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000335712, 0.00494621, 2.383e+10, 1.6174e+09, 52.548, 3.56657, 31, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000286304, 0.00487117, 2.79423e+10, 1.64232e+09, 61.6163, 3.62151, 31, 864, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000278176, 0.00488867, 2.87588e+10, 1.63644e+09, 63.4167, 3.60855, 31, 864, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000337568, 0.00495661, 2.36989e+10, 1.61401e+09, 52.2591, 3.55909, 31, 864, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000292448, 0.00487296, 2.73553e+10, 1.64171e+09, 60.3218, 3.62018, 31, 832, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000287136, 0.00489094, 2.78614e+10, 1.63568e+09, 61.4378, 3.60687, 31, 832, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000344096, 0.00531683, 2.32493e+10, 1.50466e+09, 51.2677, 3.31795, 31, 832, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000302176, 0.00560298, 2.64746e+10, 1.42781e+09, 58.3799, 3.14851, 31, 800, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000296416, 0.00484192, 2.69891e+10, 1.65224e+09, 59.5143, 3.64339, 31, 800, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00041104, 0.00499174, 1.94628e+10, 1.60265e+09, 42.918, 3.53404, 31, 800, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000314016, 0.00490874, 2.54764e+10, 1.62975e+09, 56.1787, 3.5938, 31, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000308288, 0.00489635, 2.59498e+10, 1.63387e+09, 57.2225, 3.60289, 31, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00041776, 0.00504026, 1.91498e+10, 1.58722e+09, 42.2276, 3.50002, 31, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000324032, 0.00490413, 2.46889e+10, 1.63128e+09, 54.4422, 3.59717, 31, 736, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000318816, 0.00489776, 2.50928e+10, 1.6334e+09, 55.3329, 3.60185, 31, 736, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.00042432, 0.00771398, 1.88537e+10, 1.03708e+09, 41.5748, 2.28689, 31, 736, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000336576, 0.00484451, 2.37688e+10, 1.65135e+09, 52.4131, 3.64144, 31, 704, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000332032, 0.00491885, 2.40941e+10, 1.6264e+09, 53.1304, 3.58641, 31, 704, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000429024, 0.00499613, 1.8647e+10, 1.60124e+09, 41.1189, 3.53093, 31, 704, Complete
GeForce GTX 780, gpu with multiple kernel launches, 8000000, 0.000203008, 0.0048152, 3.94073e+10, 1.66141e+09, 86.8981, 3.66361, 31, 672, Complete
GeForce GTX 780, gpu with cpu final reduction, 8000000, 0.000196096, 0.00480397, 4.07963e+10, 1.66529e+09, 89.961, 3.67217, 31, 672, Complete
GeForce GTX 780, gpu kernel launching kernels, 8000000, 0.000318176, 0.00491213, 2.51433e+10, 1.62862e+09, 55.4442, 3.59132, 31, 672, Complete
