Device Type, Method, Vector Size, Compute Time (s), Total Time (s), Compute Throughput (Flops), Total Throughput (Flops), Compute Speedup, Total Speedup, Number of GPU Blocks, Number of Threads per Block, Completion Status
GeForce GTX 780, gpu kernel launching kernels, 31500000, 0.0504208, 0.0672768, 6.24742e+08, 4.68215e+08, 1.35732, 1.01725, 1, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 31500000, 0.0973783, 0.114244, 3.23481e+08, 2.75726e+08, 0.702795, 0.599044, 1, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 31500000, 0.0974669, 0.11448, 3.23187e+08, 2.75156e+08, 0.702157, 0.597806, 1, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 31500000, 0.100644, 0.117456, 3.12984e+08, 2.68186e+08, 0.679991, 0.582661, 1, 128, Complete
Intel i5, , 31500000, 0.068437, 0.068437, 4.60277e+08, 4.60277e+08, 1, 1, 1, 1, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000865184, 0.0196382, 4.04538e+10, 1.78224e+09, 87.8195, 3.86899, 1023, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000858624, 0.019638, 4.07629e+10, 1.78226e+09, 88.4904, 3.86904, 1023, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00109363, 0.019777, 3.20035e+10, 1.76974e+09, 69.4749, 3.84184, 1023, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000920608, 0.0197242, 3.80184e+10, 1.77447e+09, 82.5324, 3.85213, 1023, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000913216, 0.0195976, 3.83261e+10, 1.78594e+09, 83.2005, 3.87701, 1023, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.001096, 0.0199139, 3.19343e+10, 1.75757e+09, 69.3248, 3.81543, 1023, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00100083, 0.0196702, 3.49709e+10, 1.77934e+09, 75.9168, 3.86269, 1023, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000990208, 0.0202394, 3.53461e+10, 1.7293e+09, 76.7314, 3.75406, 1023, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00117958, 0.0199094, 2.96715e+10, 1.75796e+09, 64.4125, 3.81628, 1023, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00082736, 0.0195974, 4.23032e+10, 1.78595e+09, 91.8343, 3.87704, 1023, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000821408, 0.0195266, 4.26098e+10, 1.79242e+09, 92.4997, 3.8911, 1023, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00099744, 0.0198181, 3.50898e+10, 1.76606e+09, 76.175, 3.83387, 1023, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000782176, 0.0194693, 4.4747e+10, 1.7977e+09, 97.1393, 3.90256, 1023, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000770592, 0.0195465, 4.54196e+10, 1.79061e+09, 98.5995, 3.88715, 1023, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000897984, 0.0196061, 3.89762e+10, 1.78515e+09, 84.6118, 3.87532, 1023, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000793568, 0.0196023, 4.41046e+10, 1.7855e+09, 95.7448, 3.87607, 1023, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000782368, 0.0194704, 4.4736e+10, 1.7976e+09, 97.1154, 3.90234, 1023, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00090288, 0.0197276, 3.87648e+10, 1.77417e+09, 84.1529, 3.85146, 1023, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000746272, 0.0194288, 4.68998e+10, 1.80145e+09, 101.813, 3.91068, 1023, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000736896, 0.019532, 4.74965e+10, 1.79193e+09, 103.108, 3.89002, 1023, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000836576, 0.0195525, 4.18372e+10, 1.79005e+09, 90.8226, 3.88594, 1023, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000773568, 0.0195556, 4.52449e+10, 1.78977e+09, 98.2202, 3.88534, 1023, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000762976, 0.0194787, 4.5873e+10, 1.79684e+09, 99.5837, 3.90067, 1023, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00086864, 0.019683, 4.02929e+10, 1.77818e+09, 87.4701, 3.86018, 1023, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000812256, 0.0194756, 4.30899e+10, 1.79712e+09, 93.5419, 3.90128, 511, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000798368, 0.0196203, 4.38394e+10, 1.78387e+09, 95.1692, 3.87252, 511, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000948928, 0.0196364, 3.68837e+10, 1.78241e+09, 80.0693, 3.86935, 511, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.0008616, 0.019647, 4.06221e+10, 1.78144e+09, 88.1848, 3.86725, 511, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000852288, 0.0195319, 4.10659e+10, 1.79194e+09, 89.1483, 3.89004, 511, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00100477, 0.0197958, 3.48339e+10, 1.76805e+09, 75.6194, 3.83819, 511, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000953184, 0.0196292, 3.6719e+10, 1.78306e+09, 79.7118, 3.87077, 511, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000944992, 0.0197159, 3.70374e+10, 1.77522e+09, 80.4028, 3.85375, 511, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00103776, 0.0197384, 3.37265e+10, 1.77319e+09, 73.2154, 3.84934, 511, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.0008056, 0.0195941, 4.34459e+10, 1.78625e+09, 94.3148, 3.87769, 511, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000796128, 0.0195434, 4.39628e+10, 1.79089e+09, 95.4369, 3.88777, 511, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000896064, 0.0196944, 3.90597e+10, 1.77715e+09, 84.7931, 3.85795, 511, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000761696, 0.0194417, 4.59501e+10, 1.80026e+09, 99.7511, 3.9081, 511, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000759168, 0.0195406, 4.61031e+10, 1.79114e+09, 100.083, 3.88831, 511, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000874048, 0.019563, 4.00436e+10, 1.78909e+09, 86.9289, 3.88387, 511, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000780832, 0.0195835, 4.4824e+10, 1.78722e+09, 97.3065, 3.87981, 511, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00077168, 0.019454, 4.53556e+10, 1.79911e+09, 98.4605, 3.90562, 511, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000845312, 0.0196539, 4.14048e+10, 1.78082e+09, 89.884, 3.8659, 511, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000781472, 0.0195348, 4.47873e+10, 1.79168e+09, 97.2268, 3.88947, 511, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000769952, 0.019557, 4.54574e+10, 1.78964e+09, 98.6815, 3.88506, 511, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000856928, 0.0195918, 4.08436e+10, 1.78646e+09, 88.6656, 3.87815, 511, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000761824, 0.0195712, 4.59424e+10, 1.78834e+09, 99.7343, 3.88223, 511, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000757088, 0.0194295, 4.62298e+10, 1.80138e+09, 100.358, 3.91054, 511, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00082448, 0.0196351, 4.2451e+10, 1.78252e+09, 92.1551, 3.8696, 511, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000778816, 0.0194768, 4.494e+10, 1.79701e+09, 97.5583, 3.90106, 255, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000766976, 0.0195554, 4.56338e+10, 1.78979e+09, 99.0644, 3.88538, 255, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000890592, 0.0196404, 3.92997e+10, 1.78205e+09, 85.314, 3.86857, 255, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000820544, 0.0196301, 4.26546e+10, 1.78298e+09, 92.5971, 3.87058, 255, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000813824, 0.0194987, 4.30068e+10, 1.795e+09, 93.3617, 3.89668, 255, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000939328, 0.0197215, 3.72607e+10, 1.77471e+09, 80.8876, 3.85264, 255, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000912032, 0.0195846, 3.83758e+10, 1.78711e+09, 83.3085, 3.87957, 255, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00090672, 0.0196954, 3.86007e+10, 1.77706e+09, 83.7965, 3.85775, 255, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00098688, 0.0196768, 3.54653e+10, 1.77875e+09, 76.9901, 3.86141, 255, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000809504, 0.0196079, 4.32364e+10, 1.785e+09, 93.8599, 3.87497, 255, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00080256, 0.0194953, 4.36104e+10, 1.79531e+09, 94.6721, 3.89736, 255, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000904384, 0.0197529, 3.87004e+10, 1.77189e+09, 84.013, 3.84653, 255, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000778112, 0.0194689, 4.49807e+10, 1.79774e+09, 97.6466, 3.90264, 255, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000772736, 0.0195424, 4.52936e+10, 1.79098e+09, 98.3259, 3.88796, 255, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000833856, 0.0195609, 4.19737e+10, 1.78928e+09, 91.1189, 3.88428, 255, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000816416, 0.0196055, 4.28703e+10, 1.78522e+09, 93.0653, 3.87545, 255, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00081552, 0.019501, 4.29174e+10, 1.79478e+09, 93.1675, 3.89621, 255, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000877312, 0.0197258, 3.98946e+10, 1.77433e+09, 86.6055, 3.85182, 255, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000754336, 0.0194506, 4.63984e+10, 1.79943e+09, 100.724, 3.9063, 255, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000750848, 0.0195483, 4.6614e+10, 1.79044e+09, 101.192, 3.88678, 255, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000813056, 0.0194724, 4.30475e+10, 1.79741e+09, 93.4499, 3.90193, 255, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000936832, 0.0196961, 3.736e+10, 1.777e+09, 81.1031, 3.85761, 255, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000938144, 0.0196276, 3.73077e+10, 1.7832e+09, 80.9897, 3.87108, 255, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00101962, 0.0198286, 3.43266e+10, 1.76513e+09, 74.5182, 3.83184, 255, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000788224, 0.0194693, 4.44036e+10, 1.7977e+09, 96.3939, 3.90255, 127, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000782976, 0.0195416, 4.47012e+10, 1.79105e+09, 97.04, 3.88812, 127, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.0008856, 0.0195851, 3.95212e+10, 1.78708e+09, 85.7949, 3.87949, 127, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000847104, 0.0195908, 4.13172e+10, 1.78655e+09, 89.6938, 3.87835, 127, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000843232, 0.0195387, 4.1507e+10, 1.79131e+09, 90.1057, 3.88869, 127, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000920128, 0.0196392, 3.80382e+10, 1.78215e+09, 82.5755, 3.86879, 127, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000947904, 0.0196366, 3.69236e+10, 1.78239e+09, 80.1558, 3.8693, 127, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000943136, 0.0196897, 3.71102e+10, 1.77758e+09, 80.561, 3.85887, 127, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00103258, 0.0197365, 3.38958e+10, 1.77337e+09, 73.583, 3.84972, 127, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000794112, 0.0195112, 4.40744e+10, 1.79384e+09, 95.6792, 3.89418, 127, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00079088, 0.0194706, 4.42545e+10, 1.79758e+09, 96.0702, 3.90229, 127, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000889984, 0.0196693, 3.93265e+10, 1.77942e+09, 85.3723, 3.86288, 127, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.0007592, 0.0194392, 4.61012e+10, 1.80049e+09, 100.079, 3.9086, 127, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000759648, 0.0195187, 4.6074e+10, 1.79315e+09, 100.02, 3.89267, 127, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000819072, 0.0195089, 4.27313e+10, 1.79405e+09, 92.7635, 3.89463, 127, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000933248, 0.0196735, 3.75034e+10, 1.77905e+09, 81.4146, 3.86205, 127, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000928544, 0.0196227, 3.76934e+10, 1.78365e+09, 81.827, 3.87205, 127, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00101133, 0.0197842, 3.4608e+10, 1.76909e+09, 75.1289, 3.84044, 127, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000943776, 0.0196358, 3.70851e+10, 1.78246e+09, 80.5064, 3.86946, 127, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000945536, 0.019699, 3.7016e+10, 1.77674e+09, 80.3565, 3.85705, 127, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00102819, 0.0197375, 3.40403e+10, 1.77327e+09, 73.8967, 3.84952, 127, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000943744, 0.0196942, 3.70863e+10, 1.77717e+09, 80.5091, 3.85798, 127, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000939712, 0.0196155, 3.72455e+10, 1.78431e+09, 80.8546, 3.87348, 127, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00104522, 0.0198152, 3.34859e+10, 1.76632e+09, 72.6931, 3.83444, 127, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000766336, 0.0194412, 4.56719e+10, 1.8003e+09, 99.1471, 3.90819, 63, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000763264, 0.0195178, 4.58557e+10, 1.79324e+09, 99.5462, 3.89286, 63, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000849632, 0.0195433, 4.11943e+10, 1.7909e+09, 89.4269, 3.88778, 63, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000839104, 0.019598, 4.17112e+10, 1.78589e+09, 90.549, 3.87692, 63, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000835936, 0.0195262, 4.18692e+10, 1.79246e+09, 90.8921, 3.89118, 63, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000947168, 0.0197074, 3.69523e+10, 1.77598e+09, 80.2181, 3.85541, 63, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000944864, 0.0196272, 3.70424e+10, 1.78324e+09, 80.4137, 3.87115, 63, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000941376, 0.019717, 3.71796e+10, 1.77512e+09, 80.7116, 3.85352, 63, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00103501, 0.0197529, 3.38162e+10, 1.77189e+09, 73.4101, 3.84652, 63, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000799136, 0.0195862, 4.37973e+10, 1.78697e+09, 95.0777, 3.87925, 63, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000791104, 0.0194906, 4.4242e+10, 1.79574e+09, 96.043, 3.89829, 63, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.000863392, 0.0196411, 4.05378e+10, 1.78198e+09, 88.0017, 3.86843, 63, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000949664, 0.0196218, 3.68551e+10, 1.78373e+09, 80.0072, 3.87223, 63, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000942496, 0.0196985, 3.71354e+10, 1.77678e+09, 80.6157, 3.85714, 63, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00102541, 0.0196852, 3.41328e+10, 1.77798e+09, 74.0973, 3.85975, 63, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00118694, 0.0199084, 2.94875e+10, 1.75805e+09, 64.0131, 3.81648, 63, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00118403, 0.0198818, 2.956e+10, 1.76041e+09, 64.1706, 3.82159, 63, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00129933, 0.0200688, 2.6937e+10, 1.744e+09, 58.4764, 3.78597, 63, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000963168, 0.0196468, 3.63384e+10, 1.78146e+09, 78.8855, 3.86729, 63, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00095488, 0.0197199, 3.66538e+10, 1.77485e+09, 79.5702, 3.85295, 63, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00106035, 0.0197739, 3.30079e+10, 1.77001e+09, 71.6555, 3.84244, 63, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00166419, 0.0204475, 2.10312e+10, 1.7117e+09, 45.6558, 3.71585, 63, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00165341, 0.0203571, 2.11684e+10, 1.7193e+09, 45.9536, 3.73235, 63, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00180691, 0.0206874, 1.93701e+10, 1.69185e+09, 42.0496, 3.67276, 63, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00098288, 0.019658, 3.56096e+10, 1.78044e+09, 77.3034, 3.86509, 31, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000975232, 0.019699, 3.58889e+10, 1.77674e+09, 77.9097, 3.85705, 31, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00104614, 0.0197564, 3.34562e+10, 1.77158e+09, 72.6286, 3.84585, 31, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00106422, 0.0198316, 3.28878e+10, 1.76486e+09, 71.3947, 3.83126, 31, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00105702, 0.0197568, 3.31118e+10, 1.77154e+09, 71.8811, 3.84577, 31, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00114704, 0.0199415, 3.05133e+10, 1.75514e+09, 66.2401, 3.81015, 31, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00120592, 0.0198856, 2.90235e+10, 1.76007e+09, 63.0058, 3.82086, 31, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00119776, 0.0199584, 2.92212e+10, 1.75364e+09, 63.4351, 3.80691, 31, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00127501, 0.0199692, 2.74508e+10, 1.7527e+09, 59.5918, 3.80486, 31, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.0008144, 0.0195546, 4.29764e+10, 1.78986e+09, 93.2957, 3.88554, 31, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000808736, 0.0195007, 4.32774e+10, 1.79481e+09, 93.9491, 3.89627, 31, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00091584, 0.019686, 3.82163e+10, 1.77791e+09, 82.9621, 3.8596, 31, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.000965088, 0.0196295, 3.62661e+10, 1.78303e+09, 78.7286, 3.8707, 31, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.000957472, 0.0197038, 3.65546e+10, 1.7763e+09, 79.3548, 3.8561, 31, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.0010609, 0.0197633, 3.2991e+10, 1.77096e+09, 71.6187, 3.84451, 31, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00118826, 0.0199378, 2.94549e+10, 1.75546e+09, 63.9424, 3.81085, 31, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00117606, 0.019817, 2.97603e+10, 1.76616e+09, 64.6053, 3.83408, 31, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00129978, 0.0200916, 2.69277e+10, 1.74202e+09, 58.4562, 3.78167, 31, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00169626, 0.0203584, 2.06337e+10, 1.71919e+09, 44.7928, 3.73211, 31, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00168819, 0.020502, 2.07322e+10, 1.70715e+09, 45.0067, 3.70597, 31, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00183098, 0.0205365, 1.91155e+10, 1.70428e+09, 41.497, 3.69976, 31, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00327603, 0.0220768, 1.06837e+10, 1.58537e+09, 23.1927, 3.44162, 31, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00326419, 0.0219644, 1.07224e+10, 1.59348e+09, 23.2768, 3.45923, 31, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00346646, 0.0222655, 1.00967e+10, 1.57194e+09, 21.9186, 3.41245, 31, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00101942, 0.0196893, 3.43331e+10, 1.77762e+09, 74.5323, 3.85895, 15, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00101459, 0.0198412, 3.44966e+10, 1.764e+09, 74.8872, 3.8294, 15, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00106579, 0.019779, 3.28394e+10, 1.76956e+09, 71.2897, 3.84145, 15, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00111514, 0.0198963, 3.13863e+10, 1.75912e+09, 68.1352, 3.81881, 15, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00111213, 0.0197878, 3.14712e+10, 1.76877e+09, 68.3195, 3.83974, 15, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00121245, 0.0200448, 2.88672e+10, 1.74609e+09, 62.6666, 3.7905, 15, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00124966, 0.0199279, 2.80075e+10, 1.75633e+09, 60.8003, 3.81274, 15, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00124243, 0.0200442, 2.81706e+10, 1.74614e+09, 61.1543, 3.79062, 15, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00135568, 0.0200166, 2.58173e+10, 1.74855e+09, 56.0457, 3.79584, 15, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00145002, 0.0202862, 2.41377e+10, 1.72531e+09, 52.3994, 3.74541, 15, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.0014424, 0.0201487, 2.42651e+10, 1.73708e+09, 52.6761, 3.77096, 15, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00156346, 0.020374, 2.23863e+10, 1.71788e+09, 48.5975, 3.72927, 15, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00175949, 0.0204475, 1.98922e+10, 1.7117e+09, 43.183, 3.71585, 15, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00175542, 0.0205635, 1.99382e+10, 1.70205e+09, 43.283, 3.6949, 15, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00189245, 0.0206221, 1.84946e+10, 1.69721e+09, 40.1491, 3.68439, 15, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00250621, 0.0213279, 1.39653e+10, 1.64105e+09, 30.3167, 3.56247, 15, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00250592, 0.021219, 1.39669e+10, 1.64946e+09, 30.3202, 3.58075, 15, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00268317, 0.0214661, 1.30443e+10, 1.63048e+09, 28.3173, 3.53954, 15, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.0036879, 0.0224153, 9.49049e+09, 1.56143e+09, 20.6025, 3.38965, 15, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 35000000, 0.00369437, 0.0224966, 9.47388e+09, 1.55579e+09, 20.5664, 3.3774, 15, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 35000000, 0.00390858, 0.0225916, 8.95467e+09, 1.54925e+09, 19.4393, 3.36319, 15, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 35000000, 0.00730326, 0.026022, 4.79238e+09, 1.34501e+09, 10.4036, 2.91984, 15, 128, Complete
