Device Type, Method, Vector Size, Compute Time (s), Total Time (s), Compute Throughput (Flops), Total Throughput (Flops), Number of GPU Blocks, Number of Threads per Block, Completion Status
GeForce GTX 780, gpu kernel launching kernels, 1100000, 0.000523488, 0.00100438, 2.10129e+09, 1.0952e+09, 3, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1100000, 0.000587008, 0.0010584, 1.87391e+09, 1.0393e+09, 3, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1100000, 0.000580704, 0.00105459, 1.89425e+09, 1.04306e+09, 3, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1100000, 0.000719808, 0.00119827, 1.52819e+09, 9.17989e+08, 3, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1100000, 0.00115466, 0.00162704, 9.52665e+08, 6.76074e+08, 3, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1100000, 0.00115325, 0.00164618, 9.53828e+08, 6.68215e+08, 3, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1100000, 0.00132762, 0.00180179, 8.28553e+08, 6.10503e+08, 3, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1100000, 0.000453984, 0.000926688, 2.42299e+09, 1.18702e+09, 1, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1100000, 0.000450528, 0.000923936, 2.44158e+09, 1.19056e+09, 1, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1100000, 0.000460928, 0.000932288, 2.38649e+09, 1.17989e+09, 1, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1100000, 0.000509952, 0.00101222, 2.15707e+09, 1.08672e+09, 1, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1100000, 0.000505504, 0.00099008, 2.17605e+09, 1.11102e+09, 1, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1100000, 0.000522336, 0.0010023, 2.10592e+09, 1.09747e+09, 1, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1100000, 0.000591296, 0.001064, 1.86032e+09, 1.03383e+09, 1, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1100000, 0.000588544, 0.00105955, 1.86902e+09, 1.03817e+09, 1, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1100000, 0.000604352, 0.00107622, 1.82013e+09, 1.02209e+09, 1, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1100000, 0.000704448, 0.00117574, 1.56151e+09, 9.35578e+08, 1, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1100000, 0.00070048, 0.00118858, 1.57035e+09, 9.25477e+08, 1, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1100000, 0.000721728, 0.00120317, 1.52412e+09, 9.14253e+08, 1, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1100000, 0.000872256, 0.00135334, 1.2611e+09, 8.12802e+08, 1, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1100000, 0.000869952, 0.00134205, 1.26444e+09, 8.19643e+08, 1, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1100000, 0.000898272, 0.0013695, 1.22457e+09, 8.0321e+08, 1, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1100000, 0.00115952, 0.00181795, 9.48668e+08, 6.05076e+08, 1, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1100000, 0.00115302, 0.00163795, 9.54013e+08, 6.7157e+08, 1, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1100000, 0.00118842, 0.0016679, 9.25602e+08, 6.5951e+08, 1, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1100000, 0.00172112, 0.00220096, 6.39119e+08, 4.99782e+08, 1, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1100000, 0.00171699, 0.00219158, 6.40655e+08, 5.0192e+08, 1, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1100000, 0.00188016, 0.00243379, 5.85057e+08, 4.5197e+08, 1, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1100000, 0.00350643, 0.00397926, 3.13709e+08, 2.76433e+08, 1, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1100000, 0.0034177, 0.00389222, 3.21854e+08, 2.82615e+08, 1, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1100000, 0.00354243, 0.00401421, 3.10521e+08, 2.74027e+08, 1, 128, Complete
Intel i5, , 1100000, 0.002482, 0.002482, 4.43191e+08, 4.43191e+08, 1, 1, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000259776, 0.0012345, 6.92905e+09, 1.45808e+09, 1023, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000251488, 0.00112525, 7.1574e+09, 1.59965e+09, 1023, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000411584, 0.00119802, 4.37335e+09, 1.50248e+09, 1023, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000247168, 0.00101632, 7.2825e+09, 1.7711e+09, 1023, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000238624, 0.00106013, 7.54325e+09, 1.69791e+09, 1023, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000361984, 0.0011408, 4.9726e+09, 1.57784e+09, 1023, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000234688, 0.00100582, 7.66976e+09, 1.78958e+09, 1023, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000225472, 0.000995424, 7.98325e+09, 1.80827e+09, 1023, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000348288, 0.0011777, 5.16814e+09, 1.52841e+09, 1023, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000174336, 0.0010065, 1.03249e+10, 1.78838e+09, 1023, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000165472, 0.00093328, 1.0878e+10, 1.92868e+09, 1023, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000291392, 0.0010663, 6.17725e+09, 1.68807e+09, 1023, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000133664, 0.000944352, 1.34666e+10, 1.90607e+09, 1023, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000124384, 0.000898976, 1.44713e+10, 2.00228e+09, 1023, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000275648, 0.00105648, 6.53007e+09, 1.70377e+09, 1023, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000113568, 0.000882656, 1.58495e+10, 2.0393e+09, 1023, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000105024, 0.000930688, 1.71389e+10, 1.93405e+09, 1023, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000216032, 0.00099936, 8.3321e+09, 1.80115e+09, 1023, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 8.5344e-05, 0.000859424, 2.10911e+10, 2.09443e+09, 1023, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 7.6448e-05, 0.000848608, 2.35454e+10, 2.12112e+09, 1023, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000210848, 0.00107046, 8.53696e+09, 1.68151e+09, 1023, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.944e-05, 0.000843072, 2.59217e+10, 2.13505e+09, 1023, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.0544e-05, 0.0008288, 2.97304e+10, 2.17181e+09, 1023, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000149216, 0.000928992, 1.2063e+10, 1.93758e+09, 1023, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.0001568, 0.0009744, 1.14796e+10, 1.84729e+09, 511, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000149088, 0.000922784, 1.20734e+10, 1.95062e+09, 511, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000278368, 0.00105715, 6.46626e+09, 1.70269e+09, 511, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000151072, 0.0009288, 1.19148e+10, 1.93798e+09, 511, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000143616, 0.000969536, 1.25334e+10, 1.85656e+09, 511, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00028048, 0.00106512, 6.41757e+09, 1.68995e+09, 511, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000147328, 0.000916096, 1.22176e+10, 1.96486e+09, 511, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000139648, 0.000910432, 1.28895e+10, 1.97708e+09, 511, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000274176, 0.0011121, 6.56513e+09, 1.61857e+09, 511, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000113056, 0.00096176, 1.59213e+10, 1.87157e+09, 511, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000104992, 0.000874016, 1.71442e+10, 2.05946e+09, 511, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00021536, 0.000996896, 8.3581e+09, 1.8056e+09, 511, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 9.1936e-05, 0.000905792, 1.95788e+10, 1.98721e+09, 511, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 8.4032e-05, 0.00085904, 2.14204e+10, 2.09536e+09, 511, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00021152, 0.000995712, 8.50983e+09, 1.80775e+09, 511, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 8.4288e-05, 0.000854528, 2.13554e+10, 2.10643e+09, 511, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 7.6768e-05, 0.000894752, 2.34473e+10, 2.01173e+09, 511, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000214656, 0.000997856, 8.38551e+09, 1.80387e+09, 511, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 7.0784e-05, 0.00084464, 2.54295e+10, 2.13109e+09, 511, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.3328e-05, 0.000834432, 2.84234e+10, 2.15716e+09, 511, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.0001464, 0.00104275, 1.22951e+10, 1.7262e+09, 511, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.2784e-05, 0.000836032, 2.86697e+10, 2.15303e+09, 511, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 5.504e-05, 0.000826688, 3.27035e+10, 2.17736e+09, 511, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000153792, 0.000933216, 1.17041e+10, 1.92881e+09, 511, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000106368, 0.000922816, 1.69224e+10, 1.95055e+09, 255, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 9.968e-05, 0.000871296, 1.80578e+10, 2.06589e+09, 255, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000208768, 0.000989248, 8.62201e+09, 1.81956e+09, 255, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000105472, 0.000874656, 1.70661e+10, 2.05795e+09, 255, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 9.792e-05, 0.000923296, 1.83824e+10, 1.94954e+09, 255, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000212704, 0.000996416, 8.46246e+09, 1.80647e+09, 255, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000104352, 0.000874816, 1.72493e+10, 2.05758e+09, 255, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 9.824e-05, 0.000862752, 1.83225e+10, 2.08635e+09, 255, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000212256, 0.00104499, 8.48033e+09, 1.7225e+09, 255, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 8.432e-05, 0.000868256, 2.13472e+10, 2.07312e+09, 255, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 7.8816e-05, 0.000848256, 2.2838e+10, 2.122e+09, 255, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000148128, 0.000924352, 1.21517e+10, 1.94731e+09, 255, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 7.4304e-05, 0.0009272, 2.42248e+10, 1.94133e+09, 255, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.752e-05, 0.000844544, 2.66588e+10, 2.13133e+09, 255, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00014656, 0.000917376, 1.22817e+10, 1.96212e+09, 255, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 7.3312e-05, 0.000843552, 2.45526e+10, 2.13383e+09, 255, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.6496e-05, 0.000928448, 2.70693e+10, 1.93872e+09, 255, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00014896, 0.000935936, 1.20838e+10, 1.92321e+09, 255, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.3264e-05, 0.000832128, 2.84522e+10, 2.16313e+09, 255, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 5.632e-05, 0.000823584, 3.19602e+10, 2.18557e+09, 255, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000150656, 0.00105555, 1.19477e+10, 1.70527e+09, 255, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.8032e-05, 0.000866592, 2.64581e+10, 2.0771e+09, 255, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.1664e-05, 0.000828128, 2.91905e+10, 2.17358e+09, 255, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000161248, 0.000932096, 1.11629e+10, 1.93113e+09, 255, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 8.0384e-05, 0.000987264, 2.23925e+10, 1.82322e+09, 127, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 7.3792e-05, 0.000854624, 2.43929e+10, 2.10619e+09, 127, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00014992, 0.000922528, 1.20064e+10, 1.95116e+09, 127, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 8.272e-05, 0.000842336, 2.17602e+10, 2.13691e+09, 127, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 7.664e-05, 0.000978944, 2.34864e+10, 1.83872e+09, 127, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00014784, 0.000932544, 1.21753e+10, 1.9302e+09, 127, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 8.6336e-05, 0.000849472, 2.08488e+10, 2.11896e+09, 127, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 7.9776e-05, 0.00084368, 2.25632e+10, 2.13351e+09, 127, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000152608, 0.00106624, 1.17949e+10, 1.68818e+09, 127, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 7.1488e-05, 0.000847488, 2.5179e+10, 2.12392e+09, 127, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.592e-05, 0.000835296, 2.73058e+10, 2.15492e+09, 127, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000154016, 0.000930784, 1.16871e+10, 1.93385e+09, 127, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.528e-05, 0.00114781, 2.75735e+10, 1.56821e+09, 127, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 5.888e-05, 0.000835904, 3.05706e+10, 2.15336e+09, 127, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000154752, 0.000936992, 1.16315e+10, 1.92104e+09, 127, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 7.2288e-05, 0.0008392, 2.49004e+10, 2.1449e+09, 127, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.5856e-05, 0.00113798, 2.73324e+10, 1.58174e+09, 127, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000156384, 0.000940608, 1.15101e+10, 1.91366e+09, 127, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.8352e-05, 0.00083568, 2.63343e+10, 2.15393e+09, 127, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.1888e-05, 0.000829536, 2.90848e+10, 2.16989e+09, 127, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000164864, 0.00119162, 1.09181e+10, 1.51055e+09, 127, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.8256e-05, 0.000846496, 2.63713e+10, 2.12641e+09, 127, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.1632e-05, 0.000882528, 2.92056e+10, 2.0396e+09, 127, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00018144, 0.000956768, 9.92063e+09, 1.88133e+09, 127, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.9696e-05, 0.00105395, 2.58264e+10, 1.70786e+09, 63, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.3296e-05, 0.000842752, 2.84378e+10, 2.13586e+09, 63, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000152096, 0.000935104, 1.18346e+10, 1.92492e+09, 63, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 7.248e-05, 0.0008392, 2.48344e+10, 2.1449e+09, 63, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.6336e-05, 0.00118531, 2.71346e+10, 1.51859e+09, 63, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000154272, 0.000951136, 1.16677e+10, 1.89247e+09, 63, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 7.7536e-05, 0.000830464, 2.3215e+10, 2.16746e+09, 63, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 7.1136e-05, 0.000835712, 2.53036e+10, 2.15385e+09, 63, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000162912, 0.00106467, 1.10489e+10, 1.69066e+09, 63, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.48e-05, 0.000864672, 2.77778e+10, 2.08171e+09, 63, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 5.9104e-05, 0.000832736, 3.04548e+10, 2.16155e+09, 63, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000158624, 0.000935328, 1.13476e+10, 1.92446e+09, 63, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.928e-05, 0.000832832, 2.59815e+10, 2.1613e+09, 63, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.288e-05, 0.00088544, 2.8626e+10, 2.03289e+09, 63, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000161664, 0.000944384, 1.11342e+10, 1.906e+09, 63, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 8.2944e-05, 0.00085104, 2.17014e+10, 2.11506e+09, 63, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 7.632e-05, 0.000835712, 2.35849e+10, 2.15385e+09, 63, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000169504, 0.00102602, 1.06192e+10, 1.75436e+09, 63, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.944e-05, 0.000843136, 2.59217e+10, 2.13489e+09, 63, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.2976e-05, 0.00081984, 2.85823e+10, 2.19555e+09, 63, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000183616, 0.000955392, 9.80307e+09, 1.88404e+09, 63, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000107744, 0.00098784, 1.67063e+10, 1.82216e+09, 63, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000102112, 0.000872864, 1.76277e+10, 2.06218e+09, 63, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000223648, 0.00100227, 8.04836e+09, 1.79592e+09, 63, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 7.264e-05, 0.0008352, 2.47797e+10, 2.15517e+09, 31, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.5696e-05, 0.00094896, 2.73989e+10, 1.89681e+09, 31, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000164544, 0.00094784, 1.09393e+10, 1.89905e+09, 31, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 7.6896e-05, 0.00084608, 2.34082e+10, 2.12746e+09, 31, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 7.0848e-05, 0.000832128, 2.54065e+10, 2.16313e+09, 31, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000164832, 0.00108854, 1.09202e+10, 1.65358e+09, 31, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 8.704e-05, 0.00093648, 2.06801e+10, 1.92209e+09, 31, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 8.1152e-05, 0.000851904, 2.21806e+10, 2.11291e+09, 31, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000169472, 0.000944288, 1.06212e+10, 1.9062e+09, 31, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.0992e-05, 0.000995776, 2.95121e+10, 1.80764e+09, 31, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 5.5264e-05, 0.000832032, 3.25709e+10, 2.16338e+09, 31, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00017696, 0.000954496, 1.01718e+10, 1.88581e+09, 31, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 6.9184e-05, 0.000834304, 2.60176e+10, 2.15749e+09, 31, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.3392e-05, 0.0010889, 2.83947e+10, 1.65305e+09, 31, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000183488, 0.00097488, 9.80991e+09, 1.84638e+09, 31, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 8.2592e-05, 0.000856768, 2.17939e+10, 2.10092e+09, 31, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 7.5744e-05, 0.000839904, 2.37643e+10, 2.1431e+09, 31, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000197184, 0.00111888, 9.12853e+09, 1.60875e+09, 31, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.0001088, 0.000878624, 1.65441e+10, 2.04866e+09, 31, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000102656, 0.000874976, 1.75343e+10, 2.0572e+09, 31, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000159328, 0.00131674, 1.12974e+10, 1.36702e+09, 31, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000196768, 0.00103126, 9.14783e+09, 1.74543e+09, 31, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.0004256, 0.00135846, 4.22932e+09, 1.32503e+09, 31, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000318592, 0.00110659, 5.64986e+09, 1.62662e+09, 31, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 7.3952e-05, 0.00083584, 2.43401e+10, 2.15352e+09, 15, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 6.8544e-05, 0.000952, 2.62605e+10, 1.89076e+09, 15, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000119456, 0.000888896, 1.50683e+10, 2.02498e+09, 15, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 7.968e-05, 0.000888192, 2.25904e+10, 2.02659e+09, 15, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 7.3216e-05, 0.000837472, 2.45848e+10, 2.14933e+09, 15, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000124512, 0.00113274, 1.44564e+10, 1.58907e+09, 15, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 8.6624e-05, 0.000860448, 2.07795e+10, 2.09193e+09, 15, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 8.1248e-05, 0.000847744, 2.21544e+10, 2.12328e+09, 15, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000202112, 0.000975232, 8.90595e+09, 1.84571e+09, 15, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 9.648e-05, 0.00117302, 1.86567e+10, 1.5345e+09, 15, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 9.0912e-05, 0.000867872, 1.97994e+10, 2.07404e+09, 15, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000146048, 0.00089984, 1.23247e+10, 2.00036e+09, 15, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000113696, 0.00087712, 1.58317e+10, 2.05217e+09, 15, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000107808, 0.00120432, 1.66963e+10, 1.49462e+09, 15, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.0002312, 0.00102003, 7.78547e+09, 1.76465e+09, 15, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000142944, 0.000919584, 1.25923e+10, 1.95741e+09, 15, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000136896, 0.000898272, 1.31487e+10, 2.00385e+09, 15, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000262784, 0.00136205, 6.84973e+09, 1.32154e+09, 15, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000204544, 0.000976896, 8.80006e+09, 1.84257e+09, 15, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.00019792, 0.000965408, 9.09458e+09, 1.8645e+09, 15, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000321664, 0.00109619, 5.5959e+09, 1.64205e+09, 15, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000389504, 0.00134675, 4.62126e+09, 1.33655e+09, 15, 128, Complete
