Device Type, Vector Size, Compute Time (s), Data Transfer Time (s), Total Time (s), Compute Throughput (Flops), Total Throughput (Flops), Number of GPU Blocks, Number of Threads per Block, Completion Status
NVS 5400M, 9900000, 0.0229377, 0.00996893, 0.0329066, 4.31605e+008, 3.00852e+008, 8191, 16, Complete
NVS 5400M, 9900000, 0.0352295, 0.010695, 0.0459245, 2.81014e+008, 2.15571e+008, 8191, 8, Complete
NVS 5400M, 9900000, 0.0661725, 0.0109761, 0.0771485, 1.49609e+008, 1.28324e+008, 8191, 4, Complete
NVS 5400M, 9900000, 0.0794385, 0.0101281, 0.0895666, 1.24625e+008, 1.10532e+008, 4095, 1024, Complete
NVS 5400M, 9900000, 0.0335753, 0.0100862, 0.0436615, 2.94859e+008, 2.26744e+008, 4095, 512, Complete
NVS 5400M, 9900000, 0.0170037, 0.0110323, 0.0280361, 5.82225e+008, 3.53117e+008, 4095, 256, Complete
NVS 5400M, 9900000, 0.00938755, 0.00949171, 0.0188793, 1.05459e+009, 5.24385e+008, 4095, 128, Complete
NVS 5400M, 9900000, 0.00905706, 0.0111018, 0.0201589, 1.09307e+009, 4.91099e+008, 4095, 64, Complete
NVS 5400M, 9900000, 0.0141624, 0.00943011, 0.0235925, 6.99033e+008, 4.19624e+008, 4095, 32, Complete
NVS 5400M, 9900000, 0.024495, 0.0097584, 0.0342534, 4.04163e+008, 2.89022e+008, 4095, 16, Complete
NVS 5400M, 9900000, 0.0458849, 0.0102817, 0.0561666, 2.15757e+008, 1.76261e+008, 4095, 8, Complete
NVS 5400M, 9900000, 0.0893602, 0.010084, 0.0994442, 1.10788e+008, 9.95533e+007, 4095, 4, Complete
NVS 5400M, 9900000, 0.0357154, 0.0102723, 0.0459877, 2.77191e+008, 2.15275e+008, 2047, 1024, Complete
NVS 5400M, 9900000, 0.0158296, 0.0107718, 0.0266014, 6.25411e+008, 3.72161e+008, 2047, 512, Complete
NVS 5400M, 9900000, 0.00871818, 0.011039, 0.0197572, 1.13556e+009, 5.01084e+008, 2047, 256, Complete
NVS 5400M, 9900000, 0.00554086, 0.00942067, 0.0149615, 1.78672e+009, 6.61697e+008, 2047, 128, Complete
NVS 5400M, 9900000, 0.00709974, 0.0102818, 0.0173816, 1.39442e+009, 5.69569e+008, 2047, 64, Complete
NVS 5400M, 9900000, 0.0125244, 0.00959799, 0.0221224, 7.90454e+008, 4.4751e+008, 2047, 32, Complete
NVS 5400M, 9900000, 0.0235591, 0.0102448, 0.0338038, 4.2022e+008, 2.92866e+008, 2047, 16, Complete
NVS 5400M, 9900000, 0.0453933, 0.0109485, 0.0563418, 2.18094e+008, 1.75713e+008, 2047, 8, Complete
NVS 5400M, 9900000, 0.0889696, 0.0110289, 0.0999985, 1.11274e+008, 9.90015e+007, 2047, 4, Complete
NVS 5400M, 9900000, 0.0138509, 0.0109757, 0.0248266, 7.14756e+008, 3.98767e+008, 1023, 1024, Complete
NVS 5400M, 9900000, 0.00694966, 0.0109668, 0.0179165, 1.42453e+009, 5.52563e+008, 1023, 512, Complete
NVS 5400M, 9900000, 0.00457814, 0.0109699, 0.015548, 2.16245e+009, 6.36737e+008, 1023, 256, Complete
NVS 5400M, 9900000, 0.003688, 0.0110926, 0.0147806, 2.68438e+009, 6.69795e+008, 1023, 128, Complete
NVS 5400M, 9900000, 0.00612198, 0.0109419, 0.0170639, 1.61712e+009, 5.80173e+008, 1023, 64, Complete
NVS 5400M, 9900000, 0.0117039, 0.0107669, 0.0224709, 8.45869e+008, 4.4057e+008, 1023, 32, Complete
NVS 5400M, 9900000, 0.0226325, 0.011026, 0.0336585, 4.37424e+008, 2.94131e+008, 1023, 16, Complete
NVS 5400M, 9900000, 0.044649, 0.0110881, 0.0557371, 2.2173e+008, 1.7762e+008, 1023, 8, Complete
NVS 5400M, 9900000, 0.0882751, 0.0109924, 0.0992675, 1.12149e+008, 9.97305e+007, 1023, 4, Complete
NVS 5400M, 9900000, 0.00837779, 0.00940122, 0.017779, 1.1817e+009, 5.56836e+008, 511, 1024, Complete
NVS 5400M, 9900000, 0.00474851, 0.00981078, 0.0145593, 2.08486e+009, 6.79978e+008, 511, 512, Complete
NVS 5400M, 9900000, 0.00354954, 0.0109249, 0.0144744, 2.7891e+009, 6.83966e+008, 511, 256, Complete
NVS 5400M, 9900000, 0.00334246, 0.0109782, 0.0143207, 2.96189e+009, 6.91307e+008, 511, 128, Complete
NVS 5400M, 9900000, 0.00586534, 0.010943, 0.0168083, 1.68788e+009, 5.88994e+008, 511, 64, Complete
NVS 5400M, 9900000, 0.0113645, 0.0109818, 0.0223463, 8.71135e+008, 4.43026e+008, 511, 32, Complete
NVS 5400M, 9900000, 0.0223728, 0.0108921, 0.0332649, 4.42502e+008, 2.97611e+008, 511, 16, Complete
NVS 5400M, 9900000, 0.0444107, 0.00936922, 0.0537799, 2.22919e+008, 1.84084e+008, 511, 8, Complete
NVS 5400M, 9900000, 0.0881186, 0.0105946, 0.0987131, 1.12349e+008, 1.00291e+008, 511, 4, Complete
NVS 5400M, 9900000, 0.0056545, 0.0099199, 0.0155744, 1.75082e+009, 6.35659e+008, 255, 1024, Complete
NVS 5400M, 9900000, 0.00362902, 0.0109062, 0.0145352, 2.72801e+009, 6.81105e+008, 255, 512, Complete
NVS 5400M, 9900000, 0.0030432, 0.0109693, 0.0140125, 3.25315e+009, 7.0651e+008, 255, 256, Complete
NVS 5400M, 9900000, 0.00316707, 0.0108685, 0.0140356, 3.12592e+009, 7.0535e+008, 255, 128, Complete
NVS 5400M, 9900000, 0.00570973, 0.00964845, 0.0153582, 1.73388e+009, 6.44608e+008, 255, 64, Complete
NVS 5400M, 9900000, 0.0111995, 0.0110962, 0.0222957, 8.83966e+008, 4.44032e+008, 255, 32, Complete
NVS 5400M, 9900000, 0.0222652, 0.00939622, 0.0316614, 4.4464e+008, 3.12684e+008, 255, 16, Complete
NVS 5400M, 9900000, 0.0443717, 0.0104255, 0.0547972, 2.23115e+008, 1.80666e+008, 255, 8, Complete
NVS 5400M, 9900000, 0.0881269, 0.00976093, 0.0978878, 1.12338e+008, 1.01136e+008, 255, 4, Complete
NVS 5400M, 9900000, 0.00429312, 0.0100896, 0.0143827, 2.30602e+009, 6.88326e+008, 127, 1024, Complete
NVS 5400M, 9900000, 0.0030928, 0.0110348, 0.0141276, 3.20098e+009, 7.00754e+008, 127, 512, Complete
NVS 5400M, 9900000, 0.00281702, 0.00937846, 0.0121955, 3.51435e+009, 8.11776e+008, 127, 256, Complete
NVS 5400M, 9900000, 0.00308259, 0.00939933, 0.0124819, 3.21158e+009, 7.93147e+008, 127, 128, Complete
NVS 5400M, 9900000, 0.00565882, 0.0103248, 0.0159836, 1.74948e+009, 6.19385e+008, 127, 64, Complete
NVS 5400M, 9900000, 0.0111456, 0.010957, 0.0221026, 8.88246e+008, 4.47911e+008, 127, 32, Complete
NVS 5400M, 9900000, 0.022283, 0.010908, 0.033191, 4.44285e+008, 2.98273e+008, 127, 16, Complete
NVS 5400M, 9900000, 0.0445095, 0.0110629, 0.0555724, 2.22425e+008, 1.78146e+008, 127, 8, Complete
NVS 5400M, 9900000, 0.0884562, 0.0101721, 0.0986283, 1.1192e+008, 1.00377e+008, 127, 4, Complete
NVS 5400M, 9900000, 0.00363299, 0.00956755, 0.0132005, 2.72503e+009, 7.49969e+008, 63, 1024, Complete
NVS 5400M, 9900000, 0.00284906, 0.0101968, 0.0130459, 3.47484e+009, 7.5886e+008, 63, 512, Complete
NVS 5400M, 9900000, 0.00281632, 0.0109233, 0.0137396, 3.51523e+009, 7.20546e+008, 63, 256, Complete
NVS 5400M, 9900000, 0.00305264, 0.0110616, 0.0141142, 3.24309e+009, 7.01419e+008, 63, 128, Complete
NVS 5400M, 9900000, 0.00564544, 0.00939546, 0.0150409, 1.75363e+009, 6.58205e+008, 63, 64, Complete
NVS 5400M, 9900000, 0.011193, 0.0102979, 0.0214909, 8.84482e+008, 4.6066e+008, 63, 32, Complete
NVS 5400M, 9900000, 0.0224153, 0.00940057, 0.0318158, 4.41663e+008, 3.11166e+008, 63, 16, Complete
NVS 5400M, 9900000, 0.0448687, 0.0110855, 0.0559542, 2.20644e+008, 1.7693e+008, 63, 8, Complete
NVS 5400M, 9900000, 0.0891358, 0.0108104, 0.0999462, 1.11066e+008, 9.90532e+007, 63, 4, Complete
NVS 5400M, 9900000, 0.00335386, 0.00952813, 0.012882, 2.95183e+009, 7.68515e+008, 31, 1024, Complete
NVS 5400M, 9900000, 0.00285398, 0.0109773, 0.0138313, 3.46884e+009, 7.15766e+008, 31, 512, Complete
NVS 5400M, 9900000, 0.00276941, 0.0110171, 0.0137865, 3.57477e+009, 7.18096e+008, 31, 256, Complete
NVS 5400M, 9900000, 0.00308246, 0.0110106, 0.014093, 3.21172e+009, 7.02475e+008, 31, 128, Complete
NVS 5400M, 9900000, 0.00571862, 0.0111613, 0.0168799, 1.73119e+009, 5.86495e+008, 31, 64, Complete
NVS 5400M, 9900000, 0.0113306, 0.0111317, 0.0224623, 8.73741e+008, 4.40739e+008, 31, 32, Complete
NVS 5400M, 9900000, 0.0227683, 0.0101586, 0.0329269, 4.34815e+008, 3.00666e+008, 31, 16, Complete
NVS 5400M, 9900000, 0.0455706, 0.0110203, 0.0565909, 2.17245e+008, 1.7494e+008, 31, 8, Complete
NVS 5400M, 9900000, 0.0905104, 0.00933878, 0.0998492, 1.0938e+008, 9.91495e+007, 31, 4, Complete
NVS 5400M, 9900000, 0.00327165, 0.00962531, 0.012897, 3.026e+009, 7.67623e+008, 15, 1024, Complete
NVS 5400M, 9900000, 0.00284461, 0.0102734, 0.013118, 3.48027e+009, 7.54689e+008, 15, 512, Complete
NVS 5400M, 9900000, 0.00346493, 0.00965667, 0.0131216, 2.8572e+009, 7.54481e+008, 15, 256, Complete
NVS 5400M, 9900000, 0.0031648, 0.0109341, 0.0140989, 3.12816e+009, 7.02183e+008, 15, 128, Complete
NVS 5400M, 9900000, 0.00588656, 0.0102564, 0.016143, 1.6818e+009, 6.13269e+008, 15, 64, Complete
NVS 5400M, 9900000, 0.0117161, 0.0109935, 0.0227097, 8.44989e+008, 4.35938e+008, 15, 32, Complete
NVS 5400M, 9900000, 0.0222832, 0.0101614, 0.0324446, 4.4428e+008, 3.05135e+008, 15, 16, Complete
NVS 5400M, 9900000, 0.043878, 0.0100342, 0.0539122, 2.25626e+008, 1.83632e+008, 15, 8, Complete
NVS 5400M, 9900000, 0.0947707, 0.00943751, 0.104208, 1.04463e+008, 9.50022e+007, 15, 4, Complete
NVS 5400M, 9900000, 0.00371242, 0.0107414, 0.0144538, 2.66673e+009, 6.8494e+008, 7, 1024, Complete
NVS 5400M, 9900000, 0.00413517, 0.0094975, 0.0136327, 2.3941e+009, 7.26197e+008, 7, 512, Complete
NVS 5400M, 9900000, 0.00365798, 0.0109024, 0.0145604, 2.70641e+009, 6.79926e+008, 7, 256, Complete
NVS 5400M, 9900000, 0.0068673, 0.00955875, 0.016426, 1.44162e+009, 6.02701e+008, 7, 128, Complete
NVS 5400M, 9900000, 0.013631, 0.00959174, 0.0232227, 7.26287e+008, 4.26307e+008, 7, 64, Complete
NVS 5400M, 9900000, 0.0273387, 0.00950045, 0.0368391, 3.62124e+008, 2.68736e+008, 7, 32, Complete
NVS 5400M, 9900000, 0.0489868, 0.00983107, 0.0588178, 2.02095e+008, 1.68316e+008, 7, 16, Complete
NVS 5400M, 9900000, 0.0949342, 0.0102594, 0.105194, 1.04283e+008, 9.41122e+007, 7, 8, Complete
NVS 5400M, 9900000, 0.186864, 0.00950794, 0.196371, 5.29798e+007, 5.04146e+007, 7, 4, Complete
NVS 5400M, 9900000, 0.00401005, 0.0100231, 0.0140332, 2.4688e+009, 7.05471e+008, 3, 1024, Complete
NVS 5400M, 9900000, 0.00401898, 0.00966707, 0.013686, 2.46331e+009, 7.23364e+008, 3, 512, Complete
NVS 5400M, 9900000, 0.00757946, 0.00977603, 0.0173555, 1.30616e+009, 5.70425e+008, 3, 256, Complete
NVS 5400M, 9900000, 0.0150837, 0.0102326, 0.0253163, 6.56338e+008, 3.91052e+008, 3, 128, Complete
NVS 5400M, 9900000, 0.030341, 0.0102848, 0.0406258, 3.26291e+008, 2.43688e+008, 3, 64, Complete
NVS 5400M, 9900000, 0.0607165, 0.00946419, 0.0701806, 1.63053e+008, 1.41065e+008, 3, 32, Complete
NVS 5400M, 9900000, 0.0965879, 0.00983552, 0.106423, 1.02497e+008, 9.30247e+007, 3, 16, Complete
NVS 5400M, 9900000, 0.181168, 0.00951053, 0.190678, 5.46455e+007, 5.19199e+007, 3, 8, Complete
NVS 5400M, 9900000, 0.255734, 0.00943169, 0.265166, 3.87121e+007, 3.73351e+007, 3, 4, Complete
NVS 5400M, 9900000, 0.0057217, 0.00998707, 0.0157088, 1.73026e+009, 6.30221e+008, 1, 1024, Complete
NVS 5400M, 9900000, 0.0109712, 0.0105972, 0.0215684, 9.02365e+008, 4.59006e+008, 1, 512, Complete
NVS 5400M, 9900000, 0.0220201, 0.00989725, 0.0319173, 4.4959e+008, 3.10177e+008, 1, 256, Complete
NVS 5400M, 9900000, 0.0439279, 0.0100193, 0.0539472, 2.25369e+008, 1.83513e+008, 1, 128, Complete
NVS 5400M, 9900000, 0.0879974, 0.00976103, 0.0977585, 1.12503e+008, 1.0127e+008, 1, 64, Complete
NVS 5400M, 9900000, 0.175103, 0.00986074, 0.184963, 5.65383e+007, 5.35241e+007, 1, 32, Complete
NVS 5400M, 9900000, 0.25224, 0.00989398, 0.262134, 3.92483e+007, 3.77669e+007, 1, 16, Complete
NVS 5400M, 9900000, 0.406839, 0.0095, 0.416339, 2.4334e+007, 2.37787e+007, 1, 8, Complete
NVS 5400M, 9900000, 0.714491, 0.00985557, 0.724346, 1.3856e+007, 1.36675e+007, 1, 4, Complete
Windows with i5, 9900000, 0.026, 0, 0.026, 3.80769e+008, 3.80769e+008, 1, 1, Complete
NVS 5400M, 7200000, 1.38973, 0.00718641, 1.39691, 5.18087e+006, 5.15422e+006, 65535, 1024, Complete
NVS 5400M, 7200000, 0.5663, 0.00815463, 0.574454, 1.27141e+007, 1.25336e+007, 65535, 512, Complete
NVS 5400M, 7200000, 0.26472, 0.00813282, 0.272853, 2.71986e+007, 2.63879e+007, 65535, 256, Complete
NVS 5400M, 7200000, 0.12633, 0.00810321, 0.134433, 5.69936e+007, 5.35582e+007, 65535, 128, Complete
NVS 5400M, 7200000, 0.0674684, 0.00728064, 0.0747491, 1.06717e+008, 9.63223e+007, 65535, 64, Complete
NVS 5400M, 7200000, 0.0602624, 0.00826871, 0.0685311, 1.19478e+008, 1.05062e+008, 65535, 32, Complete
NVS 5400M, 7200000, 0.0573469, 0.00817315, 0.0655201, 1.25552e+008, 1.0989e+008, 65535, 16, Complete
NVS 5400M, 7200000, 0.0578012, 0.00810438, 0.0659056, 1.24565e+008, 1.09247e+008, 65535, 8, Complete
NVS 5400M, 7200000, 0.0698582, 0.00747616, 0.0773344, 1.03066e+008, 9.31022e+007, 65535, 4, Complete
NVS 5400M, 7200000, 0.690745, 0.00800347, 0.698748, 1.04235e+007, 1.03041e+007, 32767, 1024, Complete
NVS 5400M, 7200000, 0.281746, 0.00808799, 0.289834, 2.55549e+007, 2.48418e+007, 32767, 512, Complete
NVS 5400M, 7200000, 0.132294, 0.00739838, 0.139693, 5.4424e+007, 5.15416e+007, 32767, 256, Complete
NVS 5400M, 7200000, 0.0635729, 0.0072519, 0.0708248, 1.13256e+008, 1.01659e+008, 32767, 128, Complete
NVS 5400M, 7200000, 0.0353629, 0.00809485, 0.0434578, 2.03603e+008, 1.65678e+008, 32767, 64, Complete
NVS 5400M, 7200000, 0.0338927, 0.00744717, 0.0413399, 2.12435e+008, 1.74166e+008, 32767, 32, Complete
NVS 5400M, 7200000, 0.0346768, 0.00825369, 0.0429305, 2.07632e+008, 1.67713e+008, 32767, 16, Complete
NVS 5400M, 7200000, 0.0399325, 0.00824601, 0.0481786, 1.80304e+008, 1.49444e+008, 32767, 8, Complete
NVS 5400M, 7200000, 0.0509693, 0.00816583, 0.0591351, 1.41262e+008, 1.21755e+008, 32767, 4, Complete
NVS 5400M, 7200000, 0.34094, 0.00817657, 0.349117, 2.11181e+007, 2.06235e+007, 16383, 1024, Complete
NVS 5400M, 7200000, 0.139655, 0.00818497, 0.14784, 5.15557e+007, 4.87014e+007, 16383, 512, Complete
NVS 5400M, 7200000, 0.0660179, 0.00813106, 0.074149, 1.09061e+008, 9.71018e+007, 16383, 256, Complete
NVS 5400M, 7200000, 0.0322039, 0.00823366, 0.0404376, 2.23575e+008, 1.78052e+008, 16383, 128, Complete
NVS 5400M, 7200000, 0.0193699, 0.00805331, 0.0274232, 3.71712e+008, 2.62552e+008, 16383, 64, Complete
NVS 5400M, 7200000, 0.0207261, 0.00696906, 0.0276951, 3.47388e+008, 2.59973e+008, 16383, 32, Complete
NVS 5400M, 7200000, 0.0237352, 0.00728688, 0.0310221, 3.03347e+008, 2.32093e+008, 16383, 16, Complete
NVS 5400M, 7200000, 0.0303744, 0.00816013, 0.0385345, 2.37042e+008, 1.86845e+008, 16383, 8, Complete
NVS 5400M, 7200000, 0.043763, 0.00816342, 0.0519264, 1.64523e+008, 1.38658e+008, 16383, 4, Complete
NVS 5400M, 7200000, 0.166108, 0.0085471, 0.174655, 4.33454e+007, 4.12242e+007, 8191, 1024, Complete
NVS 5400M, 7200000, 0.0685421, 0.00779404, 0.0763362, 1.05045e+008, 9.43196e+007, 8191, 512, Complete
NVS 5400M, 7200000, 0.0328898, 0.00814618, 0.0410359, 2.18913e+008, 1.75456e+008, 8191, 256, Complete
NVS 5400M, 7200000, 0.0165166, 0.00820131, 0.0247179, 4.35925e+008, 2.91287e+008, 8191, 128, Complete
NVS 5400M, 7200000, 0.0114327, 0.00815853, 0.0195912, 6.29774e+008, 3.67512e+008, 8191, 64, Complete
NVS 5400M, 7200000, 0.0143626, 0.00794586, 0.0223084, 5.01302e+008, 3.22748e+008, 8191, 32, Complete
NVS 5400M, 7200000, 0.0181, 0.00815366, 0.0262537, 3.97789e+008, 2.74247e+008, 8191, 16, Complete
NVS 5400M, 7200000, 0.026701, 0.00780349, 0.0345045, 2.69653e+008, 2.08668e+008, 8191, 8, Complete
NVS 5400M, 7200000, 0.0446581, 0.00819628, 0.0528544, 1.61225e+008, 1.36223e+008, 8191, 4, Complete
NVS 5400M, 7200000, 0.0786788, 0.00795276, 0.0866316, 9.15113e+007, 8.31106e+007, 4095, 1024, Complete
NVS 5400M, 7200000, 0.0329056, 0.00729318, 0.0401988, 2.18808e+008, 1.7911e+008, 4095, 512, Complete
NVS 5400M, 7200000, 0.016308, 0.00811069, 0.0244187, 4.415e+008, 2.94856e+008, 4095, 256, Complete
NVS 5400M, 7200000, 0.00869626, 0.00814147, 0.0168377, 8.27943e+008, 4.27611e+008, 4095, 128, Complete
NVS 5400M, 7200000, 0.00752554, 0.00808611, 0.0156116, 9.56742e+008, 4.61194e+008, 4095, 64, Complete
NVS 5400M, 7200000, 0.0110956, 0.00722054, 0.0183161, 6.48907e+008, 3.93096e+008, 4095, 32, Complete
NVS 5400M, 7200000, 0.0169357, 0.00776435, 0.0247001, 4.25136e+008, 2.91497e+008, 4095, 16, Complete
NVS 5400M, 7200000, 0.0314799, 0.00858201, 0.040062, 2.28717e+008, 1.79722e+008, 4095, 8, Complete
NVS 5400M, 7200000, 0.0626726, 0.00809129, 0.0707639, 1.14883e+008, 1.01747e+008, 4095, 4, Complete
NVS 5400M, 7200000, 0.0349284, 0.00699875, 0.0419272, 2.06136e+008, 1.71726e+008, 2047, 1024, Complete
NVS 5400M, 7200000, 0.0151702, 0.00805738, 0.0232276, 4.74614e+008, 3.09976e+008, 2047, 512, Complete
NVS 5400M, 7200000, 0.00804656, 0.0082408, 0.0162874, 8.94792e+008, 4.42061e+008, 2047, 256, Complete
NVS 5400M, 7200000, 0.00481002, 0.0082583, 0.0130683, 1.49688e+009, 5.50951e+008, 2047, 128, Complete
NVS 5400M, 7200000, 0.00557459, 0.00807434, 0.0136489, 1.29157e+009, 5.27514e+008, 2047, 64, Complete
NVS 5400M, 7200000, 0.00945306, 0.0081416, 0.0175947, 7.61658e+008, 4.09215e+008, 2047, 32, Complete
NVS 5400M, 7200000, 0.0174268, 0.00813709, 0.0255639, 4.13156e+008, 2.81647e+008, 2047, 16, Complete
NVS 5400M, 7200000, 0.0332742, 0.00805498, 0.0413292, 2.16384e+008, 1.74211e+008, 2047, 8, Complete
NVS 5400M, 7200000, 0.0648961, 0.00814298, 0.073039, 1.10947e+008, 9.85774e+007, 2047, 4, Complete
NVS 5400M, 7200000, 0.0130627, 0.00814982, 0.0212125, 5.51187e+008, 3.39422e+008, 1023, 1024, Complete
NVS 5400M, 7200000, 0.00627843, 0.00812851, 0.0144069, 1.14678e+009, 4.99759e+008, 1023, 512, Complete
NVS 5400M, 7200000, 0.00390022, 0.00813469, 0.0120349, 1.84605e+009, 5.98259e+008, 1023, 256, Complete
NVS 5400M, 7200000, 0.0029329, 0.00811776, 0.0110507, 2.45491e+009, 6.51545e+008, 1023, 128, Complete
NVS 5400M, 7200000, 0.00459264, 0.00809082, 0.0126835, 1.56773e+009, 5.67669e+008, 1023, 64, Complete
NVS 5400M, 7200000, 0.00862768, 0.00812336, 0.016751, 8.34523e+008, 4.29824e+008, 1023, 32, Complete
NVS 5400M, 7200000, 0.0165675, 0.00719318, 0.0237607, 4.34585e+008, 3.03021e+008, 1023, 16, Complete
NVS 5400M, 7200000, 0.0325721, 0.00768188, 0.040254, 2.21048e+008, 1.78864e+008, 1023, 8, Complete
NVS 5400M, 7200000, 0.0642434, 0.00739267, 0.0716361, 1.12074e+008, 1.00508e+008, 1023, 4, Complete
NVS 5400M, 7200000, 0.00759853, 0.00737878, 0.0149773, 9.47552e+008, 4.80727e+008, 511, 1024, Complete
NVS 5400M, 7200000, 0.00406323, 0.00799939, 0.0120626, 1.77199e+009, 5.96885e+008, 511, 512, Complete
NVS 5400M, 7200000, 0.00286227, 0.00820403, 0.0110663, 2.51548e+009, 6.50624e+008, 511, 256, Complete
NVS 5400M, 7200000, 0.0025383, 0.00808643, 0.0106247, 2.83654e+009, 6.77664e+008, 511, 128, Complete
NVS 5400M, 7200000, 0.00434406, 0.00812115, 0.0124652, 1.65743e+009, 5.77607e+008, 511, 64, Complete
NVS 5400M, 7200000, 0.0083321, 0.00802262, 0.0163547, 8.64128e+008, 4.4024e+008, 511, 32, Complete
NVS 5400M, 7200000, 0.0163254, 0.0077288, 0.0240542, 4.41029e+008, 2.99324e+008, 511, 16, Complete
NVS 5400M, 7200000, 0.0323569, 0.00817549, 0.0405324, 2.22518e+008, 1.77636e+008, 511, 8, Complete
NVS 5400M, 7200000, 0.0641217, 0.00813708, 0.0722587, 1.12287e+008, 9.96419e+007, 511, 4, Complete
NVS 5400M, 7200000, 0.0048647, 0.00804288, 0.0129076, 1.48005e+009, 5.57812e+008, 255, 1024, Complete
NVS 5400M, 7200000, 0.00294589, 0.00801843, 0.0109643, 2.44408e+009, 6.56675e+008, 255, 512, Complete
NVS 5400M, 7200000, 0.00235805, 0.00812973, 0.0104878, 3.05337e+009, 6.86514e+008, 255, 256, Complete
NVS 5400M, 7200000, 0.00236426, 0.00820419, 0.0105684, 3.04536e+009, 6.81273e+008, 255, 128, Complete
NVS 5400M, 7200000, 0.00418618, 0.0080105, 0.0121967, 1.71995e+009, 5.90325e+008, 255, 64, Complete
NVS 5400M, 7200000, 0.00819258, 0.00811693, 0.0163095, 8.78844e+008, 4.4146e+008, 255, 32, Complete
NVS 5400M, 7200000, 0.0162255, 0.00807792, 0.0243034, 4.43746e+008, 2.96255e+008, 255, 16, Complete
NVS 5400M, 7200000, 0.0322979, 0.00820096, 0.0404988, 2.22925e+008, 1.77783e+008, 255, 8, Complete
NVS 5400M, 7200000, 0.0641301, 0.00816886, 0.072299, 1.12272e+008, 9.95865e+007, 255, 4, Complete
NVS 5400M, 7200000, 0.00350243, 0.00794086, 0.0114433, 2.05571e+009, 6.29189e+008, 127, 1024, Complete
NVS 5400M, 7200000, 0.00239942, 0.00803389, 0.0104333, 3.00072e+009, 6.90097e+008, 127, 512, Complete
NVS 5400M, 7200000, 0.00211792, 0.00825296, 0.0103709, 3.39956e+009, 6.94252e+008, 127, 256, Complete
NVS 5400M, 7200000, 0.00226934, 0.00712771, 0.00939706, 3.17272e+009, 7.66197e+008, 127, 128, Complete
NVS 5400M, 7200000, 0.00412886, 0.00814502, 0.0122739, 1.74382e+009, 5.86611e+008, 127, 64, Complete
NVS 5400M, 7200000, 0.00812218, 0.00812435, 0.0162465, 8.86462e+008, 4.43172e+008, 127, 32, Complete
NVS 5400M, 7200000, 0.0162223, 0.00815078, 0.0243731, 4.43834e+008, 2.95408e+008, 127, 16, Complete
NVS 5400M, 7200000, 0.0323819, 0.00808589, 0.0404678, 2.22347e+008, 1.77919e+008, 127, 8, Complete
NVS 5400M, 7200000, 0.0643339, 0.00817082, 0.0725047, 1.11916e+008, 9.93039e+007, 127, 4, Complete
NVS 5400M, 7200000, 0.00283066, 0.00812448, 0.0109551, 2.54358e+009, 6.57226e+008, 63, 1024, Complete
NVS 5400M, 7200000, 0.00215171, 0.00724467, 0.00939638, 3.34617e+009, 7.66252e+008, 63, 512, Complete
NVS 5400M, 7200000, 0.00208838, 0.00809264, 0.010181, 3.44764e+009, 7.07198e+008, 63, 256, Complete
NVS 5400M, 7200000, 0.00223942, 0.0082704, 0.0105098, 3.21511e+009, 6.85073e+008, 63, 128, Complete
NVS 5400M, 7200000, 0.00411923, 0.00687206, 0.0109913, 1.7479e+009, 6.55064e+008, 63, 64, Complete
NVS 5400M, 7200000, 0.00815613, 0.00725757, 0.0154137, 8.82772e+008, 4.67117e+008, 63, 32, Complete
NVS 5400M, 7200000, 0.0163165, 0.00761549, 0.023932, 4.41271e+008, 3.00852e+008, 63, 16, Complete
NVS 5400M, 7200000, 0.032603, 0.00814048, 0.0407435, 2.20839e+008, 1.76715e+008, 63, 8, Complete
NVS 5400M, 7200000, 0.0648291, 0.00817514, 0.0730043, 1.11061e+008, 9.86244e+007, 63, 4, Complete
NVS 5400M, 7200000, 0.00253171, 0.00803885, 0.0105706, 2.84393e+009, 6.81137e+008, 31, 1024, Complete
NVS 5400M, 7200000, 0.0021159, 0.00819981, 0.0103157, 3.4028e+009, 6.97964e+008, 31, 512, Complete
NVS 5400M, 7200000, 0.00203488, 0.00814038, 0.0101753, 3.53829e+009, 7.07598e+008, 31, 256, Complete
NVS 5400M, 7200000, 0.00225318, 0.00818048, 0.0104337, 3.19548e+009, 6.90074e+008, 31, 128, Complete
NVS 5400M, 7200000, 0.00416122, 0.0070185, 0.0111797, 1.73026e+009, 6.44024e+008, 31, 64, Complete
NVS 5400M, 7200000, 0.00824739, 0.00743107, 0.0156785, 8.73003e+008, 4.59229e+008, 31, 32, Complete
NVS 5400M, 7200000, 0.0165656, 0.00808826, 0.0246539, 4.34636e+008, 2.92044e+008, 31, 16, Complete
NVS 5400M, 7200000, 0.0331551, 0.00805987, 0.041215, 2.17161e+008, 1.74694e+008, 31, 8, Complete
NVS 5400M, 7200000, 0.0658278, 0.00807907, 0.0739069, 1.09376e+008, 9.74198e+007, 31, 4, Complete
NVS 5400M, 7200000, 0.00242646, 0.00830176, 0.0107282, 2.96728e+009, 6.71127e+008, 15, 1024, Complete
NVS 5400M, 7200000, 0.00209485, 0.00780906, 0.0099039, 3.437e+009, 7.26986e+008, 15, 512, Complete
NVS 5400M, 7200000, 0.00252656, 0.00815363, 0.0106802, 2.84972e+009, 6.74145e+008, 15, 256, Complete
