Device Type, Vector Size, Compute Time (s), Data Transfer Time (s), Total Time (s), Compute Throughput (Flops), Total Throughput (Flops), Number of GPU Blocks, Number of Threads per Block, Completion Status
NVS 5400M, 18900000, 1.48024, 0.0204495, 1.50069, 1.27682e+007, 1.25942e+007, 65535, 1024, Complete
NVS 5400M, 18900000, 0.569387, 0.0305896, 0.599977, 3.31936e+007, 3.15012e+007, 65535, 512, Complete
NVS 5400M, 18900000, 0.267587, 0.0202965, 0.287884, 7.06312e+007, 6.56515e+007, 65535, 256, Complete
NVS 5400M, 18900000, 0.129197, 0.0201377, 0.149335, 1.46288e+008, 1.26561e+008, 65535, 128, Complete
NVS 5400M, 18900000, 0.0735368, 0.019653, 0.0931898, 2.57014e+008, 2.02812e+008, 65535, 64, Complete
NVS 5400M, 18900000, 0.0730978, 0.0209186, 0.0940164, 2.58558e+008, 2.01029e+008, 65535, 32, Complete
NVS 5400M, 18900000, 0.077887, 0.0202247, 0.0981117, 2.42659e+008, 1.92637e+008, 65535, 16, Complete
NVS 5400M, 18900000, 0.0952014, 0.0203196, 0.115521, 1.98526e+008, 1.63607e+008, 65535, 8, Complete
NVS 5400M, 18900000, 0.136477, 0.0193886, 0.155866, 1.38485e+008, 1.21258e+008, 65535, 4, Complete
NVS 5400M, 18900000, 0.694339, 0.0200796, 0.714419, 2.72201e+007, 2.64551e+007, 32767, 1024, Complete
NVS 5400M, 18900000, 0.284834, 0.0194196, 0.304254, 6.63544e+007, 6.21192e+007, 32767, 512, Complete
NVS 5400M, 18900000, 0.135127, 0.0202621, 0.155389, 1.39868e+008, 1.2163e+008, 32767, 256, Complete
NVS 5400M, 18900000, 0.0664501, 0.0195988, 0.086049, 2.84424e+008, 2.19642e+008, 32767, 128, Complete
NVS 5400M, 18900000, 0.0416218, 0.0203823, 0.0620041, 4.54089e+008, 3.04819e+008, 32767, 64, Complete
NVS 5400M, 18900000, 0.0472741, 0.019024, 0.0662981, 3.99796e+008, 2.85076e+008, 32767, 32, Complete
NVS 5400M, 18900000, 0.0556073, 0.0176366, 0.0732439, 3.39883e+008, 2.58042e+008, 32767, 16, Complete
NVS 5400M, 18900000, 0.0760674, 0.0203543, 0.0964216, 2.48464e+008, 1.96014e+008, 32767, 8, Complete
NVS 5400M, 18900000, 0.117146, 0.0186226, 0.135769, 1.61337e+008, 1.39207e+008, 32767, 4, Complete
NVS 5400M, 18900000, 0.344361, 0.0191267, 0.363487, 5.48843e+007, 5.19963e+007, 16383, 1024, Complete
NVS 5400M, 18900000, 0.142534, 0.0204547, 0.162989, 1.326e+008, 1.15959e+008, 16383, 512, Complete
NVS 5400M, 18900000, 0.0689303, 0.019962, 0.0888923, 2.7419e+008, 2.12617e+008, 16383, 256, Complete
NVS 5400M, 18900000, 0.0350911, 0.0202636, 0.0553547, 5.38598e+008, 3.41434e+008, 16383, 128, Complete
NVS 5400M, 18900000, 0.0258754, 0.0203243, 0.0461997, 7.30424e+008, 4.09093e+008, 16383, 64, Complete
NVS 5400M, 18900000, 0.0342144, 0.0183591, 0.0525735, 5.52399e+008, 3.59497e+008, 16383, 32, Complete
NVS 5400M, 18900000, 0.044502, 0.0180211, 0.0625232, 4.247e+008, 3.02288e+008, 16383, 16, Complete
NVS 5400M, 18900000, 0.0677455, 0.0200992, 0.0878446, 2.78985e+008, 2.15153e+008, 16383, 8, Complete
NVS 5400M, 18900000, 0.120889, 0.0201934, 0.141082, 1.56342e+008, 1.33964e+008, 16383, 4, Complete
NVS 5400M, 18900000, 0.169536, 0.0201666, 0.189702, 1.11481e+008, 9.96299e+007, 8191, 1024, Complete
NVS 5400M, 18900000, 0.0713672, 0.0197525, 0.0911197, 2.64828e+008, 2.0742e+008, 8191, 512, Complete
NVS 5400M, 18900000, 0.0357634, 0.0192366, 0.055, 5.28474e+008, 3.43637e+008, 8191, 256, Complete
NVS 5400M, 18900000, 0.0194854, 0.0190975, 0.0385829, 9.69958e+008, 4.89854e+008, 8191, 128, Complete
NVS 5400M, 18900000, 0.0180612, 0.0194176, 0.0374788, 1.04644e+009, 5.04284e+008, 8191, 64, Complete
NVS 5400M, 18900000, 0.0276897, 0.0200598, 0.0477494, 6.82565e+008, 3.95816e+008, 8191, 32, Complete
NVS 5400M, 18900000, 0.0480199, 0.0203132, 0.068333, 3.93587e+008, 2.76587e+008, 8191, 16, Complete
NVS 5400M, 18900000, 0.0901089, 0.0202952, 0.110404, 2.09746e+008, 1.71189e+008, 8191, 8, Complete
NVS 5400M, 18900000, 0.174451, 0.0177917, 0.192243, 1.0834e+008, 9.83133e+007, 8191, 4, Complete
NVS 5400M, 18900000, 0.0820289, 0.0197037, 0.101733, 2.30407e+008, 1.85781e+008, 4095, 1024, Complete
NVS 5400M, 18900000, 0.0358824, 0.0185384, 0.0544208, 5.2672e+008, 3.47293e+008, 4095, 512, Complete
NVS 5400M, 18900000, 0.0192363, 0.0202135, 0.0394498, 9.8252e+008, 4.7909e+008, 4095, 256, Complete
NVS 5400M, 18900000, 0.0117596, 0.0204925, 0.0322521, 1.6072e+009, 5.86008e+008, 4095, 128, Complete
NVS 5400M, 18900000, 0.0141287, 0.018472, 0.0326007, 1.3377e+009, 5.79742e+008, 4095, 64, Complete
NVS 5400M, 18900000, 0.0244013, 0.0195439, 0.0439452, 7.74548e+008, 4.30081e+008, 4095, 32, Complete
NVS 5400M, 18900000, 0.0451515, 0.0191178, 0.0642692, 4.18591e+008, 2.94075e+008, 4095, 16, Complete
NVS 5400M, 18900000, 0.0878054, 0.0183429, 0.106148, 2.15249e+008, 1.78053e+008, 4095, 8, Complete
NVS 5400M, 18900000, 0.170834, 0.0202701, 0.191104, 1.10634e+008, 9.88988e+007, 4095, 4, Complete
NVS 5400M, 18900000, 0.0383425, 0.0178178, 0.0561603, 4.92926e+008, 3.36537e+008, 2047, 1024, Complete
NVS 5400M, 18900000, 0.018078, 0.0181691, 0.0362471, 1.04547e+009, 5.21421e+008, 2047, 512, Complete
NVS 5400M, 18900000, 0.0109789, 0.0204089, 0.0313878, 1.72149e+009, 6.02145e+008, 2047, 256, Complete
NVS 5400M, 18900000, 0.00805632, 0.0193772, 0.0274336, 2.34598e+009, 6.88937e+008, 2047, 128, Complete
NVS 5400M, 18900000, 0.0121801, 0.0205032, 0.0326833, 1.55171e+009, 5.78276e+008, 2047, 64, Complete
NVS 5400M, 18900000, 0.0227584, 0.0184471, 0.0412055, 8.30464e+008, 4.58677e+008, 2047, 32, Complete
NVS 5400M, 18900000, 0.0439971, 0.0201051, 0.0641022, 4.29574e+008, 2.94841e+008, 2047, 16, Complete
NVS 5400M, 18900000, 0.0859094, 0.019294, 0.105203, 2.19999e+008, 1.79652e+008, 2047, 8, Complete
NVS 5400M, 18900000, 0.169196, 0.0193467, 0.188543, 1.11705e+008, 1.00242e+008, 2047, 4, Complete
NVS 5400M, 18900000, 0.0164662, 0.0204572, 0.0369234, 1.14781e+009, 5.1187e+008, 1023, 1024, Complete
NVS 5400M, 18900000, 0.00923302, 0.0410261, 0.0502591, 2.047e+009, 3.76051e+008, 1023, 512, Complete
NVS 5400M, 18900000, 0.00684701, 0.0226434, 0.0294904, 2.76033e+009, 6.40887e+008, 1023, 256, Complete
NVS 5400M, 18900000, 0.00632522, 0.0239545, 0.0302797, 2.98804e+009, 6.24181e+008, 1023, 128, Complete
NVS 5400M, 18900000, 0.0112155, 0.0233422, 0.0345576, 1.68517e+009, 5.46912e+008, 1023, 64, Complete
NVS 5400M, 18900000, 0.0219417, 0.0222365, 0.0441782, 8.61374e+008, 4.27813e+008, 1023, 32, Complete
NVS 5400M, 18900000, 0.0428673, 0.0228152, 0.0656825, 4.40896e+008, 2.87748e+008, 1023, 16, Complete
NVS 5400M, 18900000, 0.084961, 0.0221372, 0.107098, 2.22455e+008, 1.76473e+008, 1023, 8, Complete
NVS 5400M, 18900000, 0.168282, 0.0217281, 0.19001, 1.12312e+008, 9.94686e+007, 1023, 4, Complete
NVS 5400M, 18900000, 0.0110239, 0.020947, 0.0319709, 1.71446e+009, 5.91163e+008, 511, 1024, Complete
NVS 5400M, 18900000, 0.00699866, 0.022424, 0.0294226, 2.70052e+009, 6.42363e+008, 511, 512, Complete
NVS 5400M, 18900000, 0.00581245, 0.0189286, 0.0247411, 3.25164e+009, 7.63911e+008, 511, 256, Complete
NVS 5400M, 18900000, 0.00602563, 0.0187497, 0.0247753, 3.1366e+009, 7.62857e+008, 511, 128, Complete
NVS 5400M, 18900000, 0.0109769, 0.0189682, 0.0299451, 1.7218e+009, 6.31156e+008, 511, 64, Complete
NVS 5400M, 18900000, 0.0215093, 0.0247037, 0.046213, 8.78691e+008, 4.08976e+008, 511, 32, Complete
NVS 5400M, 18900000, 0.0425379, 0.0200185, 0.0625565, 4.44309e+008, 3.02127e+008, 511, 16, Complete
NVS 5400M, 18900000, 0.0846275, 0.0196695, 0.104297, 2.23332e+008, 1.81213e+008, 511, 8, Complete
NVS 5400M, 18900000, 0.168089, 0.0178456, 0.185934, 1.12441e+008, 1.01649e+008, 511, 4, Complete
NVS 5400M, 18900000, 0.00828675, 0.0178188, 0.0261055, 2.28075e+009, 7.23985e+008, 255, 1024, Complete
NVS 5400M, 18900000, 0.00589571, 0.0201453, 0.026041, 3.20572e+009, 7.25778e+008, 255, 512, Complete
NVS 5400M, 18900000, 0.00533024, 0.0176794, 0.0230096, 3.54581e+009, 8.21395e+008, 255, 256, Complete
NVS 5400M, 18900000, 0.00587418, 0.0180223, 0.0238965, 3.21747e+009, 7.90911e+008, 255, 128, Complete
NVS 5400M, 18900000, 0.0107665, 0.0182972, 0.0290638, 1.75544e+009, 6.50294e+008, 255, 64, Complete
NVS 5400M, 18900000, 0.0212689, 0.0183561, 0.039625, 8.88622e+008, 4.76972e+008, 255, 32, Complete
NVS 5400M, 18900000, 0.0423988, 0.0214508, 0.0638496, 4.45767e+008, 2.96008e+008, 255, 16, Complete
NVS 5400M, 18900000, 0.0847216, 0.0202782, 0.105, 2.23084e+008, 1.8e+008, 255, 8, Complete
NVS 5400M, 18900000, 0.168222, 0.0183882, 0.18661, 1.12352e+008, 1.01281e+008, 255, 4, Complete
NVS 5400M, 18900000, 0.00692688, 0.0193723, 0.0262991, 2.7285e+009, 7.18655e+008, 127, 1024, Complete
NVS 5400M, 18900000, 0.00537485, 0.0230036, 0.0283785, 3.51638e+009, 6.65997e+008, 127, 512, Complete
NVS 5400M, 18900000, 0.00512982, 0.0206331, 0.0257629, 3.68434e+009, 7.33614e+008, 127, 256, Complete
NVS 5400M, 18900000, 0.00581152, 0.0181479, 0.0239594, 3.25216e+009, 7.88835e+008, 127, 128, Complete
NVS 5400M, 18900000, 0.0107197, 0.0179883, 0.028708, 1.76311e+009, 6.58352e+008, 127, 64, Complete
NVS 5400M, 18900000, 0.021163, 0.018262, 0.039425, 8.93069e+008, 4.79391e+008, 127, 32, Complete
NVS 5400M, 18900000, 0.0424787, 0.0195013, 0.06198, 4.44929e+008, 3.04937e+008, 127, 16, Complete
NVS 5400M, 18900000, 0.0848611, 0.0479772, 0.132838, 2.22717e+008, 1.42278e+008, 127, 8, Complete
NVS 5400M, 18900000, 0.168831, 0.0396147, 0.208446, 1.11946e+008, 9.06711e+007, 127, 4, Complete
NVS 5400M, 18900000, 0.00630733, 0.0314479, 0.0377552, 2.99651e+009, 5.00593e+008, 63, 1024, Complete
NVS 5400M, 18900000, 0.00517478, 0.0252226, 0.0303974, 3.65233e+009, 6.21764e+008, 63, 512, Complete
NVS 5400M, 18900000, 0.00523722, 0.0243702, 0.0296074, 3.60879e+009, 6.38353e+008, 63, 256, Complete
NVS 5400M, 18900000, 0.0057856, 0.0221144, 0.0279, 3.26673e+009, 6.7742e+008, 63, 128, Complete
NVS 5400M, 18900000, 0.0107302, 0.0232024, 0.0339326, 1.76139e+009, 5.56987e+008, 63, 64, Complete
NVS 5400M, 18900000, 0.0213137, 0.0226478, 0.0439615, 8.86754e+008, 4.29922e+008, 63, 32, Complete
NVS 5400M, 18900000, 0.042758, 0.0221977, 0.0649557, 4.42022e+008, 2.90968e+008, 63, 16, Complete
NVS 5400M, 18900000, 0.0856221, 0.0215533, 0.107175, 2.20737e+008, 1.76346e+008, 63, 8, Complete
NVS 5400M, 18900000, 0.170105, 0.03066, 0.200765, 1.11108e+008, 9.41401e+007, 63, 4, Complete
NVS 5400M, 18900000, 0.00608992, 0.0236664, 0.0297564, 3.10349e+009, 6.35158e+008, 31, 1024, Complete
NVS 5400M, 18900000, 0.00530685, 0.0218863, 0.0271932, 3.56144e+009, 6.95028e+008, 31, 512, Complete
NVS 5400M, 18900000, 0.00522963, 0.023298, 0.0285276, 3.61402e+009, 6.62517e+008, 31, 256, Complete
NVS 5400M, 18900000, 0.00586963, 0.0231488, 0.0290184, 3.21996e+009, 6.5131e+008, 31, 128, Complete
NVS 5400M, 18900000, 0.0108833, 0.0242116, 0.0350949, 1.73661e+009, 5.3854e+008, 31, 64, Complete
NVS 5400M, 18900000, 0.0216056, 0.0246353, 0.046241, 8.74772e+008, 4.08729e+008, 31, 32, Complete
NVS 5400M, 18900000, 0.0434429, 0.02336, 0.0668029, 4.35053e+008, 2.82922e+008, 31, 16, Complete
NVS 5400M, 18900000, 0.0869649, 0.0211492, 0.108114, 2.17329e+008, 1.74815e+008, 31, 8, Complete
NVS 5400M, 18900000, 0.172784, 0.0207723, 0.193556, 1.09385e+008, 9.76462e+007, 31, 4, Complete
NVS 5400M, 18900000, 0.00608166, 0.0191932, 0.0252749, 3.1077e+009, 7.47777e+008, 15, 1024, Complete
NVS 5400M, 18900000, 0.00535187, 0.0216486, 0.0270005, 3.53147e+009, 6.99988e+008, 15, 512, Complete
NVS 5400M, 18900000, 0.00656182, 0.0204632, 0.027025, 2.8803e+009, 6.99353e+008, 15, 256, Complete
NVS 5400M, 18900000, 0.00602576, 0.0199203, 0.025946, 3.13653e+009, 7.28436e+008, 15, 128, Complete
NVS 5400M, 18900000, 0.0112222, 0.0205336, 0.0317558, 1.68416e+009, 5.95166e+008, 15, 64, Complete
NVS 5400M, 18900000, 0.0223339, 0.0201821, 0.042516, 8.46246e+008, 4.44538e+008, 15, 32, Complete
NVS 5400M, 18900000, 0.0425272, 0.0212269, 0.0637541, 4.44421e+008, 2.96452e+008, 15, 16, Complete
NVS 5400M, 18900000, 0.0837728, 0.0187035, 0.102476, 2.2561e+008, 1.84433e+008, 15, 8, Complete
NVS 5400M, 18900000, 0.167553, 0.0184566, 0.18601, 1.128e+008, 1.01607e+008, 15, 4, Complete
NVS 5400M, 18900000, 0.00642064, 0.021803, 0.0282236, 2.94363e+009, 6.69651e+008, 7, 1024, Complete
NVS 5400M, 18900000, 0.0070377, 0.0206301, 0.0276678, 2.68554e+009, 6.83105e+008, 7, 512, Complete
NVS 5400M, 18900000, 0.00642845, 0.018121, 0.0245494, 2.94006e+009, 7.69875e+008, 7, 256, Complete
NVS 5400M, 18900000, 0.0119759, 0.0214128, 0.0333887, 1.57817e+009, 5.6606e+008, 7, 128, Complete
NVS 5400M, 18900000, 0.0238908, 0.0199145, 0.0438052, 7.911e+008, 4.31455e+008, 7, 64, Complete
NVS 5400M, 18900000, 0.0479062, 0.0238197, 0.0717259, 3.94521e+008, 2.63503e+008, 7, 32, Complete
NVS 5400M, 18900000, 0.0855298, 0.0189436, 0.104473, 2.20976e+008, 1.80907e+008, 7, 16, Complete
NVS 5400M, 18900000, 0.167259, 0.0186405, 0.1859, 1.12998e+008, 1.01668e+008, 7, 8, Complete
NVS 5400M, 18900000, 0.33404, 0.0188061, 0.352846, 5.658e+007, 5.35644e+007, 7, 4, Complete
NVS 5400M, 18900000, 0.007376, 0.0213394, 0.0287154, 2.56236e+009, 6.58184e+008, 3, 1024, Complete
NVS 5400M, 18900000, 0.00737715, 0.0203814, 0.0277586, 2.56196e+009, 6.8087e+008, 3, 512, Complete
NVS 5400M, 18900000, 0.0139554, 0.0208376, 0.0347931, 1.35431e+009, 5.43212e+008, 3, 256, Complete
NVS 5400M, 18900000, 0.0278749, 0.0227504, 0.0506253, 6.7803e+008, 3.73331e+008, 3, 128, Complete
NVS 5400M, 18900000, 0.0561368, 0.0229015, 0.0790383, 3.36677e+008, 2.39125e+008, 3, 64, Complete
NVS 5400M, 18900000, 0.112172, 0.0261636, 0.138335, 1.68492e+008, 1.36625e+008, 3, 32, Complete
NVS 5400M, 18900000, 0.177922, 0.0219658, 0.199888, 1.06226e+008, 9.4553e+007, 3, 16, Complete
NVS 5400M, 18900000, 0.335766, 0.0218457, 0.357612, 5.62891e+007, 5.28506e+007, 3, 8, Complete
NVS 5400M, 18900000, 0.488204, 0.0197711, 0.507975, 3.87133e+007, 3.72065e+007, 3, 4, Complete
NVS 5400M, 18900000, 0.0108704, 0.0186321, 0.0295025, 1.73866e+009, 6.40623e+008, 1, 1024, Complete
NVS 5400M, 18900000, 0.0209185, 0.0209901, 0.0419086, 9.03505e+008, 4.50981e+008, 1, 512, Complete
NVS 5400M, 18900000, 0.0420187, 0.0210377, 0.0630564, 4.498e+008, 2.99732e+008, 1, 256, Complete
NVS 5400M, 18900000, 0.0838402, 0.0198401, 0.10368, 2.25429e+008, 1.82291e+008, 1, 128, Complete
NVS 5400M, 18900000, 0.167961, 0.0216846, 0.189645, 1.12526e+008, 9.96598e+007, 1, 64, Complete
NVS 5400M, 18900000, 0.335089, 0.0196277, 0.354717, 5.64029e+007, 5.3282e+007, 1, 32, Complete
NVS 5400M, 18900000, 0.483101, 0.0188571, 0.501958, 3.91222e+007, 3.76525e+007, 1, 16, Complete
NVS 5400M, 18900000, 0.777725, 0.0215064, 0.799231, 2.43017e+007, 2.36477e+007, 1, 8, Complete
NVS 5400M, 18900000, 1.36405, 0.0221395, 1.38619, 1.38557e+007, 1.36345e+007, 1, 4, Complete
Windows with i5, 18900000, 0.048, 0, 0.048, 3.9375e+008, 3.9375e+008, 1, 1, Complete
NVS 5400M, 21000000, 1.39374, 0.0232382, 1.41698, 1.50673e+007, 1.48202e+007, 65535, 1024, Complete
NVS 5400M, 21000000, 0.570093, 0.0257071, 0.5958, 3.68361e+007, 3.52467e+007, 65535, 512, Complete
NVS 5400M, 21000000, 0.268075, 0.027964, 0.296039, 7.83364e+007, 7.09367e+007, 65535, 256, Complete
NVS 5400M, 21000000, 0.12971, 0.0246271, 0.154337, 1.619e+008, 1.36066e+008, 65535, 128, Complete
NVS 5400M, 21000000, 0.0746527, 0.0292773, 0.10393, 2.81303e+008, 2.02059e+008, 65535, 64, Complete
NVS 5400M, 21000000, 0.0754071, 0.0251674, 0.100575, 2.78488e+008, 2.088e+008, 65535, 32, Complete
NVS 5400M, 21000000, 0.0815877, 0.0225972, 0.104185, 2.57392e+008, 2.01565e+008, 65535, 16, Complete
NVS 5400M, 21000000, 0.0981421, 0.0254024, 0.123544, 2.13976e+008, 1.69979e+008, 65535, 8, Complete
NVS 5400M, 21000000, 0.148484, 0.0226174, 0.171102, 1.41429e+008, 1.22734e+008, 65535, 4, Complete
NVS 5400M, 21000000, 0.69449, 0.0244502, 0.71894, 3.0238e+007, 2.92097e+007, 32767, 1024, Complete
NVS 5400M, 21000000, 0.285249, 0.0241864, 0.309435, 7.36199e+007, 6.78656e+007, 32767, 512, Complete
NVS 5400M, 21000000, 0.135631, 0.0215722, 0.157204, 1.54831e+008, 1.33585e+008, 32767, 256, Complete
NVS 5400M, 21000000, 0.0669679, 0.022033, 0.0890009, 3.13583e+008, 2.35953e+008, 32767, 128, Complete
NVS 5400M, 21000000, 0.042767, 0.0232207, 0.0659877, 4.91033e+008, 3.18241e+008, 32767, 64, Complete
NVS 5400M, 21000000, 0.0496676, 0.0227089, 0.0723765, 4.22811e+008, 2.90149e+008, 32767, 32, Complete
NVS 5400M, 21000000, 0.0593614, 0.0215638, 0.0809252, 3.53765e+008, 2.59499e+008, 32767, 16, Complete
NVS 5400M, 21000000, 0.0805949, 0.0225987, 0.103194, 2.60562e+008, 2.03501e+008, 32767, 8, Complete
NVS 5400M, 21000000, 0.129078, 0.0233795, 0.152457, 1.62693e+008, 1.37744e+008, 32767, 4, Complete
NVS 5400M, 21000000, 0.344894, 0.0227535, 0.367648, 6.08882e+007, 5.71199e+007, 16383, 1024, Complete
NVS 5400M, 21000000, 0.142982, 0.0209565, 0.163939, 1.46871e+008, 1.28096e+008, 16383, 512, Complete
NVS 5400M, 21000000, 0.0693955, 0.0254462, 0.0948417, 3.02613e+008, 2.21422e+008, 16383, 256, Complete
NVS 5400M, 21000000, 0.0356185, 0.0194843, 0.0551028, 5.89581e+008, 3.81106e+008, 16383, 128, Complete
NVS 5400M, 21000000, 0.0270647, 0.0198854, 0.0469501, 7.75919e+008, 4.47284e+008, 16383, 64, Complete
NVS 5400M, 21000000, 0.036605, 0.0223741, 0.0589791, 5.73692e+008, 3.56058e+008, 16383, 32, Complete
NVS 5400M, 21000000, 0.0482884, 0.0233195, 0.0716079, 4.34887e+008, 2.93264e+008, 16383, 16, Complete
NVS 5400M, 21000000, 0.0745337, 0.0216651, 0.0961988, 2.81752e+008, 2.18298e+008, 16383, 8, Complete
NVS 5400M, 21000000, 0.146581, 0.022383, 0.168964, 1.43265e+008, 1.24287e+008, 16383, 4, Complete
NVS 5400M, 21000000, 0.170207, 0.0291441, 0.199351, 1.23379e+008, 1.05342e+008, 8191, 1024, Complete
NVS 5400M, 21000000, 0.0719402, 0.036553, 0.108493, 2.91909e+008, 1.9356e+008, 8191, 512, Complete
NVS 5400M, 21000000, 0.0363166, 0.0244431, 0.0607597, 5.78248e+008, 3.45624e+008, 8191, 256, Complete
NVS 5400M, 21000000, 0.0200181, 0.0224947, 0.0425128, 1.04905e+009, 4.93968e+008, 8191, 128, Complete
NVS 5400M, 21000000, 0.019245, 0.0220656, 0.0413106, 1.09119e+009, 5.08344e+008, 8191, 64, Complete
NVS 5400M, 21000000, 0.0300733, 0.026679, 0.0567524, 6.98294e+008, 3.70029e+008, 8191, 32, Complete
NVS 5400M, 21000000, 0.0529252, 0.0199266, 0.0728518, 3.96787e+008, 2.88257e+008, 8191, 16, Complete
NVS 5400M, 21000000, 0.0997429, 0.0223619, 0.122105, 2.10541e+008, 1.71983e+008, 8191, 8, Complete
NVS 5400M, 21000000, 0.193484, 0.0240365, 0.217521, 1.08536e+008, 9.65425e+007, 8191, 4, Complete
NVS 5400M, 21000000, 0.0826634, 0.0197519, 0.102415, 2.54042e+008, 2.05047e+008, 4095, 1024, Complete
NVS 5400M, 21000000, 0.0363701, 0.021574, 0.0579442, 5.77397e+008, 3.62418e+008, 4095, 512, Complete
NVS 5400M, 21000000, 0.0197723, 0.0201669, 0.0399392, 1.06209e+009, 5.25799e+008, 4095, 256, Complete
NVS 5400M, 21000000, 0.0122958, 0.0245194, 0.0368152, 1.7079e+009, 5.70417e+008, 4095, 128, Complete
NVS 5400M, 21000000, 0.0153115, 0.0264954, 0.0418068, 1.37152e+009, 5.0231e+008, 4095, 64, Complete
NVS 5400M, 21000000, 0.0267848, 0.0319301, 0.0587149, 7.84027e+008, 3.5766e+008, 4095, 32, Complete
NVS 5400M, 21000000, 0.0500211, 0.0287699, 0.0787909, 4.19823e+008, 2.66528e+008, 4095, 16, Complete
NVS 5400M, 21000000, 0.0973771, 0.0279562, 0.125333, 2.15657e+008, 1.67553e+008, 4095, 8, Complete
NVS 5400M, 21000000, 0.189673, 0.0211944, 0.210867, 1.10717e+008, 9.95888e+007, 4095, 4, Complete
NVS 5400M, 21000000, 0.0389678, 0.0202656, 0.0592334, 5.38907e+008, 3.5453e+008, 2047, 1024, Complete
NVS 5400M, 21000000, 0.0185903, 0.0217128, 0.0403031, 1.12962e+009, 5.21052e+008, 2047, 512, Complete
NVS 5400M, 21000000, 0.0115124, 0.0199948, 0.0315073, 1.82411e+009, 6.66512e+008, 2047, 256, Complete
NVS 5400M, 21000000, 0.00867558, 0.0222017, 0.0308773, 2.42059e+009, 6.80111e+008, 2047, 128, Complete
NVS 5400M, 21000000, 0.013366, 0.0226312, 0.0359972, 1.57115e+009, 5.83378e+008, 2047, 64, Complete
NVS 5400M, 21000000, 0.0251374, 0.0245318, 0.0496693, 8.35407e+008, 4.22797e+008, 2047, 32, Complete
NVS 5400M, 21000000, 0.0487606, 0.0239548, 0.0727154, 4.30676e+008, 2.88797e+008, 2047, 16, Complete
NVS 5400M, 21000000, 0.0953628, 0.0196391, 0.115002, 2.20212e+008, 1.82606e+008, 2047, 8, Complete
NVS 5400M, 21000000, 0.187959, 0.0214424, 0.209401, 1.11727e+008, 1.00286e+008, 2047, 4, Complete
NVS 5400M, 21000000, 0.0170645, 0.0196557, 0.0367203, 1.23062e+009, 5.71891e+008, 1023, 1024, Complete
NVS 5400M, 21000000, 0.00975168, 0.0211896, 0.0309412, 2.15348e+009, 6.78706e+008, 1023, 512, Complete
NVS 5400M, 21000000, 0.00737677, 0.0227481, 0.0301249, 2.84678e+009, 6.97099e+008, 1023, 256, Complete
NVS 5400M, 21000000, 0.00693888, 0.0205049, 0.0274438, 3.02643e+009, 7.65201e+008, 1023, 128, Complete
NVS 5400M, 21000000, 0.0132658, 0.0222016, 0.0354674, 1.58302e+009, 5.92093e+008, 1023, 64, Complete
NVS 5400M, 21000000, 0.025978, 0.0222282, 0.0482063, 8.08375e+008, 4.35628e+008, 1023, 32, Complete
NVS 5400M, 21000000, 0.0507641, 0.0202452, 0.0710093, 4.13678e+008, 2.95736e+008, 1023, 16, Complete
NVS 5400M, 21000000, 0.100506, 0.0201717, 0.120678, 2.08942e+008, 1.74017e+008, 1023, 8, Complete
NVS 5400M, 21000000, 0.198893, 0.0201821, 0.219075, 1.05584e+008, 9.58575e+007, 1023, 4, Complete
NVS 5400M, 21000000, 0.011627, 0.0201268, 0.0317538, 1.80614e+009, 6.61339e+008, 511, 1024, Complete
NVS 5400M, 21000000, 0.00754125, 0.0200891, 0.0276304, 2.78469e+009, 7.60033e+008, 511, 512, Complete
NVS 5400M, 21000000, 0.00634749, 0.0210724, 0.0274199, 3.3084e+009, 7.65867e+008, 511, 256, Complete
NVS 5400M, 21000000, 0.00665613, 0.0229075, 0.0295637, 3.15499e+009, 7.10332e+008, 511, 128, Complete
NVS 5400M, 21000000, 0.0121496, 0.0199831, 0.0321327, 1.72845e+009, 6.53539e+008, 511, 64, Complete
NVS 5400M, 21000000, 0.0238575, 0.0200728, 0.0439303, 8.80226e+008, 4.7803e+008, 511, 32, Complete
NVS 5400M, 21000000, 0.0472433, 0.0220788, 0.0693221, 4.44508e+008, 3.02934e+008, 511, 16, Complete
NVS 5400M, 21000000, 0.0940995, 0.0225395, 0.116639, 2.23168e+008, 1.80043e+008, 511, 8, Complete
NVS 5400M, 21000000, 0.186767, 0.0214206, 0.208187, 1.1244e+008, 1.00871e+008, 511, 4, Complete
NVS 5400M, 21000000, 0.00890093, 0.0258223, 0.0347232, 2.3593e+009, 6.04782e+008, 255, 1024, Complete
NVS 5400M, 21000000, 0.00642586, 0.0198469, 0.0262727, 3.26805e+009, 7.99308e+008, 255, 512, Complete
NVS 5400M, 21000000, 0.00585894, 0.0199665, 0.0258254, 3.58426e+009, 8.13153e+008, 255, 256, Complete
NVS 5400M, 21000000, 0.00650611, 0.0236682, 0.0301743, 3.22773e+009, 6.95956e+008, 255, 128, Complete
NVS 5400M, 21000000, 0.0119519, 0.0234414, 0.0353933, 1.75704e+009, 5.93332e+008, 255, 64, Complete
NVS 5400M, 21000000, 0.0236, 0.0206677, 0.0442677, 8.89829e+008, 4.74386e+008, 255, 32, Complete
NVS 5400M, 21000000, 0.0471033, 0.0204031, 0.0675064, 4.45828e+008, 3.11082e+008, 255, 16, Complete
NVS 5400M, 21000000, 0.0940095, 0.0230918, 0.117101, 2.23382e+008, 1.79332e+008, 255, 8, Complete
