Device Type, Vector Size, Compute Time (s), Data Transfer Time (s), Total Time (s), Compute Throughput (Flops), Total Throughput (Flops), Number of GPU Blocks, Number of Threads per Block, Completion Status
NVS 5400M, 14400000, 0.0418083, 0.0496348, 0.091443, 3.4443e+008, 1.57475e+008, 32767, 32, Complete
NVS 5400M, 14400000, 0.0477272, 0.048311, 0.0960383, 3.01715e+008, 1.4994e+008, 32767, 16, Complete
NVS 5400M, 14400000, 0.0607027, 0.0468216, 0.107524, 2.37222e+008, 1.33923e+008, 32767, 8, Complete
NVS 5400M, 14400000, 0.0877352, 0.0497013, 0.137436, 1.6413e+008, 1.04776e+008, 32767, 4, Complete
NVS 5400M, 14400000, 0.343033, 0.0474747, 0.390508, 4.19785e+007, 3.68751e+007, 16383, 1024, Complete
NVS 5400M, 14400000, 0.141365, 0.0472759, 0.188641, 1.01864e+008, 7.63354e+007, 16383, 512, Complete
NVS 5400M, 14400000, 0.0677607, 0.0463542, 0.114115, 2.12512e+008, 1.26189e+008, 16383, 256, Complete
NVS 5400M, 14400000, 0.0339781, 0.0473617, 0.0813398, 4.23802e+008, 1.77035e+008, 16383, 128, Complete
NVS 5400M, 14400000, 0.0232956, 0.0473398, 0.0706354, 6.18143e+008, 2.03864e+008, 16383, 64, Complete
NVS 5400M, 14400000, 0.0290772, 0.0485527, 0.07763, 4.95233e+008, 1.85495e+008, 16383, 32, Complete
NVS 5400M, 14400000, 0.0365064, 0.0473052, 0.0838115, 3.94452e+008, 1.71814e+008, 16383, 16, Complete
NVS 5400M, 14400000, 0.0535773, 0.0473975, 0.100975, 2.6877e+008, 1.4261e+008, 16383, 8, Complete
NVS 5400M, 14400000, 0.0888125, 0.0458281, 0.134641, 1.62139e+008, 1.06951e+008, 16383, 4, Complete
NVS 5400M, 14400000, 0.16824, 0.0472437, 0.215483, 8.55922e+007, 6.68265e+007, 8191, 1024, Complete
NVS 5400M, 14400000, 0.0703714, 0.0479418, 0.118313, 2.04629e+008, 1.21711e+008, 8191, 512, Complete
NVS 5400M, 14400000, 0.0346213, 0.0474365, 0.0820579, 4.15928e+008, 1.75486e+008, 8191, 256, Complete
NVS 5400M, 14400000, 0.0183207, 0.0472593, 0.06558, 7.85995e+008, 2.19579e+008, 8191, 128, Complete
NVS 5400M, 14400000, 0.0155113, 0.0475008, 0.0630121, 9.28356e+008, 2.28527e+008, 8191, 64, Complete
NVS 5400M, 14400000, 0.0225598, 0.0472804, 0.0698402, 6.38304e+008, 2.06185e+008, 8191, 32, Complete
NVS 5400M, 14400000, 0.0338436, 0.0478375, 0.081681, 4.25487e+008, 1.76296e+008, 8191, 16, Complete
NVS 5400M, 14400000, 0.0645188, 0.0473257, 0.111845, 2.23191e+008, 1.2875e+008, 8191, 8, Complete
NVS 5400M, 14400000, 0.132218, 0.047545, 0.179763, 1.08911e+008, 8.01057e+007, 8191, 4, Complete
NVS 5400M, 14400000, 0.0807491, 0.0496171, 0.130366, 1.7833e+008, 1.10458e+008, 4095, 1024, Complete
NVS 5400M, 14400000, 0.0347575, 0.0472664, 0.0820239, 4.14299e+008, 1.75559e+008, 4095, 512, Complete
NVS 5400M, 14400000, 0.0181199, 0.0473164, 0.0654363, 7.94706e+008, 2.20061e+008, 4095, 256, Complete
NVS 5400M, 14400000, 0.0105557, 0.0475343, 0.05809, 1.36419e+009, 2.47891e+008, 4095, 128, Complete
NVS 5400M, 14400000, 0.0115877, 0.047239, 0.0588268, 1.24269e+009, 2.44787e+008, 4095, 64, Complete
NVS 5400M, 14400000, 0.0192763, 0.0474816, 0.0667579, 7.47033e+008, 2.15705e+008, 4095, 32, Complete
NVS 5400M, 14400000, 0.0350677, 0.0472322, 0.0822999, 4.10634e+008, 1.7497e+008, 4095, 16, Complete
NVS 5400M, 14400000, 0.0671295, 0.0475435, 0.114673, 2.14511e+008, 1.25575e+008, 4095, 8, Complete
NVS 5400M, 14400000, 0.130504, 0.0456544, 0.176158, 1.10342e+008, 8.17448e+007, 4095, 4, Complete
NVS 5400M, 14400000, 0.0370112, 0.0472252, 0.0842364, 3.89071e+008, 1.70948e+008, 2047, 1024, Complete
NVS 5400M, 14400000, 0.0169426, 0.0474037, 0.0643464, 8.49927e+008, 2.23789e+008, 2047, 512, Complete
NVS 5400M, 14400000, 0.00984854, 0.0472566, 0.0571052, 1.46215e+009, 2.52166e+008, 2047, 256, Complete
NVS 5400M, 14400000, 0.00676499, 0.0473403, 0.0541052, 2.12861e+009, 2.66148e+008, 2047, 128, Complete
NVS 5400M, 14400000, 0.00964467, 0.0473313, 0.056976, 1.49305e+009, 2.52738e+008, 2047, 64, Complete
NVS 5400M, 14400000, 0.0176438, 0.0474091, 0.0650529, 8.16152e+008, 2.21358e+008, 2047, 32, Complete
NVS 5400M, 14400000, 0.0337786, 0.0474391, 0.0812177, 4.26306e+008, 1.77301e+008, 2047, 16, Complete
NVS 5400M, 14400000, 0.0656472, 0.0474014, 0.113049, 2.19354e+008, 1.27379e+008, 2047, 8, Complete
NVS 5400M, 14400000, 0.129076, 0.0472983, 0.176374, 1.11562e+008, 8.16445e+007, 2047, 4, Complete
NVS 5400M, 14400000, 0.0151613, 0.0473399, 0.0625012, 9.49788e+008, 2.30396e+008, 1023, 1024, Complete
NVS 5400M, 14400000, 0.00810038, 0.0474024, 0.0555027, 1.77769e+009, 2.59447e+008, 1023, 512, Complete
NVS 5400M, 14400000, 0.00570938, 0.0475529, 0.0532623, 2.52217e+009, 2.7036e+008, 1023, 256, Complete
NVS 5400M, 14400000, 0.00500022, 0.0476202, 0.0526204, 2.87987e+009, 2.73658e+008, 1023, 128, Complete
NVS 5400M, 14400000, 0.00866464, 0.0473166, 0.0559813, 1.66193e+009, 2.57229e+008, 1023, 64, Complete
NVS 5400M, 14400000, 0.0168271, 0.0503515, 0.0671785, 8.55764e+008, 2.14354e+008, 1023, 32, Complete
NVS 5400M, 14400000, 0.0327519, 0.0484088, 0.0811607, 4.3967e+008, 1.77426e+008, 1023, 16, Complete
NVS 5400M, 14400000, 0.0648184, 0.0462102, 0.111029, 2.22159e+008, 1.29696e+008, 1023, 8, Complete
NVS 5400M, 14400000, 0.128282, 0.0457754, 0.174058, 1.12252e+008, 8.27312e+007, 1023, 4, Complete
NVS 5400M, 14400000, 0.00970262, 0.0473094, 0.057012, 1.48413e+009, 2.52578e+008, 511, 1024, Complete
NVS 5400M, 14400000, 0.00587523, 0.0471864, 0.0530616, 2.45097e+009, 2.71383e+008, 511, 512, Complete
NVS 5400M, 14400000, 0.00468509, 0.0474225, 0.0521076, 3.07358e+009, 2.76352e+008, 511, 256, Complete
NVS 5400M, 14400000, 0.00468624, 0.0455322, 0.0502184, 3.07283e+009, 2.86747e+008, 511, 128, Complete
NVS 5400M, 14400000, 0.00840384, 0.0460753, 0.0544791, 1.7135e+009, 2.64321e+008, 511, 64, Complete
NVS 5400M, 14400000, 0.0164436, 0.046755, 0.0631986, 8.7572e+008, 2.27853e+008, 511, 32, Complete
NVS 5400M, 14400000, 0.0324523, 0.0475832, 0.0800354, 4.43729e+008, 1.7992e+008, 511, 16, Complete
NVS 5400M, 14400000, 0.064531, 0.0475998, 0.112131, 2.23149e+008, 1.28421e+008, 511, 8, Complete
NVS 5400M, 14400000, 0.128098, 0.0490916, 0.177189, 1.12414e+008, 8.12689e+007, 511, 4, Complete
NVS 5400M, 14400000, 0.00696598, 0.0473706, 0.0543366, 2.06719e+009, 2.65015e+008, 255, 1024, Complete
NVS 5400M, 14400000, 0.00475885, 0.0484674, 0.0532263, 3.02594e+009, 2.70543e+008, 255, 512, Complete
NVS 5400M, 14400000, 0.00418256, 0.0489547, 0.0531373, 3.44287e+009, 2.70996e+008, 255, 256, Complete
NVS 5400M, 14400000, 0.00452134, 0.0469142, 0.0514355, 3.18489e+009, 2.79962e+008, 255, 128, Complete
NVS 5400M, 14400000, 0.0082408, 0.0471558, 0.0553966, 1.7474e+009, 2.59944e+008, 255, 64, Complete
NVS 5400M, 14400000, 0.016227, 0.0477542, 0.0639812, 8.87409e+008, 2.25066e+008, 255, 32, Complete
NVS 5400M, 14400000, 0.0355909, 0.0482813, 0.0838722, 4.04598e+008, 1.7169e+008, 255, 16, Complete
NVS 5400M, 14400000, 0.0709352, 0.0488124, 0.119748, 2.03002e+008, 1.20253e+008, 255, 8, Complete
NVS 5400M, 14400000, 0.140966, 0.0473433, 0.188309, 1.02152e+008, 7.647e+007, 255, 4, Complete
NVS 5400M, 14400000, 0.00624867, 0.0472725, 0.0535212, 2.30449e+009, 2.69052e+008, 127, 1024, Complete
NVS 5400M, 14400000, 0.00491149, 0.0483249, 0.0532364, 2.9319e+009, 2.70492e+008, 127, 512, Complete
NVS 5400M, 14400000, 0.00461766, 0.0470127, 0.0516303, 3.11846e+009, 2.78906e+008, 127, 256, Complete
NVS 5400M, 14400000, 0.00488179, 0.0471435, 0.0520253, 2.94974e+009, 2.76789e+008, 127, 128, Complete
NVS 5400M, 14400000, 0.00914963, 0.0484751, 0.0576247, 1.57383e+009, 2.49893e+008, 127, 64, Complete
NVS 5400M, 14400000, 0.017758, 0.0471675, 0.0649255, 8.109e+008, 2.21793e+008, 127, 32, Complete
NVS 5400M, 14400000, 0.0356527, 0.0472528, 0.0829055, 4.03897e+008, 1.73692e+008, 127, 16, Complete
NVS 5400M, 14400000, 0.0710778, 0.048821, 0.119899, 2.02595e+008, 1.20101e+008, 127, 8, Complete
NVS 5400M, 14400000, 0.141442, 0.0458063, 0.187248, 1.01808e+008, 7.69032e+007, 127, 4, Complete
NVS 5400M, 14400000, 0.00549117, 0.047058, 0.0525491, 2.62239e+009, 2.74029e+008, 63, 1024, Complete
NVS 5400M, 14400000, 0.00465235, 0.047573, 0.0522253, 3.09521e+009, 2.75728e+008, 63, 512, Complete
NVS 5400M, 14400000, 0.00466122, 0.0473375, 0.0519987, 3.08932e+009, 2.7693e+008, 63, 256, Complete
NVS 5400M, 14400000, 0.00484125, 0.0472171, 0.0520584, 2.97444e+009, 2.76612e+008, 63, 128, Complete
NVS 5400M, 14400000, 0.0091577, 0.0474856, 0.0566433, 1.57245e+009, 2.54223e+008, 63, 64, Complete
NVS 5400M, 14400000, 0.0178416, 0.0475573, 0.0653989, 8.07103e+008, 2.20187e+008, 63, 32, Complete
NVS 5400M, 14400000, 0.0358849, 0.0474057, 0.0832906, 4.01283e+008, 1.72889e+008, 63, 16, Complete
NVS 5400M, 14400000, 0.0716742, 0.0463774, 0.118052, 2.00909e+008, 1.21981e+008, 63, 8, Complete
NVS 5400M, 14400000, 0.142488, 0.0483537, 0.190842, 1.01061e+008, 7.54551e+007, 63, 4, Complete
NVS 5400M, 14400000, 0.00518922, 0.0473269, 0.0525162, 2.77499e+009, 2.74201e+008, 31, 1024, Complete
NVS 5400M, 14400000, 0.00471834, 0.0472703, 0.0519887, 3.05192e+009, 2.76983e+008, 31, 512, Complete
NVS 5400M, 14400000, 0.00458586, 0.0474636, 0.0520495, 3.14009e+009, 2.7666e+008, 31, 256, Complete
NVS 5400M, 14400000, 0.00490816, 0.0472494, 0.0521576, 2.93389e+009, 2.76086e+008, 31, 128, Complete
NVS 5400M, 14400000, 0.00927334, 0.0478789, 0.0571522, 1.55284e+009, 2.51959e+008, 31, 64, Complete
NVS 5400M, 14400000, 0.0181011, 0.0474047, 0.0655059, 7.95531e+008, 2.19828e+008, 31, 32, Complete
NVS 5400M, 14400000, 0.0364247, 0.0473468, 0.0837715, 3.95336e+008, 1.71896e+008, 31, 16, Complete
NVS 5400M, 14400000, 0.0729308, 0.0497633, 0.122694, 1.97447e+008, 1.17365e+008, 31, 8, Complete
NVS 5400M, 14400000, 0.144742, 0.0470432, 0.191785, 9.94877e+007, 7.50842e+007, 31, 4, Complete
NVS 5400M, 14400000, 0.00514637, 0.0474621, 0.0526085, 2.79809e+009, 2.7372e+008, 15, 1024, Complete
NVS 5400M, 14400000, 0.0047072, 0.0468602, 0.0515674, 3.05914e+009, 2.79246e+008, 15, 512, Complete
NVS 5400M, 14400000, 0.00571485, 0.0473268, 0.0530417, 2.51975e+009, 2.71485e+008, 15, 256, Complete
NVS 5400M, 14400000, 0.00502682, 0.0472819, 0.0523087, 2.86464e+009, 2.75289e+008, 15, 128, Complete
NVS 5400M, 14400000, 0.00955958, 0.0473437, 0.0569033, 1.50634e+009, 2.53061e+008, 15, 64, Complete
NVS 5400M, 14400000, 0.018688, 0.0470985, 0.0657865, 7.70549e+008, 2.1889e+008, 15, 32, Complete
NVS 5400M, 14400000, 0.0355572, 0.0470298, 0.082587, 4.04981e+008, 1.74362e+008, 15, 16, Complete
NVS 5400M, 14400000, 0.0698328, 0.0472931, 0.117126, 2.06207e+008, 1.22945e+008, 15, 8, Complete
NVS 5400M, 14400000, 0.139678, 0.0476909, 0.187369, 1.03095e+008, 7.68539e+007, 15, 4, Complete
NVS 5400M, 14400000, 0.00540707, 0.0474966, 0.0529037, 2.66318e+009, 2.72193e+008, 7, 1024, Complete
NVS 5400M, 14400000, 0.00609757, 0.0472779, 0.0533755, 2.3616e+009, 2.69787e+008, 7, 512, Complete
NVS 5400M, 14400000, 0.00536938, 0.0476504, 0.0530198, 2.68188e+009, 2.71597e+008, 7, 256, Complete
NVS 5400M, 14400000, 0.0101722, 0.0473903, 0.0575625, 1.41562e+009, 2.50163e+008, 7, 128, Complete
NVS 5400M, 14400000, 0.0200166, 0.0472772, 0.0672938, 7.19403e+008, 2.13987e+008, 7, 64, Complete
NVS 5400M, 14400000, 0.0402457, 0.047297, 0.0875427, 3.57802e+008, 1.64491e+008, 7, 32, Complete
NVS 5400M, 14400000, 0.0720577, 0.0473837, 0.119441, 1.9984e+008, 1.20561e+008, 7, 16, Complete
NVS 5400M, 14400000, 0.139525, 0.0473731, 0.186898, 1.03207e+008, 7.70473e+007, 7, 8, Complete
NVS 5400M, 14400000, 0.278989, 0.0475422, 0.326531, 5.16149e+007, 4.40999e+007, 7, 4, Complete
NVS 5400M, 14400000, 0.00581933, 0.0471749, 0.0529943, 2.47451e+009, 2.71727e+008, 3, 1024, Complete
NVS 5400M, 14400000, 0.00583459, 0.0472506, 0.0530852, 2.46804e+009, 2.71262e+008, 3, 512, Complete
NVS 5400M, 14400000, 0.0110081, 0.0473413, 0.0583494, 1.30813e+009, 2.46789e+008, 3, 256, Complete
NVS 5400M, 14400000, 0.0219286, 0.0455197, 0.0674483, 6.56675e+008, 2.13497e+008, 3, 128, Complete
NVS 5400M, 14400000, 0.0440876, 0.0478446, 0.0919322, 3.26623e+008, 1.56637e+008, 3, 64, Complete
NVS 5400M, 14400000, 0.0883031, 0.0467656, 0.135069, 1.63075e+008, 1.06612e+008, 3, 32, Complete
NVS 5400M, 14400000, 0.140329, 0.0472631, 0.187592, 1.02616e+008, 7.67625e+007, 3, 16, Complete
NVS 5400M, 14400000, 0.261798, 0.0472953, 0.309093, 5.50043e+007, 4.65879e+007, 3, 8, Complete
NVS 5400M, 14400000, 0.37197, 0.0473599, 0.419329, 3.87128e+007, 3.43405e+007, 3, 4, Complete
NVS 5400M, 14400000, 0.00829709, 0.0481288, 0.0564259, 1.73555e+009, 2.55202e+008, 1, 1024, Complete
NVS 5400M, 14400000, 0.0159419, 0.0473349, 0.0632768, 9.03282e+008, 2.27572e+008, 1, 512, Complete
NVS 5400M, 14400000, 0.0320266, 0.0473549, 0.0793815, 4.49626e+008, 1.81403e+008, 1, 256, Complete
NVS 5400M, 14400000, 0.0638773, 0.0473491, 0.111226, 2.25432e+008, 1.29466e+008, 1, 128, Complete
NVS 5400M, 14400000, 0.127989, 0.0480013, 0.17599, 1.1251e+008, 8.18227e+007, 1, 64, Complete
NVS 5400M, 14400000, 0.255279, 0.0472107, 0.30249, 5.64088e+007, 4.76049e+007, 1, 32, Complete
NVS 5400M, 14400000, 0.368062, 0.0485454, 0.416608, 3.91238e+007, 3.45649e+007, 1, 16, Complete
NVS 5400M, 14400000, 0.592566, 0.0493947, 0.641961, 2.43011e+007, 2.24313e+007, 1, 8, Complete
NVS 5400M, 14400000, 1.0393, 0.0585999, 1.0979, 1.38555e+007, 1.3116e+007, 1, 4, Complete
NVS 5400M, 16000000, 1.39367, 0.0676061, 1.46127, 1.14805e+007, 1.09493e+007, 65535, 1024, Complete
NVS 5400M, 16000000, 0.568874, 0.0531924, 0.622066, 2.81257e+007, 2.57207e+007, 65535, 512, Complete
NVS 5400M, 16000000, 0.266975, 0.0526639, 0.319639, 5.99307e+007, 5.00565e+007, 65535, 256, Complete
NVS 5400M, 16000000, 0.128489, 0.0535686, 0.182058, 1.24524e+008, 8.78841e+007, 65535, 128, Complete
NVS 5400M, 16000000, 0.0720066, 0.052561, 0.124568, 2.22202e+008, 1.28444e+008, 65535, 64, Complete
NVS 5400M, 16000000, 0.0699148, 0.0543376, 0.124252, 2.2885e+008, 1.2877e+008, 65535, 32, Complete
NVS 5400M, 16000000, 0.0727189, 0.0532395, 0.125958, 2.20025e+008, 1.27026e+008, 65535, 16, Complete
NVS 5400M, 16000000, 0.0849524, 0.052252, 0.137204, 1.88341e+008, 1.16614e+008, 65535, 8, Complete
NVS 5400M, 16000000, 0.11805, 0.0530944, 0.171144, 1.35536e+008, 9.34884e+007, 65535, 4, Complete
NVS 5400M, 16000000, 0.692949, 0.0538586, 0.746807, 2.30897e+007, 2.14245e+007, 32767, 1024, Complete
NVS 5400M, 16000000, 0.284011, 0.0525177, 0.336529, 5.63359e+007, 4.75443e+007, 32767, 512, Complete
NVS 5400M, 16000000, 0.13437, 0.0526634, 0.187033, 1.19075e+008, 8.55464e+007, 32767, 256, Complete
NVS 5400M, 16000000, 0.0657352, 0.052462, 0.118197, 2.43401e+008, 1.35367e+008, 32767, 128, Complete
NVS 5400M, 16000000, 0.0400475, 0.0527755, 0.092823, 3.99526e+008, 1.72371e+008, 32767, 64, Complete
NVS 5400M, 16000000, 0.0436677, 0.0526251, 0.0962928, 3.66404e+008, 1.6616e+008, 32767, 32, Complete
NVS 5400M, 16000000, 0.0505702, 0.054017, 0.104587, 3.16392e+008, 1.52982e+008, 32767, 16, Complete
NVS 5400M, 16000000, 0.0663705, 0.0522499, 0.11862, 2.41071e+008, 1.34884e+008, 32767, 8, Complete
NVS 5400M, 16000000, 0.0990827, 0.052617, 0.1517, 1.61481e+008, 1.05472e+008, 32767, 4, Complete
NVS 5400M, 16000000, 0.343666, 0.0526516, 0.396318, 4.65568e+007, 4.03717e+007, 16383, 1024, Complete
NVS 5400M, 16000000, 0.1418, 0.0526382, 0.194438, 1.12835e+008, 8.22886e+007, 16383, 512, Complete
NVS 5400M, 16000000, 0.0682188, 0.0516536, 0.119872, 2.3454e+008, 1.33475e+008, 16383, 256, Complete
NVS 5400M, 16000000, 0.0343704, 0.0525965, 0.0869668, 4.65517e+008, 1.83978e+008, 16383, 128, Complete
NVS 5400M, 16000000, 0.0241969, 0.0523965, 0.0765934, 6.61241e+008, 2.08895e+008, 16383, 64, Complete
NVS 5400M, 16000000, 0.0309183, 0.0526036, 0.0835218, 5.17493e+008, 1.91567e+008, 16383, 32, Complete
NVS 5400M, 16000000, 0.0393666, 0.0525927, 0.0919593, 4.06436e+008, 1.7399e+008, 16383, 16, Complete
NVS 5400M, 16000000, 0.0585065, 0.0529661, 0.111473, 2.73474e+008, 1.43533e+008, 16383, 8, Complete
NVS 5400M, 16000000, 0.0990615, 0.0532616, 0.152323, 1.61516e+008, 1.0504e+008, 16383, 4, Complete
NVS 5400M, 16000000, 0.168675, 0.0525536, 0.221229, 9.48569e+007, 7.23234e+007, 8191, 1024, Complete
NVS 5400M, 16000000, 0.0707171, 0.0551937, 0.125911, 2.26254e+008, 1.27074e+008, 8191, 512, Complete
NVS 5400M, 16000000, 0.0350788, 0.0526264, 0.0877052, 4.56116e+008, 1.82429e+008, 8191, 256, Complete
NVS 5400M, 16000000, 0.0187318, 0.0525561, 0.0712879, 8.54162e+008, 2.24442e+008, 8191, 128, Complete
NVS 5400M, 16000000, 0.0164211, 0.0525833, 0.0690044, 9.74357e+008, 2.31869e+008, 8191, 64, Complete
NVS 5400M, 16000000, 0.0243796, 0.0535584, 0.077938, 6.56287e+008, 2.05291e+008, 8191, 32, Complete
NVS 5400M, 16000000, 0.0393444, 0.051454, 0.0907984, 4.06665e+008, 1.76215e+008, 8191, 16, Complete
NVS 5400M, 16000000, 0.0749215, 0.0528188, 0.12774, 2.13557e+008, 1.25254e+008, 8191, 8, Complete
NVS 5400M, 16000000, 0.148037, 0.0526385, 0.200676, 1.08081e+008, 7.97306e+007, 8191, 4, Complete
NVS 5400M, 16000000, 0.0812512, 0.0527528, 0.134004, 1.9692e+008, 1.19399e+008, 4095, 1024, Complete
NVS 5400M, 16000000, 0.0351661, 0.0525479, 0.0877141, 4.54983e+008, 1.82411e+008, 4095, 512, Complete
NVS 5400M, 16000000, 0.0185078, 0.0524884, 0.0709962, 8.64501e+008, 2.25364e+008, 4095, 256, Complete
NVS 5400M, 16000000, 0.0109697, 0.0525864, 0.063556, 1.45857e+009, 2.51746e+008, 4095, 128, Complete
NVS 5400M, 16000000, 0.0124941, 0.0526232, 0.0651173, 1.2806e+009, 2.4571e+008, 4095, 64, Complete
NVS 5400M, 16000000, 0.0210984, 0.0525591, 0.0736575, 7.5835e+008, 2.17222e+008, 4095, 32, Complete
NVS 5400M, 16000000, 0.0384204, 0.0525694, 0.0909898, 4.16446e+008, 1.75844e+008, 4095, 16, Complete
NVS 5400M, 16000000, 0.0745155, 0.0527164, 0.127232, 2.1472e+008, 1.25755e+008, 4095, 8, Complete
NVS 5400M, 16000000, 0.14482, 0.0532452, 0.198066, 1.10482e+008, 8.07813e+007, 4095, 4, Complete
NVS 5400M, 16000000, 0.0375154, 0.0522908, 0.0898063, 4.26491e+008, 1.78161e+008, 2047, 1024, Complete
NVS 5400M, 16000000, 0.0173644, 0.0527011, 0.0700655, 9.21426e+008, 2.28358e+008, 2047, 512, Complete
NVS 5400M, 16000000, 0.0102526, 0.0525852, 0.0628378, 1.56058e+009, 2.54624e+008, 2047, 256, Complete
NVS 5400M, 16000000, 0.00722205, 0.0524795, 0.0597016, 2.21544e+009, 2.68e+008, 2047, 128, Complete
NVS 5400M, 16000000, 0.0105346, 0.0525534, 0.063088, 1.5188e+009, 2.53614e+008, 2047, 64, Complete
NVS 5400M, 16000000, 0.0194618, 0.0526174, 0.0720792, 8.22124e+008, 2.21978e+008, 2047, 32, Complete
NVS 5400M, 16000000, 0.0374168, 0.05259, 0.0900067, 4.27616e+008, 1.77764e+008, 2047, 16, Complete
NVS 5400M, 16000000, 0.0728967, 0.0525964, 0.125493, 2.19489e+008, 1.27497e+008, 2047, 8, Complete
NVS 5400M, 16000000, 0.143352, 0.0529076, 0.19626, 1.11613e+008, 8.15247e+007, 2047, 4, Complete
NVS 5400M, 16000000, 0.0156203, 0.0520808, 0.0677011, 1.02431e+009, 2.36333e+008, 1023, 1024, Complete
NVS 5400M, 16000000, 0.00850714, 0.052559, 0.0610661, 1.88077e+009, 2.62011e+008, 1023, 512, Complete
NVS 5400M, 16000000, 0.00611562, 0.0527246, 0.0588402, 2.61625e+009, 2.71923e+008, 1023, 256, Complete
NVS 5400M, 16000000, 0.00547091, 0.0526447, 0.0581156, 2.92456e+009, 2.75313e+008, 1023, 128, Complete
NVS 5400M, 16000000, 0.00955914, 0.0524486, 0.0620077, 1.67379e+009, 2.58032e+008, 1023, 64, Complete
NVS 5400M, 16000000, 0.0186403, 0.0526025, 0.0712428, 8.58354e+008, 2.24584e+008, 1023, 32, Complete
NVS 5400M, 16000000, 0.0363548, 0.0525426, 0.0888974, 4.40106e+008, 1.79983e+008, 1023, 16, Complete
NVS 5400M, 16000000, 0.0719896, 0.0548258, 0.126815, 2.22254e+008, 1.26168e+008, 1023, 8, Complete
NVS 5400M, 16000000, 0.14251, 0.0526709, 0.195181, 1.12273e+008, 8.19754e+007, 1023, 4, Complete
NVS 5400M, 16000000, 0.0101703, 0.052549, 0.0627192, 1.57321e+009, 2.55105e+008, 511, 1024, Complete
NVS 5400M, 16000000, 0.00626208, 0.0537631, 0.0600252, 2.55506e+009, 2.66555e+008, 511, 512, Complete
NVS 5400M, 16000000, 0.00509344, 0.0529663, 0.0580597, 3.1413e+009, 2.75578e+008, 511, 256, Complete
NVS 5400M, 16000000, 0.00516096, 0.0532965, 0.0584574, 3.1002e+009, 2.73703e+008, 511, 128, Complete
NVS 5400M, 16000000, 0.00932474, 0.0524699, 0.0617946, 1.71587e+009, 2.58922e+008, 511, 64, Complete
NVS 5400M, 16000000, 0.0182429, 0.0525219, 0.0707648, 8.77051e+008, 2.26101e+008, 511, 32, Complete
NVS 5400M, 16000000, 0.036042, 0.0524477, 0.0884898, 4.43926e+008, 1.80812e+008, 511, 16, Complete
NVS 5400M, 16000000, 0.0716835, 0.0534892, 0.125173, 2.23203e+008, 1.27823e+008, 511, 8, Complete
NVS 5400M, 16000000, 0.142339, 0.0534755, 0.195815, 1.12407e+008, 8.17098e+007, 511, 4, Complete
NVS 5400M, 16000000, 0.00743462, 0.0526131, 0.0600477, 2.15209e+009, 2.66455e+008, 255, 1024, Complete
NVS 5400M, 16000000, 0.00516032, 0.0527938, 0.0579541, 3.10058e+009, 2.76081e+008, 255, 512, Complete
NVS 5400M, 16000000, 0.00459552, 0.0550102, 0.0596058, 3.48165e+009, 2.6843e+008, 255, 256, Complete
NVS 5400M, 16000000, 0.00500192, 0.0524746, 0.0574765, 3.19877e+009, 2.78375e+008, 255, 128, Complete
NVS 5400M, 16000000, 0.00914794, 0.0551293, 0.0642772, 1.74903e+009, 2.48922e+008, 255, 64, Complete
NVS 5400M, 16000000, 0.0180234, 0.0524907, 0.0705141, 8.87737e+008, 2.26905e+008, 255, 32, Complete
NVS 5400M, 16000000, 0.035918, 0.0524848, 0.0884028, 4.45459e+008, 1.8099e+008, 255, 16, Complete
NVS 5400M, 16000000, 0.0716924, 0.0525113, 0.124204, 2.23176e+008, 1.28821e+008, 255, 8, Complete
NVS 5400M, 16000000, 0.142448, 0.052647, 0.195095, 1.12322e+008, 8.20114e+007, 255, 4, Complete
NVS 5400M, 16000000, 0.0060816, 0.0525437, 0.0586253, 2.63089e+009, 2.7292e+008, 127, 1024, Complete
NVS 5400M, 16000000, 0.00463507, 0.0528099, 0.057445, 3.45194e+009, 2.78527e+008, 127, 512, Complete
NVS 5400M, 16000000, 0.00438346, 0.0528471, 0.0572306, 3.65009e+009, 2.79571e+008, 127, 256, Complete
NVS 5400M, 16000000, 0.00492774, 0.0510638, 0.0559915, 3.24692e+009, 2.85758e+008, 127, 128, Complete
NVS 5400M, 16000000, 0.0090855, 0.0524563, 0.0615418, 1.76105e+009, 2.59986e+008, 127, 64, Complete
NVS 5400M, 16000000, 0.0179463, 0.0524117, 0.070358, 8.91548e+008, 2.27408e+008, 127, 32, Complete
NVS 5400M, 16000000, 0.035969, 0.052302, 0.0882709, 4.44828e+008, 1.8126e+008, 127, 16, Complete
NVS 5400M, 16000000, 0.071815, 0.0528667, 0.124682, 2.22795e+008, 1.28327e+008, 127, 8, Complete
NVS 5400M, 16000000, 0.142897, 0.0540195, 0.196917, 1.11969e+008, 8.12526e+007, 127, 4, Complete
NVS 5400M, 16000000, 0.00544291, 0.0527209, 0.0581638, 2.9396e+009, 2.75085e+008, 63, 1024, Complete
NVS 5400M, 16000000, 0.0044209, 0.0559277, 0.0603486, 3.61918e+009, 2.65126e+008, 63, 512, Complete
NVS 5400M, 16000000, 0.00445782, 0.0515291, 0.0559869, 3.58919e+009, 2.85781e+008, 63, 256, Complete
NVS 5400M, 16000000, 0.0049087, 0.0514292, 0.0563379, 3.25952e+009, 2.84001e+008, 63, 128, Complete
