# angular_velocity_100data
# time	w-estimate	
    0	   1.30303e-06	
    1	   2.17216e-06	
    2	   2.05615e-07	
    3	   1.71511e-08	
    4	   1.55828e-09	
    5	  -3.41096e-10	
    6	   7.69573e-10	
    7	  -1.69883e-09	
    8	   3.69735e-10	
    9	  -1.54329e-11	
   10	   3.57119e-11	
   11	  -2.66106e-11	
   12	  -9.56678e-10	
   13	   4.94279e-10	
   14	   4.08385e-11	
   15	   1.15284e-09	
   16	    8.7677e-10	
   17	   1.22481e-09	
   18	   1.43876e-09	
   19	   -5.0936e-10	
   20	    1.6007e-10	
   21	  -7.95494e-10	
   22	   6.14721e-10	
   23	   1.94963e-10	
   24	   6.34103e-10	
   25	  -5.02838e-10	
   26	  -1.07806e-09	
   27	    2.5023e-10	
   28	  -2.36391e-09	
   29	  -1.81825e-10	
   30	  -4.51109e-11	
   31	   7.62135e-10	
   32	  -3.55096e-10	
   33	   6.71366e-10	
   34	  -7.91702e-10	
   35	  -3.62057e-10	
   36	  -1.76657e-10	
   37	  -6.55139e-10	
   38	  -1.66281e-09	
   39	  -1.96333e-10	
   40	  -7.60896e-10	
   41	   -2.0047e-10	
   42	   1.13096e-09	
   43	   5.96951e-10	
   44	  -1.40133e-09	
   45	  -5.33121e-10	
   46	  -2.95706e-09	
   47	    1.0004e-11	
   48	    1.0159e-10	
   49	   1.05397e-09	
   50	   4.46528e-10	
   51	   6.87832e-10	
   52	  -4.71874e-11	
   53	  -1.19219e-09	
   54	  -9.18099e-10	
   55	  -1.83725e-09	
   56	  -1.55002e-09	
   57	   9.57571e-10	
   58	  -2.97285e-10	
   59	  -5.70366e-10	
   60	  -7.00465e-10	
   61	  -1.44138e-09	
   62	  -3.20261e-09	
   63	  -5.77026e-11	
   64	  -4.87795e-09	
   65	  -3.99101e-09	
   66	  -9.11148e-10	
   67	  -2.36716e-09	
   68	  -1.93139e-09	
   69	  -1.06177e-09	
   70	   1.85613e-10	
   71	   2.40033e-09	
   72	   4.02743e-10	
   73	  -4.64321e-11	
   74	   -1.1693e-09	
   75	  -1.18636e-09	
   76	   2.85591e-10	
   77	   1.71311e-10	
   78	   1.79661e-09	
   79	  -5.32909e-11	
   80	  -1.93763e-09	
   81	   3.25127e-10	
   82	  -1.42431e-09	
   83	  -4.89977e-10	
   84	   4.80328e-10	
   85	  -1.12541e-09	
   86	  -2.51123e-10	
   87	  -8.30482e-11	
   88	  -6.68813e-10	
   89	  -1.03316e-09	
   90	   7.65554e-10	
   91	   1.55441e-09	
   92	   1.28266e-09	
   93	   2.26595e-10	
   94	  -5.35489e-10	
