# xyPosition_0_1data
# time	Odom_X	Odom_Y	GPS_X	GPS_Y	X-estimate	Y-estimate	
    0	   -1.9512e-65	             0	  -1.89933e-65	             0	  -1.89933e-65	             0	
    1	       1.30766	      -0.45244	        1.2801	     -0.524437	     0.0127144	    -0.0013008	
    2	       1.30766	      -0.45244	        1.2801	     -0.524437	     0.0375792	   -0.00387455	
    3	       1.30766	      -0.45244	        1.2801	     -0.524437	     0.0734256	   -0.00768435	
    4	       1.30766	      -0.45244	       1.28228	     -0.523826	      0.118734	    -0.0126744	
    5	       1.30766	      -0.45244	       1.28375	     -0.523414	      0.171638	     -0.018784	
    6	       1.30766	      -0.45244	       1.28375	     -0.523414	      0.230118	    -0.0259487	
    7	       1.30766	      -0.45244	       1.28375	     -0.523414	      0.292262	    -0.0340921	
    8	       1.30766	      -0.45244	       1.28375	     -0.523414	      0.356324	    -0.0431312	
    9	       1.30766	      -0.45244	       1.28375	     -0.523414	      0.420796	    -0.0529778	
   10	       1.30766	      -0.45244	       1.28375	     -0.523414	      0.484434	    -0.0635396	
   11	       1.30766	      -0.45244	       1.28375	     -0.523414	      0.546271	    -0.0747221	
   12	       1.30766	      -0.45244	       1.28375	     -0.523414	      0.605589	    -0.0864303	
   13	       1.30766	      -0.45244	       1.28276	     -0.522967	      0.661811	    -0.0985578	
   14	       1.30766	      -0.45244	       1.28182	     -0.522542	      0.714638	     -0.111013	
   15	       1.30766	      -0.45244	       1.28182	     -0.522542	      0.763996	     -0.123721	
   16	       1.30766	      -0.45244	       1.28182	     -0.522542	      0.809846	     -0.136599	
   17	       1.30766	      -0.45244	       1.28182	     -0.522542	      0.852231	     -0.149571	
   18	       1.30766	      -0.45244	       1.28182	     -0.522542	       0.89126	     -0.162567	
   19	       1.30766	      -0.45244	       1.28182	     -0.522542	      0.927081	     -0.175524	
   20	       1.30766	      -0.45244	       1.28182	     -0.522542	      0.959871	     -0.188383	
   21	       1.30766	      -0.45244	       1.28182	     -0.522542	      0.989821	     -0.201097	
   22	       1.30766	      -0.45244	       1.28089	     -0.521252	      0.997202	     -0.213616	
   23	       1.30766	      -0.45244	       1.27962	     -0.519478	       1.00485	      -0.22583	
   24	       1.30766	      -0.45244	       1.27962	     -0.519478	       1.01275	     -0.237781	
   25	       1.30766	      -0.45244	       1.27962	     -0.519478	       1.02083	     -0.249443	
   26	       1.30766	      -0.45244	       1.27962	     -0.519478	       1.02904	     -0.260797	
   27	       1.30766	      -0.45244	       1.27962	     -0.519478	       1.03734	     -0.271827	
   28	       1.30766	      -0.45244	       1.27962	     -0.519478	       1.04567	      -0.28252	
   29	       1.30766	      -0.45244	       1.27962	     -0.519478	         1.054	     -0.292869	
   30	       1.30766	      -0.45244	       1.27962	     -0.519478	       1.06228	     -0.302869	
   31	       1.30766	      -0.45244	       1.28004	     -0.526228	        1.0705	     -0.312819	
   32	       1.30766	      -0.45244	       1.28088	     -0.539803	       1.07864	     -0.323017	
   33	       1.30766	      -0.45244	       1.28088	     -0.539803	       1.08664	     -0.332833	
   34	       1.30766	      -0.45244	       1.28088	     -0.539803	       1.09449	     -0.342268	
   35	       1.30766	      -0.45244	       1.28088	     -0.539803	       1.10215	      -0.35133	
   36	       1.30766	      -0.45244	       1.28088	     -0.539803	       1.10963	     -0.360025	
   37	       1.30766	      -0.45244	       1.28088	     -0.539803	        1.1169	     -0.368362	
   38	       1.30766	      -0.45244	       1.28088	     -0.539803	       1.12396	     -0.376349	
   39	       1.30766	      -0.45244	       1.28088	     -0.539803	       1.13079	     -0.383995	
   40	       1.30766	      -0.45244	       1.28031	     -0.536968	       1.13738	     -0.391179	
   41	       1.30766	      -0.45244	       1.27847	     -0.527715	       1.14366	     -0.397611	
   42	       1.30766	      -0.45244	       1.27847	     -0.527715	       1.14972	     -0.403759	
   43	       1.30766	      -0.45244	       1.27847	     -0.527715	       1.15555	     -0.409634	
   44	       1.30766	      -0.45244	       1.27847	     -0.527715	       1.16115	     -0.415244	
   45	       1.30766	      -0.45244	       1.27847	     -0.527715	       1.16654	       -0.4206	
   46	       1.30766	      -0.45244	       1.27847	     -0.527715	       1.17171	     -0.425712	
   47	       1.30766	      -0.45244	       1.27847	     -0.527715	       1.17667	     -0.430589	
   48	       1.30766	      -0.45244	       1.27847	     -0.527715	       1.18143	      -0.43524	
   49	       1.30766	      -0.45244	       1.27885	     -0.527647	       1.18599	     -0.439673	
   50	       1.30766	      -0.45244	       1.27907	     -0.527609	       1.19038	     -0.443897	
   51	       1.30766	      -0.45244	       1.27907	     -0.527609	       1.19457	     -0.447923	
   52	       1.30766	      -0.45244	       1.27907	     -0.527609	       1.19858	      -0.45176	
   53	       1.30766	      -0.45244	       1.27907	     -0.527609	        1.2024	     -0.455416	
   54	       1.30766	      -0.45244	       1.27907	     -0.527609	       1.20606	     -0.458899	
   55	       1.30766	      -0.45244	       1.27907	     -0.527609	       1.20955	     -0.462217	
   56	       1.30766	      -0.45244	       1.27907	     -0.527609	       1.21288	     -0.465377	
   57	       1.30766	      -0.45244	       1.27907	     -0.527609	       1.21606	     -0.468387	
   58	       1.30766	      -0.45244	       1.27998	     -0.529115	       1.21913	     -0.471326	
   59	       1.30766	      -0.45244	       1.28049	      -0.52997	       1.22209	     -0.474165	
   60	       1.30766	      -0.45244	       1.28049	      -0.52997	       1.22491	     -0.476869	
   61	       1.30766	      -0.45244	       1.28049	      -0.52997	       1.22759	     -0.479443	
   62	       1.30766	      -0.45244	       1.28049	      -0.52997	       1.23015	     -0.481893	
   63	       1.30766	      -0.45244	       1.28049	      -0.52997	       1.23259	     -0.484225	
   64	       1.30766	      -0.45244	       1.28049	      -0.52997	       1.23491	     -0.486445	
   65	       1.30766	      -0.45244	       1.28043	     -0.531016	       1.23712	     -0.488609	
   66	       1.30766	      -0.45244	       1.28037	     -0.531838	       1.23922	     -0.490708	
   67	       1.30766	      -0.45244	       1.28037	     -0.531907	       1.24121	     -0.492709	
   68	       1.30766	      -0.45244	       1.28037	     -0.531907	       1.24312	     -0.494614	
   69	       1.30766	      -0.45244	       1.28037	     -0.531907	       1.24493	     -0.496426	
   70	       1.30766	      -0.45244	       1.28037	     -0.531907	       1.24665	     -0.498151	
   71	       1.30766	      -0.45244	       1.28037	     -0.531907	        1.2483	     -0.499792	
   72	       1.30766	      -0.45244	       1.28037	     -0.531907	       1.24986	     -0.501353	
   73	       1.30766	      -0.45244	       1.28037	     -0.531907	       1.25134	     -0.502839	
   74	       1.30766	      -0.45244	       1.28178	     -0.529154	       1.25283	     -0.504119	
