# headingdata
# time	Odom_T	IMU_T	T-estimate	
    0	      0.001225	         0.172	         0.172	
    1	      0.475461	      0.443451	      0.294001	
    2	      0.475461	      0.443271	      0.377391	
    3	      0.475461	       0.44322	      0.415502	
    4	      0.475461	      0.443236	      0.431658	
    5	      0.475461	      0.443173	      0.438373	
    6	      0.475461	       0.44328	      0.441235	
    7	      0.475461	      0.443044	       0.44229	
    8	      0.475461	      0.443115	      0.442771	
    9	      0.475461	      0.443108	      0.442968	
   10	      0.475461	      0.443113	      0.443052	
   11	      0.475461	      0.443109	      0.443085	
   12	      0.475461	      0.442982	      0.443025	
   13	      0.475461	       0.44306	      0.443045	
   14	      0.475461	      0.443059	      0.443053	
   15	      0.475461	      0.443212	      0.443146	
   16	      0.475461	      0.443314	      0.443244	
   17	      0.475461	      0.443466	      0.443373	
   18	      0.475461	      0.443642	       0.44353	
   19	      0.475461	      0.443556	      0.443545	
   20	      0.475461	      0.443584	      0.443568	
   21	      0.475461	      0.443476	      0.443514	
   22	      0.475461	      0.443568	      0.443546	
   23	      0.475461	      0.443586	      0.443569	
   24	      0.475461	      0.443668	      0.443627	
   25	      0.475461	      0.443593	      0.443607	
   26	      0.475461	      0.443456	      0.443519	
   27	      0.475461	      0.443503	       0.44351	
   28	      0.475461	      0.443185	       0.44332	
   29	      0.475461	      0.443191	      0.443245	
   30	      0.475461	      0.443187	      0.443211	
   31	      0.475461	      0.443289	      0.443257	
   32	      0.475461	      0.443232	      0.443242	
   33	      0.475461	      0.443326	      0.443291	
   34	      0.475461	      0.443212	      0.443245	
   35	      0.475461	      0.443174	      0.443204	
   36	      0.475461	      0.443155	      0.443175	
   37	      0.475461	       0.44307	      0.443114	
   38	      0.475461	      0.442857	      0.442964	
   39	      0.475461	      0.442852	      0.442899	
   40	      0.475461	      0.442753	      0.442814	
   41	      0.475461	      0.442736	      0.442768	
   42	      0.475461	      0.442889	      0.442839	
   43	      0.475461	      0.442954	      0.442906	
   44	      0.475461	       0.44276	      0.442821	
   45	      0.475461	      0.442707	      0.442754	
   46	      0.475461	       0.44232	      0.442501	
   47	      0.475461	      0.442359	      0.442418	
   48	      0.475461	      0.442372	      0.442391	
   49	      0.475461	      0.442511	      0.442461	
   50	      0.475461	      0.442557	      0.442517	
   51	      0.475461	      0.442643	      0.442591	
   52	      0.475461	      0.442628	      0.442612	
   53	      0.475461	       0.44247	      0.442529	
   54	      0.475461	      0.442363	      0.442432	
   55	      0.475461	       0.44213	      0.442256	
   56	      0.475461	      0.441947	      0.442076	
   57	      0.475461	      0.442094	      0.442086	
   58	      0.475461	      0.442042	      0.442061	
   59	      0.475461	       0.44197	      0.442008	
   60	      0.475461	      0.441884	      0.441936	
   61	      0.475461	      0.441701	      0.441799	
   62	      0.475461	      0.441293	      0.441504	
   63	      0.475461	      0.441326	        0.4414	
   64	      0.475461	      0.440677	      0.440978	
   65	      0.475461	      0.440208	      0.440529	
   66	      0.475461	      0.440137	        0.4403	
   67	      0.475461	      0.439833	      0.440028	
   68	      0.475461	      0.439606	      0.439782	
   69	      0.475461	      0.439489	      0.439611	
   70	      0.475461	      0.439527	      0.439562	
   71	      0.475461	      0.439844	      0.439726	
   72	      0.475461	      0.439867	      0.439808	
   73	      0.475461	      0.439856	      0.439836	
   74	      0.475461	      0.439701	      0.439757	
   75	      0.475461	      0.439558	      0.439641	
   76	      0.475461	      0.439611	      0.439624	
   77	      0.475461	       0.43963	      0.439627	
   78	      0.475461	      0.439867	      0.439767	
   79	      0.475461	      0.439837	      0.439808	
   80	      0.475461	       0.43958	      0.439675	
   81	      0.475461	      0.439648	      0.439659	
   82	      0.475461	      0.439454	       0.43954	
   83	      0.475461	      0.439407	      0.439462	
   84	      0.475461	      0.439477	      0.439471	
   85	      0.475461	      0.439321	      0.439383	
   86	      0.475461	      0.439302	      0.439336	
   87	      0.475461	      0.439294	      0.439311	
   88	      0.475461	      0.439206	       0.43925	
   89	      0.475461	      0.439077	      0.439149	
   90	      0.475461	      0.439192	      0.439174	
   91	      0.475461	      0.439389	      0.439299	
   92	      0.475461	       0.43954	       0.43944	
   93	      0.475461	      0.439554	      0.439506	
   94	      0.475461	       0.43948	      0.439491	
   95	      0.475461	      0.439447	      0.439465	
   96	      0.475461	      0.439448	      0.439455	
   97	      0.475461	      0.439406	      0.439427	
   98	      0.475461	      0.439574	      0.439513	
   99	      0.475461	      0.439765	       0.43966	
  100	      0.475461	      0.440033	      0.439877	
  101	      0.475461	      0.440454	      0.440214	
  102	       0.47483	      0.440708	      0.440502	
