# heading_0_1data
# time	Odom_T	IMU_T	T-estimate	
    0	      0.001225	         0.172	         0.172	
    1	      0.475461	      0.443451	      0.192488	
    2	      0.475461	      0.443271	      0.226539	
    3	      0.475461	       0.44322	      0.265237	
    4	      0.475461	      0.443236	      0.301993	
    5	      0.475461	      0.443173	      0.333573	
    6	      0.475461	       0.44328	      0.359235	
    7	      0.475461	      0.443044	      0.379338	
    8	      0.475461	      0.443115	      0.394855	
    9	      0.475461	      0.443108	      0.406689	
   10	      0.475461	      0.443113	      0.415663	
   11	      0.475461	      0.443109	      0.422443	
   12	      0.475461	      0.442982	      0.427524	
   13	      0.475461	       0.44306	       0.43137	
   14	      0.475461	      0.443059	      0.434266	
   15	      0.475461	      0.443212	      0.436483	
   16	      0.475461	      0.443314	      0.438176	
   17	      0.475461	      0.443466	      0.439487	
   18	      0.475461	      0.443642	      0.440517	
   19	      0.475461	      0.443556	      0.441271	
   20	      0.475461	      0.443584	      0.441844	
   21	      0.475461	      0.443476	      0.442249	
   22	      0.475461	      0.443568	      0.442576	
   23	      0.475461	      0.443586	      0.442827	
   24	      0.475461	      0.443668	      0.443036	
   25	      0.475461	      0.443593	      0.443174	
   26	      0.475461	      0.443456	      0.443244	
   27	      0.475461	      0.443503	      0.443308	
   28	      0.475461	      0.443185	      0.443278	
   29	      0.475461	      0.443191	      0.443257	
   30	      0.475461	      0.443187	       0.44324	
   31	      0.475461	      0.443289	      0.443252	
   32	      0.475461	      0.443232	      0.443247	
   33	      0.475461	      0.443326	      0.443267	
   34	      0.475461	      0.443212	      0.443253	
   35	      0.475461	      0.443174	      0.443234	
   36	      0.475461	      0.443155	      0.443214	
   37	      0.475461	       0.44307	      0.443179	
   38	      0.475461	      0.442857	      0.443099	
   39	      0.475461	      0.442852	      0.443038	
   40	      0.475461	      0.442753	      0.442967	
   41	      0.475461	      0.442736	       0.44291	
   42	      0.475461	      0.442889	      0.442905	
   43	      0.475461	      0.442954	      0.442917	
   44	      0.475461	       0.44276	      0.442878	
   45	      0.475461	      0.442707	      0.442836	
   46	      0.475461	       0.44232	      0.442708	
   47	      0.475461	      0.442359	      0.442622	
   48	      0.475461	      0.442372	       0.44256	
   49	      0.475461	      0.442511	      0.442548	
   50	      0.475461	      0.442557	       0.44255	
   51	      0.475461	      0.442643	      0.442573	
   52	      0.475461	      0.442628	      0.442587	
   53	      0.475461	       0.44247	      0.442558	
