%time,field.O_x,field.O_y,field.O_t,field.I_t,field.Co_I_t,field.G_x,field.G_y,field.Co_gps_x,field.Co_gps_y
783,8.62903,5.34366,1.38359,1.15573,0.001225,8.76315,4.60061,0.0001,0.0004
784,8.63182,5.35861,1.3842,1.15572,0.001225,8.77003,4.63471,0.0001,0.0004
785,8.63596,5.38097,1.38512,1.15542,0.001225,8.77003,4.63471,0.0001,0.0004
786,8.64183,5.41419,1.38512,1.15554,0.001225,8.77003,4.63471,0.0001,0.0004
787,8.64497,5.43117,1.38512,1.15565,0.001225,8.77003,4.63471,0.0001,0.0004
788,8.64854,5.45036,1.38512,1.15564,0.001225,8.77003,4.63471,0.0001,0.0004
789,8.65144,5.46597,1.38512,1.15581,0.001225,8.77003,4.63471,0.0001,0.0004
790,8.65489,5.48455,1.38512,1.15673,0.001225,8.77003,4.63471,0.0001,0.0004
791,8.65799,5.50034,1.38585,1.15791,0.001225,8.77003,4.63471,0.0001,0.0004
792,8.66139,5.51776,1.38666,1.15904,0.001225,8.80865,4.76428,0.0001,0.0004
793,8.66456,5.53479,1.38742,1.15959,0.001225,8.84525,4.88711,0.0001,0.0004
794,8.67104,5.56963,1.38898,1.16082,0.001225,8.84525,4.88711,0.0001,0.0004
795,8.6741,5.58616,1.38973,1.16214,0.001225,8.84525,4.88711,0.0001,0.0004
796,8.67742,5.6049,1.39054,1.16395,0.001225,8.84525,4.88711,0.0001,0.0004
797,8.68032,5.62135,1.39126,1.16549,0.001225,8.84525,4.88711,0.0001,0.0004
798,8.68415,5.64186,1.39295,1.16793,0.001225,8.84525,4.88711,0.0001,0.0004
799,8.68725,5.65866,1.39433,1.17102,0.001225,8.84525,4.88711,0.0001,0.0004
800,8.69105,5.68094,1.39694,1.1772,0.001225,8.84525,4.88711,0.0001,0.0004
801,8.69391,5.69795,1.39893,1.1835,0.001225,8.85322,4.91947,0.0004,0.0004
802,8.69772,5.7214,1.4043,1.19419,0.001225,8.86408,4.9635,0.0004,0.0004
803,8.70334,5.75624,1.41556,1.2165,0.001225,8.86408,4.9635,0.0004,0.0004
804,8.70536,5.76819,1.42041,1.22648,0.001225,8.86408,4.9635,0.0004,0.0004
805,8.70842,5.79353,1.4348,1.24356,0.001225,8.86408,4.9635,0.0004,0.0004
806,8.71075,5.80932,1.44342,1.25434,0.001225,8.86408,4.9635,0.0004,0.0004
807,8.71335,5.83338,1.46128,1.27285,0.001225,8.86408,4.9635,0.0004,0.0004
808,8.71557,5.84735,1.47103,1.28257,0.001225,8.86408,4.9635,0.0004,0.0004
809,8.71694,5.87025,1.49123,1.29943,0.001225,8.86408,4.9635,0.0004,0.0004
810,8.71901,5.90182,1.51806,1.32179,0.001225,8.94037,5.23744,0.0004,0.0004
811,8.7192,5.90469,1.52045,1.32381,0.001225,8.94743,5.26279,0.0004,0.0004
812,8.72035,5.93657,1.54764,1.34674,0.001225,8.94743,5.26279,0.0004,0.0004
813,8.72105,5.94604,1.5554,1.35285,0.001225,8.94743,5.26279,0.0004,0.0004
814,8.72159,5.96535,1.57187,1.36638,0.001225,8.94743,5.26279,0.0004,0.0004
815,8.72229,5.97347,1.57841,1.37131,0.001225,8.94743,5.26279,0.0004,0.0004
816,8.72146,5.99326,1.59427,1.38233,0.001225,8.94743,5.26279,0.0004,0.0004
817,8.72154,6.00063,1.59988,1.38575,0.001225,8.94943,5.28518,0.0004,0.0004
818,8.72074,6.02156,1.61253,1.39489,0.001225,8.95526,5.3504,0.0004,0.0004
819,8.71981,6.0493,1.62516,1.40187,0.001225,8.95526,5.3504,0.0004,0.0004
820,8.71972,6.05194,1.62622,1.40224,0.001225,8.95526,5.3504,0.0004,0.0004
821,8.71769,6.08347,1.63512,1.40506,0.001225,8.95526,5.3504,0.0004,0.0004
822,8.71723,6.08988,1.6367,1.40538,0.001225,8.95526,5.3504,0.0004,0.0004
823,8.71585,6.11764,1.6392,1.40622,0.001225,8.95526,5.3504,0.0004,0.0004
824,8.71415,6.14034,1.64045,1.40666,0.001225,8.95526,5.3504,0.0004,0.0004
825,8.71291,6.15509,1.64106,1.40672,0.001225,8.95526,5.3504,0.0004,0.0004
826,8.71075,6.18726,1.6413,1.4066,0.001225,8.98471,5.54294,0.0004,0.0004
827,8.71027,6.19472,1.6413,1.40654,0.001225,8.99146,5.58708,0.0004,0.0004
828,8.70809,6.22854,1.6413,1.40671,0.001225,8.99146,5.58708,0.0004,0.0004
829,8.70758,6.23625,1.6413,1.40664,0.001225,8.99146,5.58708,0.0004,0.0004
830,8.70507,6.27022,1.6413,1.40646,0.001225,8.99146,5.58708,0.0004,0.0004
831,8.70479,6.27392,1.6413,1.40646,0.001225,8.99146,5.58708,0.0004,0.0004
832,8.70238,6.31111,1.6413,1.4066,0.001225,8.99146,5.58708,0.0004,0.0004
833,8.70034,6.33554,1.6413,1.4066,0.001225,8.99146,5.58708,0.0004,0.0004
834,8.69901,6.35076,1.6413,1.40654,0.001225,8.99146,5.58708,0.0004,0.0004
835,8.69716,6.38159,1.6413,1.40697,0.001225,8.98389,5.67086,0.0004,0.0004
836,8.69675,6.38865,1.6413,1.40711,0.001225,8.98215,5.69012,0.0004,0.0004
837,8.69405,6.42201,1.6413,1.40749,0.001225,8.98215,5.69012,0.0004,0.0004
838,8.69379,6.42515,1.6413,1.40742,0.001225,8.98215,5.69012,0.0004,0.0004
839,8.69102,6.46005,1.6413,1.40748,0.001225,8.98215,5.69012,0.0004,0.0004
840,8.69018,6.47736,1.64207,1.40788,0.001225,8.98215,5.69012,0.0004,0.0004
841,8.6894,6.4937,1.64283,1.40818,0.001225,8.98215,5.69012,0.0004,0.0004
842,8.68771,6.51504,1.64284,1.40834,0.001225,8.98215,5.69012,0.0004,0.0004
843,8.6867,6.52784,1.64284,1.40834,0.001225,8.98215,5.69012,0.0004,0.0004
844,8.68442,6.55656,1.64284,1.40847,0.001225,8.98599,5.84315,0.0004,0.0004
845,8.684,6.5618,1.64284,1.40848,0.001225,8.98671,5.87169,0.0004,0.0004
846,8.68158,6.59166,1.64284,1.40888,0.001225,8.98687,5.87809,0.0004,0.0004
847,8.68108,6.59825,1.64284,1.40895,0.001225,8.98687,5.87809,0.0004,0.0004
848,8.67919,6.63281,1.64284,1.40917,0.001225,8.98687,5.87809,0.0004,0.0004
849,8.67735,6.65464,1.64284,1.40979,0.001225,8.98687,5.87809,0.0004,0.0004
850,8.67608,6.66973,1.64284,1.40992,0.001225,8.98687,5.87809,0.0004,0.0004
851,8.67385,6.69616,1.64284,1.40975,0.001225,8.98687,5.87809,0.0004,0.0004
852,8.67297,6.70666,1.64284,1.40961,0.001225,8.98687,5.87809,0.0004,0.0004
853,8.67086,6.74223,1.64284,1.41013,0.001225,8.98855,6.01207,0.0004,0.0004
854,8.67072,6.74471,1.64284,1.41019,0.001225,8.98869,6.02264,0.0004,0.0004
855,8.66776,6.77986,1.64284,1.41073,0.001225,8.98897,6.04514,0.0004,0.0004
856,8.66732,6.78572,1.64284,1.41066,0.001225,8.98897,6.04514,0.000,0.000
857,8.6656,6.81063,1.64284,1.41076,0.001225,8.98897,6.04514,0.000,0.000
858,8.66416,6.83586,1.64284,1.41083,0.001225,8.98897,6.04514,0.000,0.000
859,8.66348,6.84769,1.64284,1.41072,0.001225,8.98897,6.04514,0.000,0.000
860,8.66098,6.87737,1.64284,1.4095,0.001225,8.98897,6.04514,0.000,0.000
861,8.66037,6.88462,1.64284,1.40932,0.001225,8.98897,6.04514,0.000,0.000
862,8.6574,6.92055,1.64284,1.40968,0.001225,8.98897,6.04514,0.000,0.000
863,8.65699,6.92818,1.6425,1.40986,0.001225,8.98897,6.04514,0.000,0.000
864,8.65556,6.95563,1.6413,1.40998,0.001225,8.98897,6.04514,0.000,0.000
865,8.65488,6.96384,1.6413,1.40949,0.001225,8.98897,6.04514,0.000,0.000
866,8.65259,6.99156,1.6413,1.40618,0.001225,8.98897,6.04514,0.000,0.000
867,8.65038,7.0187,1.64011,1.40137,0.001225,8.98897,6.04514,0.000,0.000
868,8.64976,7.0265,1.63977,1.40008,0.001225,8.98897,6.04514,0.000,0.000
869,8.64805,7.05802,1.63287,1.39406,0.001225,8.98897,6.04514,0.000,0.000
870,8.64728,7.07204,1.63026,1.3913,0.001225,8.98897,6.04514,0.000,0.000
871,8.64607,7.09666,1.62596,1.38666,0.001225,8.98897,6.04514,0.000,0.000
872,8.64529,7.1083,1.62354,1.38446,0.001225,8.98897,6.04514,0.000,0.000
873,8.64395,7.13372,1.61829,1.38135,0.001225,8.98897,6.04514,0.000,0.000
874,8.64321,7.14568,1.61625,1.3807,0.001225,8.98897,6.04514,0.000,0.000
875,8.64197,7.16979,1.61216,1.38088,0.001225,8.98897,6.04514,0.000,0.000
876,8.64024,7.20118,1.61082,1.38063,0.001225,8.98897,6.04514,0.000,0.000
877,8.63999,7.20587,1.61062,1.38052,0.001225,8.98897,6.04514,0.000,0.000
878,8.63915,7.24067,1.61062,1.38015,0.001225,8.98897,6.04514,0.000,0.000
879,8.63842,7.2546,1.61003,1.38035,0.001225,8.98897,6.04514,0.000,0.000
880,8.6373,7.27616,1.60909,1.3803,0.001225,8.98897,6.04514,0.000,0.000
881,8.63695,7.29062,1.60909,1.37992,0.001225,8.98897,6.04514,0.000,0.000
882,8.63645,7.31138,1.60909,1.37922,0.001225,8.98897,6.04514,0.000,0.000
883,8.63571,7.32281,1.60909,1.37913,0.001225,8.98897,6.04514,0.000,0.000
884,8.63472,7.3384,1.60909,1.37954,0.001225,8.98897,6.04514,0.000,0.000
885,8.63377,7.37306,1.60762,1.37922,0.001225,8.98897,6.04514,0.000,0.000
886,8.63321,7.3915,1.60755,1.37866,0.001225,8.98897,6.04514,0.000,0.000
887,8.6326,7.41181,1.60755,1.37845,0.001225,8.98897,6.04514,0.000,0.000
888,8.63164,7.42903,1.60682,1.37827,0.001225,8.98897,6.04514,0.000,0.000
889,8.63062,7.44788,1.60602,1.3781,0.001225,8.98897,6.04514,0.000,0.000
890,8.63012,7.466,1.60602,1.37841,0.001225,8.98897,6.04514,0.000,0.000
891,8.62963,7.48408,1.60602,1.37842,0.001225,8.98897,6.04514,0.000,0.000
892,8.62912,7.50265,1.60602,1.37843,0.001225,8.98897,6.04514,0.000,0.000
893,8.62803,7.53991,1.60521,1.37821,0.001225,8.98897,6.04514,0.000,0.000
894,8.62751,7.55749,1.60449,1.37897,0.001225,8.98897,6.04514,0.000,0.000
895,8.62636,7.57769,1.60449,1.38021,0.001225,8.98897,6.04514,0.000,0.000
896,8.62539,7.59455,1.60449,1.3812,0.001225,8.98897,6.04514,0.000,0.000
897,8.6247,7.61616,1.60622,1.3816,0.001225,8.98897,6.04514,0.000,0.000
898,8.62413,7.63274,1.60755,1.38188,0.001225,8.98897,6.04514,0.000,0.000
899,8.62331,7.65574,1.60755,1.38223,0.001225,8.98897,6.04514,0.000,0.000
900,8.62273,7.67192,1.60755,1.38221,0.001225,8.98897,6.04514,0.000,0.000
901,8.62189,7.69544,1.60755,1.38213,0.001225,8.98897,6.04514,0.000,0.000
902,8.62037,7.73597,1.60755,1.38418,0.001225,8.98897,6.04514,0.000,0.000
903,8.61979,7.75127,1.60755,1.38509,0.001225,8.98897,6.04514,0.000,0.000
904,8.61891,7.77626,1.60951,1.38615,0.001225,8.98897,6.04514,0.000,0.000
905,8.61838,7.79045,1.61062,1.38652,0.001225,8.98897,6.04514,0.000,0.000
906,8.61746,7.81645,1.61164,1.38782,0.001225,8.98897,6.04514,0.000,0.000
907,8.61698,7.82963,1.61216,1.3886,0.001225,8.98897,6.04514,0.000,0.000
908,8.61555,7.8549,1.6132,1.39034,0.001225,8.98897,6.04514,0.000,0.000
909,8.6145,7.88045,1.61447,1.3917,0.001225,8.98897,6.04514,0.000,0.000
910,8.61435,7.88565,1.61476,1.39188,0.001225,8.98897,6.04514,0.000,0.000
911,8.61298,7.9157,1.61618,1.39236,0.001225,8.98897,6.04514,0.000,0.000
912,8.61228,7.92893,1.61676,1.39271,0.001225,8.98897,6.04514,0.000,0.000
913,8.61103,7.95393,1.61676,1.39308,0.001225,8.98897,6.04514,7.000,8.000
914,8.61057,7.96301,1.61676,1.3932,0.001225,8.98897,6.04514,7.000,8.000
915,8.60928,7.98898,1.61793,1.39344,0.001225,8.98897,6.04514,7.000,8.000
916,8.60795,8.01647,1.61829,1.39331,0.001225,8.98897,6.04514,7.000,8.000
917,8.60764,8.02301,1.61829,1.39325,0.001225,8.98897,6.04514,7.000,8.000
918,8.60635,8.05024,1.61829,1.39367,0.001225,8.98897,6.04514,7.000,8.000
919,8.60605,8.05662,1.61829,1.39393,0.001225,8.98897,6.04514,7.000,8.000
920,8.60434,8.0911,1.61829,1.39458,0.001225,8.98897,6.04514,7.000,8.000
921,8.60403,8.09739,1.61829,1.39461,0.001225,8.98897,6.04514,7.000,8.000
922,8.60344,8.12578,1.61829,1.3946,0.001225,8.98897,6.04514,7.000,8.000
923,8.60242,8.14783,1.61829,1.39503,0.001225,8.98897,6.04514,7.000,8.000
924,8.60164,8.16213,1.61829,1.3952,0.001225,8.98897,6.04514,7.000,8.000
925,8.60002,8.19188,1.61932,1.39551,0.001225,8.98897,6.04514,7.000,8.000
926,8.59963,8.19883,1.61962,1.39551,0.001225,8.98897,6.04514,7.000,8.000
927,8.59789,8.2294,1.61983,1.39568,0.001225,8.98897,6.04514,7.000,8.000
928,8.59748,8.23653,1.61983,1.39583,0.001225,8.98897,6.04514,7.000,8.000
929,8.5961,8.27518,1.61983,1.39653,0.001225,8.98897,6.04514,7.000,8.000
930,8.59597,8.27901,1.61983,1.39672,0.001225,8.98897,6.04514,7.000,8.000
931,8.59391,8.31379,1.61983,1.3979,0.001225,8.98897,6.04514,7.000,8.000
932,8.59237,8.33853,1.62065,1.39899,0.001225,8.98897,6.04514,7.000,8.000
933,8.59136,8.35443,1.62126,1.39991,0.001225,8.98897,6.04514,7.000,8.000
934,8.59002,8.38788,1.62254,1.40326,0.001225,8.98897,6.04514,7.000,8.000
935,8.5897,8.39594,1.62284,1.40443,0.001225,8.98897,6.04514,7.000,8.000
936,8.58762,8.42478,1.62426,1.41363,0.001225,8.98897,6.04514,7.000,8.000
937,8.58741,8.42757,1.62439,1.41484,0.001225,8.98897,6.04514,7.000,8.000
938,8.58483,8.46828,1.6321,1.4321,0.001225,8.98897,6.04514,7.000,8.000
939,8.58344,8.48856,1.63996,1.44118,0.001225,8.98897,6.04514,7.000,8.000
940,8.5823,8.50831,1.64744,1.44968,0.001225,8.98897,6.04514,7.000,8.000
941,8.57998,8.53269,1.65912,1.46044,0.001225,8.98897,6.04514,7.000,8.000
942,8.57892,8.54721,1.66585,1.46644,0.001225,8.98897,6.04514,7.000,8.000
943,8.57544,8.57764,1.68158,1.47978,0.001225,8.98897,6.04514,7.000,8.000
944,8.57496,8.58301,1.68425,1.48196,0.001225,8.98897,6.04514,7.000,8.000
945,8.57066,8.61337,1.69909,1.49395,0.001225,8.98897,6.04514,7.000,8.000
946,8.5698,8.61988,1.70214,1.4965,0.001225,9.04505,7.87424,0.0004,0.0004
947,8.56588,8.64838,1.71493,1.50459,0.001225,9.04505,7.87424,0.0004,0.0004
948,8.56314,8.66756,1.72241,1.50705,0.001225,9.04505,7.87424,0.0004,0.0004
949,8.56148,8.68008,1.72721,1.50808,0.001225,9.04505,7.87424,0.0004,0.0004
950,8.55769,8.70213,1.73164,1.5096,0.001225,9.04386,7.94995,0.0004,0.0004
951,8.55623,8.71065,1.73334,1.51008,0.001225,9.04333,7.98403,0.0004,0.0004
952,8.55098,8.74152,1.7348,1.5108,0.001225,9.0431,7.99868,0.0004,0.0004
953,8.5507,8.74319,1.73488,1.51086,0.001225,9.0431,7.99868,0.0004,0.0004
954,8.54523,8.77557,1.73636,1.51201,0.001225,9.0431,7.99868,0.0004,0.0004
955,8.54407,8.78252,1.73641,1.51245,0.001225,9.0431,7.99868,0.0004,0.0004
956,8.53895,8.81324,1.73641,1.51258,0.001225,9.0431,7.99868,0.0004,0.0004
957,8.53455,8.83989,1.73641,1.51273,0.001225,9.0431,7.99868,0.0004,0.0004
958,8.53391,8.84377,1.73641,1.51281,0.001225,9.0431,7.99868,0.0004,0.0004
959,8.51961,8.9307,1.73794,1.5137,0.001225,9.04522,8.23924,0.0004,0.0004
960,8.51574,8.95306,1.73794,1.51422,0.001225,9.04522,8.23924,0.0004,0.0004
961,8.51449,8.96028,1.73794,1.5143,0.001225,9.04522,8.23924,0.0004,0.0004
962,8.51161,8.9775,1.73722,1.51469,0.001225,9.04522,8.23924,0.0004,0.0004
963,8.4968,9.06585,1.73794,1.51519,0.001225,9.04522,8.23924,0.0004,0.0004
964,8.49226,9.09262,1.73794,1.51561,0.001225,9.04522,8.23924,0.0004,0.0004
965,8.49127,9.0984,1.73794,1.51556,0.001225,9.04522,8.23924,0.0004,0.0004
966,8.48026,9.16339,1.73794,1.51616,0.001225,9.03374,8.33302,0.0004,0.0004
967,8.478,9.1768,1.73794,1.51631,0.001225,9.03374,8.33302,0.0004,0.0004
968,8.47441,9.19802,1.73794,1.51643,0.001225,9.03374,8.33302,0.0004,0.0004
969,8.47213,9.21167,1.73794,1.51669,0.001225,9.03374,8.33302,0.0004,0.0004
970,8.46968,9.22633,1.73794,1.51707,0.001225,9.02753,8.4565,0.0004,0.0004
971,8.45931,9.28613,1.73948,1.51761,0.001225,9.01855,8.63499,0.0004,0.0004
972,8.45504,9.30841,1.73948,1.51823,0.001225,9.01855,8.63499,0.0004,0.0004
973,8.45221,9.32555,1.73948,1.51883,0.001225,9.01855,8.63499,0.0004,0.0004
974,8.44869,9.3469,1.73948,1.51958,0.001225,9.01855,8.63499,0.0004,0.0004
975,8.44569,9.36513,1.73948,1.52013,0.001225,9.01855,8.63499,0.0004,0.0004
976,8.43584,9.42488,1.74101,1.52007,0.001225,9.01254,8.67989,0.0004,0.0004
977,8.43223,9.44374,1.74101,1.5203,0.001225,9.00689,8.72216,0.0004,0.0004
978,8.4285,9.46323,1.74101,1.52082,0.001225,9.00689,8.72216,0.0004,0.0004
979,8.42603,9.47728,1.74101,1.52132,0.001225,9.00689,8.72216,0.0004,0.0004
980,8.42366,9.49083,1.74101,1.52178,0.001225,9.00689,8.72216,0.0004,0.0004
981,8.41449,9.5455,1.74101,1.52236,0.001225,9.00689,8.72216,0.0004,0.0004
982,8.4092,9.57693,1.74101,1.52484,0.001225,9.00689,8.72216,0.0004,0.0004
983,8.40624,9.59442,1.74101,1.52582,0.001225,8.9966,8.83534,0.0004,0.0004
984,8.40295,9.61398,1.7428,1.52658,0.001225,8.98261,8.98931,0.0004,0.0004
985,8.40116,9.62451,1.74376,1.5271,0.001225,8.98261,8.98931,0.0004,0.0004
986,8.39003,9.68494,1.74656,1.53329,0.001225,8.98261,8.98931,0.0004,0.0004
987,8.3877,9.69886,1.74715,1.53532,0.001225,8.98261,8.98931,0.0004,0.0004
988,8.383,9.7235,1.75011,1.54048,0.001225,8.98261,8.98931,0.0004,0.0004
989,8.38036,9.73721,1.75175,1.54491,0.001225,8.97796,9.01764,0.0004,0.0004
990,8.37607,9.75998,1.75522,1.55469,0.001225,8.97047,9.06327,0.0004,0.0004
991,8.02845,10.7828,1.92663,1.71555,0.001225,8.73602,10.0883,4,4
992,8.01827,10.8106,1.92663,1.71645,0.001225,8.73602,10.0883,4,4
993,8.01522,10.8187,1.92663,1.71687,0.001225,8.73602,10.0883,4,4
994,8.00554,10.8442,1.92663,1.71829,0.001225,8.73602,10.0883,4,4
995,7.99661,10.8693,1.92781,1.71934,0.001225,8.73602,10.0883,4,4
996,7.99393,10.8769,1.92816,1.7197,0.001225,8.73602,10.0883,4,4
997,7.98271,10.9059,1.92816,1.72138,0.001225,8.73602,10.0883,4,4
998,7.97756,10.9194,1.92861,1.72271,0.001225,8.73602,10.0883,4,4
999,7.96859,10.943,1.92969,1.72644,0.001225,8.67999,10.2716,4,4
1000,7.96462,10.9537,1.93112,1.7288,0.001225,8.65554,10.3516,4,4
1001,7.95571,10.9776,1.9343,1.73483,0.001225,8.65554,10.3516,4,4
1002,7.95215,10.9865,1.93582,1.73809,0.001225,8.65554,10.3516,4,4
1003,7.94493,11.0044,1.9389,1.74483,0.001225,8.65554,10.3516,4,4
1004,7.93266,11.0364,1.94812,1.75287,0.001225,8.65554,10.3516,4,4
1005,7.93065,11.0418,1.94964,1.75399,0.001225,8.65554,10.3516,4,4
1006,7.91693,11.0764,1.95865,1.76033,0.001225,8.65554,10.3516,4,4
1007,7.91087,11.091,1.96177,1.76181,0.001225,8.65554,10.3516,4,4
1008,7.90151,11.1134,1.96651,1.76282,0.001225,8.64189,10.418,0.0729,0.0576
1009,7.89596,11.1272,1.96836,1.76302,0.001225,8.63299,10.4613,0.0729,0.0576
1010,7.88765,11.1479,1.97111,1.76339,0.001225,8.63299,10.4613,0.0729,0.0576
1011,7.88138,11.1623,1.97111,1.7641,0.001225,8.63299,10.4613,0.0729,0.0576
1012,7.87279,11.1821,1.97111,1.765,0.001225,8.63299,10.4613,0.0729,0.0576
1013,7.8598,11.2138,1.97256,1.76487,0.001225,8.63299,10.4613,0.0729,0.0576
1014,7.85241,11.2306,1.97265,1.76489,0.001225,8.63299,10.4613,0.0729,0.0576
1015,7.84434,11.2489,1.97265,1.76531,0.001225,8.63299,10.4613,0.0729,0.0576
1016,7.83786,11.2647,1.97265,1.76607,0.001225,8.63299,10.4613,0.0729,0.0576
1017,7.83062,11.2823,1.97265,1.7669,0.001225,8.60427,10.6118,0.0729,0.0576
1018,7.82393,11.2983,1.9734,1.76734,0.001225,8.57761,10.7516,0.0729,0.0576
1019,7.81702,11.3147,1.97418,1.76749,0.001225,8.57761,10.7516,0.0729,0.0576
1020,7.80963,11.3308,1.97418,1.76745,0.001225,8.57761,10.7516,0.0729,0.0576
1021,7.79531,11.3633,1.97336,1.76817,0.001225,8.57761,10.7516,0.0729,0.0576
1022,7.78899,11.3785,1.97265,1.7686,0.001225,8.57761,10.7516,0.0729,0.0576
1023,7.78159,11.3958,1.97349,1.76881,0.001225,8.57761,10.7516,0.0729,0.0576
1024,7.77554,11.4099,1.97418,1.76899,0.001225,8.56393,10.7862,0.0676,0.0576
1025,7.76772,11.4289,1.97418,1.76937,0.001225,8.54659,10.8299,0.0676,0.0576
1026,7.76181,11.4434,1.97418,1.76949,0.001225,8.54659,10.8299,0.0676,0.0576
1027,7.75317,11.4629,1.97418,1.76987,0.001225,8.54659,10.8299,0.0676,0.0576
1028,7.74173,11.4893,1.97418,1.77042,0.001225,8.54659,10.8299,0.0676,0.0576
1029,7.74067,11.4918,1.97418,1.77048,0.001225,8.54659,10.8299,0.0676,0.0576
1030,7.72719,11.5231,1.97418,1.77167,0.001225,8.54659,10.8299,0.0676,0.0576
1031,7.72172,11.5357,1.97418,1.77204,0.001225,8.54659,10.8299,0.0676,0.0576
1032,7.71207,11.5584,1.97418,1.77288,0.001225,8.54659,10.8299,0.0676,0.0576
1033,7.70673,11.571,1.97418,1.77364,0.001225,8.50941,10.9256,0.0676,0.0576
1034,7.697,11.5935,1.97518,1.77503,0.001225,8.44151,11.1003,0.0676,0.0576
1035,7.69187,11.6053,1.97571,1.77574,0.001225,8.44151,11.1003,0.0676,0.0576
1036,7.68167,11.6293,1.97676,1.77674,0.001225,8.44151,11.1003,0.0676,0.0576
1037,7.66787,11.6618,1.97817,1.77868,0.001225,8.44151,11.1003,0.0676,0.0576
1038,7.66641,11.6652,1.97832,1.77887,0.001225,8.44151,11.1003,0.0676,0.0576
1039,7.65031,11.7018,1.97988,1.78115,0.001225,8.44151,11.1003,0.0676,0.0576
1040,7.64576,11.7119,1.98032,1.7827,0.001225,8.44151,11.1003,0.0676,0.0576
1041,7.63473,11.7384,1.98256,1.78933,0.001225,8.44151,11.1003,0.0676,0.0576
1042,7.63063,11.7482,1.98338,1.79237,0.001225,8.43178,11.1213,0.0625,0.0576
1043,7.61936,11.7752,1.98796,1.80121,0.001225,8.40515,11.179,0.0625,0.0576
1044,7.60758,11.804,1.99564,1.81086,0.001225,8.40515,11.179,0.0625,0.0576
1045,7.60476,11.811,1.99783,1.8134,0.001225,8.40515,11.179,0.0625,0.0576
1046,7.59201,11.8425,2.00874,1.82507,0.001225,8.40515,11.179,0.0625,0.0576
1047,7.59067,11.8459,2.00994,1.82616,0.001225,8.40515,11.179,0.0625,0.0576
1048,7.57748,11.8797,2.02376,1.83645,0.001225,8.40515,11.179,0.0625,0.0576
1049,7.57517,11.8859,2.02634,1.83809,0.001225,8.40515,11.179,0.0625,0.0576
1050,7.56476,11.9121,2.03529,1.84497,0.001225,8.40515,11.179,0.0625,0.0576
1051,7.55598,11.9341,2.04126,1.84925,0.001225,8.34505,11.3803,0.0625,0.0576
1052,7.55229,11.9433,2.04355,1.85041,0.001225,8.31979,11.4649,0.0625,0.0576
1053,7.54156,11.9682,2.04881,1.85229,0.001225,8.31979,11.4649,0.0625,0.0576
1054,7.53891,11.9743,2.05003,1.85265,0.001225,8.31979,11.4649,0.0625,0.0576
1055,7.52839,11.9955,2.05208,1.85391,0.001225,8.31979,11.4649,0.0625,0.0576
1056,7.52731,11.9976,2.05223,1.85393,0.001225,8.31979,11.4649,0.0625,0.0576
1057,7.51213,12.0275,2.0538,1.8548,0.001225,8.31979,11.4649,0.0625,0.0576
1058,7.51068,12.0304,2.05395,1.85486,0.001225,8.31979,11.4649,0.0625,0.0576
1059,7.49546,12.0591,2.05537,1.85541,0.001225,8.31979,11.4649,0.0625,0.0576
1060,7.48292,12.0829,2.05548,1.85596,0.001225,8.31048,11.5258,0.0625,0.0576
1061,7.47761,12.093,2.05548,1.85606,0.001225,8.30656,11.5514,0.0625,0.0576
1062,7.46286,12.1216,2.05548,1.85661,0.001225,8.30656,11.5514,0.0625,0.0576
1063,7.45925,12.1286,2.05548,1.85678,0.001225,8.30656,11.5514,0.0625,0.0576
1064,7.44192,12.1604,2.05548,1.85709,0.001225,8.30656,11.5514,0.0625,0.0576
1065,7.44008,12.1638,2.05548,1.85717,0.001225,8.30656,11.5514,0.0625,0.0576
1066,7.42072,12.1993,2.05548,1.8578,0.001225,8.30656,11.5514,0.0625,0.0576
1067,7.41143,12.2173,2.05626,1.85802,0.001225,8.30656,11.5514,0.0625,0.0576
1068,7.40258,12.2345,2.05702,1.85842,0.001225,8.30656,11.5514,0.0625,0.0576
1069,7.38969,12.259,2.05702,1.85908,0.001225,7.95641,11.7265,0.0625,0.0576
1070,7.38475,12.2683,2.05702,1.85938,0.001225,7.81939,11.795,0.0625,0.0576
1071,7.37075,12.2954,2.05702,1.86,0.001225,7.80978,11.7998,0.0625,0.0576
1072,7.36819,12.3004,2.05702,1.86003,0.001225,7.80978,11.7998,0.0625,0.0576
1073,7.35116,12.3313,2.05702,1.8606,0.001225,7.80978,11.7998,0.0625,0.0576
1074,7.3496,12.3343,2.05712,1.86061,0.001225,7.80978,11.7998,0.0625,0.0576
1075,7.3355,12.3621,2.05853,1.86162,0.001225,7.80978,11.7998,0.0625,0.0576
1076,7.3255,12.381,2.05855,1.86236,0.001225,7.80978,11.7998,0.0625,0.0576
1077,7.31892,12.3935,2.05855,1.86258,0.001225,7.80978,11.7998,0.0625,0.0576
1078,7.30564,12.4179,2.05855,1.86297,0.001225,7.76451,11.7515,1.1881,1.3689
1079,7.30263,12.4235,2.05855,1.86307,0.001225,7.75276,11.7389,1.1881,1.3689
1080,7.28728,12.4525,2.05855,1.86389,0.001225,7.74541,11.7311,1.1881,1.3689
1081,7.2862,12.4545,2.05855,1.86396,0.001225,7.74541,11.7311,1.1881,1.3689
1082,7.27385,12.4781,2.05855,1.86474,0.001225,7.74541,11.7311,1.1881,1.3689
1083,7.27102,12.4832,2.05855,1.86488,0.001225,7.74541,11.7311,1.1881,1.3689
