%time,field.O_x,field.O_y,field.O_t,field.I_t,field.Co_I_t,field.G_x,field.G_y,field.Co_gps_x,field.Co_gps_y
1953,-8.01348,15.6682,-2.63405,-2.78512,0.001225,-6.39225,16.9364,0.0484,0.0441
1954,-8.01699,15.6662,-2.63388,-2.78494,0.001225,-6.41928,16.9243,0.0484,0.0441
1955,-8.04987,15.6485,-2.63234,-2.78397,0.001225,-6.44695,16.9118,0.0484,0.0441
1956,-8.0531,15.6466,-2.63214,-2.78378,0.001225,-6.44695,16.9118,0.0484,0.0441
1957,-8.07411,15.634,-2.63081,-2.78216,0.001225,-6.44695,16.9118,0.0484,0.0441
1958,-8.09918,15.6201,-2.62967,-2.7797,0.001225,-6.44695,16.9118,0.0484,0.0441
1959,-8.10784,15.6152,-2.62928,-2.77823,0.001225,-6.44695,16.9118,0.0484,0.0441
1960,-8.13732,15.5982,-2.62797,-2.77043,0.001225,-6.50425,16.8927,0.0484,0.0441
1961,-8.14242,15.5953,-2.62774,-2.76876,0.001225,-6.51673,16.8886,0.0484,0.0441
1962,-8.17709,15.5757,-2.62027,-2.75773,0.001225,-6.53184,16.8835,0.0484,0.0441
1963,-8.18521,15.571,-2.61788,-2.75541,0.001225,-6.53184,16.8835,0.0484,0.0441
1964,-8.21358,15.5551,-2.60933,-2.74811,0.001225,-6.53184,16.8835,0.0484,0.0441
1965,-8.22116,15.5506,-2.60725,-2.74621,0.001225,-6.53184,16.8835,0.0484,0.0441
1966,-8.24717,15.5353,-2.60013,-2.74097,0.001225,-6.53184,16.8835,0.0484,0.0441
1967,-8.27439,15.5188,-2.59372,-2.73851,0.001225,-6.53184,16.8835,0.0484,0.0441
1968,-8.27977,15.5156,-2.59246,-2.73845,0.001225,-6.53184,16.8835,0.0484,0.0441
1969,-8.30967,15.4972,-2.58811,-2.73768,0.001225,-6.7238,16.8061,0.0484,0.0441
1970,-8.31964,15.491,-2.58743,-2.73744,0.001225,-6.81639,16.7687,0.0484,0.0441
1971,-8.34116,15.4778,-2.58632,-2.73677,0.001225,-6.81639,16.7687,0.0484,0.0441
1972,-8.35,15.4721,-2.58632,-2.73661,0.001225,-6.81639,16.7687,0.0484,0.0441
1973,-8.37079,15.4586,-2.58632,-2.7362,0.001225,-6.81639,16.7687,0.0484,0.0441
1974,-8.38031,15.4531,-2.58632,-2.73602,0.001225,-6.81639,16.7687,0.0484,0.0441
1975,-8.4007,15.4413,-2.58632,-2.73535,0.001225,-6.81639,16.7687,0.0484,0.0441
1976,-8.42715,15.4236,-2.58632,-2.7349,0.001225,-6.81639,16.7687,0.0484,0.0441
1977,-8.42934,15.4222,-2.58632,-2.73486,0.001225,-6.81639,16.7687,0.0484,0.0441
1978,-8.45911,15.4039,-2.58479,-2.73481,0.001225,-6.8626,16.7512,0.0001,0.0004
1979,-8.47044,15.397,-2.58479,-2.73482,0.001225,-6.89059,16.7406,0.0001,0.0004
1980,-8.48888,15.3856,-2.58479,-2.73459,0.001225,-6.89059,16.7406,0.0001,0.0004
1981,-8.5006,15.3784,-2.58479,-2.73446,0.001225,-6.89059,16.7406,0.0001,0.0004
1982,-8.51865,15.3674,-2.58479,-2.73393,0.001225,-6.89059,16.7406,0.0001,0.0004
1983,-8.52822,15.3615,-2.58479,-2.73346,0.001225,-6.89059,16.7406,0.0001,0.0004
1984,-8.5419,15.353,-2.58479,-2.73368,0.001225,-6.89059,16.7406,0.0001,0.0004
1985,-8.57252,15.3336,-2.58326,-2.73361,0.001225,-6.89059,16.7406,0.0001,0.0004
1986,-8.58681,15.3248,-2.58326,-2.73323,0.001225,-6.89059,16.7406,0.0001,0.0004
1987,-8.60414,15.3141,-2.58326,-2.73254,0.001225,-7.00558,16.6838,0.0001,0.0004
1988,-8.61895,15.3045,-2.58253,-2.73172,0.001225,-7.10649,16.634,0.0001,0.0004
1989,-8.63561,15.2936,-2.58172,-2.73059,0.001225,-7.10649,16.634,0.0001,0.0004
1990,-8.65086,15.2842,-2.58098,-2.72967,0.001225,-7.10649,16.634,0.0001,0.0004
1991,-8.66723,15.274,-2.58019,-2.72889,0.001225,-7.10649,16.634,0.0001,0.0004
1992,-8.68308,15.2643,-2.57942,-2.72807,0.001225,-7.10649,16.634,0.0001,0.0004
1993,-8.71407,15.2449,-2.57789,-2.72607,0.001225,-7.10649,16.634,0.0001,0.0004
1994,-8.72946,15.2351,-2.57712,-2.72458,0.001225,-7.10649,16.634,0.0001,0.0004
1995,-8.74668,15.2239,-2.57544,-2.72261,0.001225,-7.10649,16.634,0.0001,0.0004
1996,-8.76094,15.2146,-2.57405,-2.72037,0.001225,-7.15034,16.6156,0.0001,0.0004
1997,-8.77908,15.2031,-2.57234,-2.71567,0.001225,-7.20486,16.5928,0.0001,0.0004
1998,-8.79341,15.1939,-2.57098,-2.70958,0.001225,-7.20486,16.5928,0.0001,0.0004
1999,-8.81251,15.1814,-2.56658,-2.69953,0.001225,-7.20486,16.5928,0.0001,0.0004
2000,-8.82673,15.1721,-2.56331,-2.69049,0.001225,-7.20486,16.5928,0.0001,0.0004
2001,-8.84576,15.1589,-2.55327,-2.6761,0.001225,-7.20486,16.5928,0.0001,0.0004
2002,-8.87762,15.137,-2.53291,-2.64668,0.001225,-7.20486,16.5928,0.0001,0.0004
2003,-8.89139,15.1288,-2.52343,-2.63365,0.001225,-7.20486,16.5928,0.0001,0.0004
2004,-8.90982,15.1132,-2.50388,-2.6131,0.001225,-7.20486,16.5928,0.0001,0.0004
2005,-8.9216,15.1065,-2.49275,-2.60117,0.001225,-7.29732,16.5484,0.0001,0.0004
2006,-8.93964,15.0898,-2.47178,-2.57957,0.001225,-7.46559,16.4676,0.0001,0.0004
2007,-8.95068,15.0832,-2.46054,-2.56859,0.001225,-7.46559,16.4676,0.0001,0.0004
2008,-8.96846,15.0664,-2.43913,-2.54893,0.001225,-7.46559,16.4676,0.0001,0.0004
2009,-8.98945,15.05,-2.41632,-2.52477,0.001225,-7.46559,16.4676,0.0001,0.0004
2010,-8.9921,15.0479,-2.41351,-2.52147,0.001225,-7.46559,16.4676,0.0001,0.0004
2011,-9.01437,15.0269,-2.38813,-2.49863,0.001225,-7.46559,16.4676,0.0001,0.0004
2012,-9.02277,15.0207,-2.37923,-2.49202,0.001225,-7.46559,16.4676,0.0001,0.0004
2013,-9.03781,15.0044,-2.3602,-2.47942,0.001225,-7.46559,16.4676,0.0001,0.0004
2014,-9.04406,14.9996,-2.35316,-2.47534,0.001225,-7.48714,16.4525,0.0001,0.0004
2015,-9.05958,14.9836,-2.33955,-2.46573,0.001225,-7.54789,16.4096,0.0001,0.0004
2016,-9.07573,14.966,-2.32667,-2.45943,0.001225,-7.54789,16.4096,0.0001,0.0004
2017,-9.08043,14.9608,-2.3231,-2.45825,0.001225,-7.54789,16.4096,0.0001,0.0004
2018,-9.09967,14.9403,-2.31342,-2.4549,0.001225,-7.54789,16.4096,0.0001,0.0004
2019,-9.10255,14.9373,-2.31222,-2.45448,0.001225,-7.54789,16.4096,0.0001,0.0004
2020,-9.12499,14.9135,-2.30666,-2.45277,0.001225,-7.54789,16.4096,0.0001,0.0004
2021,-9.13026,14.9079,-2.3056,-2.45261,0.001225,-7.54789,16.4096,0.0001,0.0004
2022,-9.15032,14.8852,-2.30434,-2.45226,0.001225,-7.54789,16.4096,0.0001,0.0004
2023,-9.16805,14.8656,-2.30407,-2.45166,0.001225,-7.67068,16.3164,0.0001,0.0004
2024,-9.17682,14.8559,-2.30407,-2.45147,0.001225,-7.73041,16.2711,0.0001,0.0004
2025,-9.1978,14.8321,-2.30311,-2.45076,0.001225,-7.73041,16.2711,0.0001,0.0004
2026,-9.20398,14.8249,-2.30276,-2.45051,0.001225,-7.73041,16.2711,0.0001,0.0004
2027,-9.22811,14.7981,-2.30253,-2.45031,0.001225,-7.73041,16.2711,0.0001,0.0004
2028,-9.23166,14.7941,-2.30253,-2.45017,0.001225,-7.73041,16.2711,0.0001,0.0004
2029,-9.25845,14.7645,-2.30253,-2.44906,0.001225,-7.73041,16.2711,0.0001,0.0004
2030,-9.26222,14.7603,-2.30253,-2.44895,0.001225,-7.73041,16.2711,0.0001,0.0004
2031,-9.28614,14.733,-2.30253,-2.44818,0.001225,-7.73041,16.2711,0.0001,0.0004
2032,-9.30298,14.7139,-2.30162,-2.44763,0.001225,-7.78198,16.2226,0.0004,0.0004
2033,-9.31109,14.7048,-2.30111,-2.4472,0.001225,-7.80709,16.199,0.0004,0.0004
2034,-9.3298,14.6837,-2.301,-2.44701,0.001225,-7.80709,16.199,0.0004,0.0004
2035,-9.3353,14.6775,-2.301,-2.44686,0.001225,-7.80709,16.199,0.0004,0.0004
2036,-9.35103,14.6608,-2.301,-2.44639,0.001225,-7.80709,16.199,0.0004,0.0004
2037,-9.35331,14.6584,-2.301,-2.4463,0.001225,-7.80709,16.199,0.0004,0.0004
2038,-9.37561,14.6336,-2.301,-2.44552,0.001225,-7.80709,16.199,0.0004,0.0004
2039,-9.38955,14.618,-2.301,-2.44532,0.001225,-7.80709,16.199,0.0004,0.0004
2040,-9.39944,14.607,-2.301,-2.44504,0.001225,-7.80709,16.199,0.0004,0.0004
2041,-9.41498,14.5889,-2.29994,-2.44501,0.001225,-7.94208,16.0857,0.0004,0.0004
2042,-9.42203,14.5806,-2.29947,-2.44493,0.001225,-8.00358,16.0341,0.0004,0.0004
2043,-9.44131,14.5599,-2.29947,-2.44425,0.001225,-8.00812,16.0303,0.0004,0.0004
2044,-9.44574,14.5551,-2.29947,-2.44393,0.001225,-8.00812,16.0303,0.0004,0.0004
2045,-9.46742,14.5297,-2.29947,-2.44285,0.001225,-8.00812,16.0303,0.0004,0.0004
2046,-9.47054,14.5262,-2.29938,-2.44278,0.001225,-8.00812,16.0303,0.0004,0.0004
2047,-9.49376,14.501,-2.29793,-2.4432,0.001225,-8.00812,16.0303,0.0004,0.0004
2048,-9.51044,14.482,-2.29793,-2.44317,0.001225,-8.03908,15.9864,0.0001,0.0004
2049,-9.51904,14.4723,-2.29793,-2.44272,0.001225,-8.05713,15.9607,0.0001,0.0004
2050,-9.53817,14.4506,-2.29913,-2.44195,0.001225,-8.06222,15.9535,0.0001,0.0004
2051,-9.54348,14.4446,-2.29947,-2.44188,0.001225,-8.06222,15.9535,0.0001,0.0004
2052,-9.56634,14.4197,-2.29947,-2.44134,0.001225,-8.06222,15.9535,0.0001,0.0004
2053,-9.5689,14.4169,-2.29947,-2.44119,0.001225,-8.06222,15.9535,0.0001,0.0004
2054,-9.59333,14.3893,-2.29947,-2.44009,0.001225,-8.06222,15.9535,0.0001,0.0004
2055,-9.59709,14.385,-2.29923,-2.43995,0.001225,-8.06222,15.9535,0.0001,0.0004
2056,-9.61777,14.3616,-2.29793,-2.43962,0.001225,-8.06222,15.9535,0.0001,0.0004
2057,-9.63547,14.3417,-2.29793,-2.43936,0.001225,-8.1464,15.8827,0.0001,0.0004
2058,-9.64135,14.3351,-2.29793,-2.43944,0.001225,-8.1826,15.8523,0.0001,0.0004
2059,-9.66205,14.3119,-2.29793,-2.43909,0.001225,-8.20952,15.8297,0.0001,0.0004
2060,-9.66492,14.3086,-2.29793,-2.439,0.001225,-8.20952,15.8297,0.0001,0.0004
2061,-9.6874,14.2824,-2.29793,-2.43839,0.001225,-8.20952,15.8297,0.0001,0.0004
2062,-9.69174,14.2778,-2.29793,-2.43842,0.001225,-8.20952,15.8297,0.0001,0.0004
2063,-9.70598,14.2626,-2.29793,-2.43845,0.001225,-8.20952,15.8297,0.0001,0.0004
2064,-9.71181,14.256,-2.29755,-2.43841,0.001225,-8.20952,15.8297,0.0001,0.0004
2065,-9.72956,14.2361,-2.2964,-2.43851,0.001225,-8.20952,15.8297,0.0001,0.0004
2066,-9.74926,14.213,-2.2964,-2.43855,0.001225,-8.27747,15.7596,0.0001,0.0004
2067,-9.753,14.2086,-2.2964,-2.4384,0.001225,-8.29605,15.7405,0.0001,0.0004
2068,-9.77666,14.1818,-2.29788,-2.4373,0.001225,-8.32844,15.7071,0.0001,0.0004
2069,-9.78513,14.1725,-2.29793,-2.4371,0.001225,-8.32844,15.7071,0.0001,0.0004
2070,-9.80285,14.1532,-2.29793,-2.43663,0.001225,-8.32844,15.7071,0.0001,0.0004
2071,-9.81069,14.1443,-2.29744,-2.43636,0.001225,-8.32844,15.7071,0.0001,0.0004
2072,-9.82729,14.1256,-2.2964,-2.43632,0.001225,-8.32844,15.7071,0.0001,0.0004
2073,-9.83582,14.1159,-2.2964,-2.43615,0.001225,-8.32844,15.7071,0.0001,0.0004
2074,-9.85257,14.0968,-2.2964,-2.43593,0.001225,-8.32844,15.7071,0.0001,0.0004
2075,-9.8754,14.071,-2.2964,-2.43474,0.001225,-8.40737,15.638,0.0001,0.0004
2076,-9.87701,14.0692,-2.2964,-2.43475,0.001225,-8.41631,15.6302,0.0001,0.0004
2077,-9.90144,14.0416,-2.29486,-2.43523,0.001225,-8.46673,15.586,0.0001,0.0004
2078,-9.9107,14.0312,-2.29486,-2.43516,0.001225,-8.46673,15.586,0.0001,0.0004
2079,-9.92502,14.0151,-2.29486,-2.43473,0.001225,-8.46673,15.586,0.0001,0.0004
2080,-9.93434,14.0042,-2.29486,-2.43442,0.001225,-8.46673,15.586,0.0001,0.0004
2081,-9.94761,13.9887,-2.29486,-2.43413,0.001225,-8.46673,15.586,0.0001,0.0004
2082,-9.95771,13.9774,-2.29421,-2.43408,0.001225,-8.46673,15.586,0.0001,0.0004
2083,-9.97119,13.9622,-2.29333,-2.43395,0.001225,-8.46673,15.586,0.0001,0.0004
2084,-9.99477,13.9357,-2.29333,-2.43334,0.001225,-8.53844,15.5226,0.0004,0.0004
2085,-10.0057,13.9234,-2.29333,-2.43319,0.001225,-8.5984,15.4695,0.0004,0.0004
2086,-10.0183,13.9092,-2.29333,-2.43341,0.001225,-8.5984,15.4695,0.0004,0.0004
2087,-10.0302,13.8958,-2.29333,-2.4336,0.001225,-8.5984,15.4695,0.0004,0.0004
2088,-10.0428,13.8816,-2.29333,-2.43368,0.001225,-8.5984,15.4695,0.0004,0.0004
2089,-10.0521,13.8711,-2.29333,-2.43343,0.001225,-8.5984,15.4695,0.0004,0.0004
2090,-10.0611,13.8609,-2.29333,-2.43328,0.001225,-8.5984,15.4695,0.0004,0.0004
2091,-10.0738,13.8459,-2.29333,-2.43275,0.001225,-8.5984,15.4695,0.0004,0.0004
2092,-10.0983,13.8176,-2.29333,-2.43197,0.001225,-8.5984,15.4695,0.0004,0.0004
2093,-10.1107,13.8035,-2.29333,-2.43184,0.001225,-8.66327,15.4121,0.0004,0.0004
2094,-10.1249,13.788,-2.29247,-2.43189,0.001225,-8.7424,15.342,0.0004,0.0004
2095,-10.1361,13.7758,-2.2918,-2.43198,0.001225,-8.7424,15.342,0.0004,0.0004
2096,-10.1502,13.7592,-2.29268,-2.43143,0.001225,-8.7424,15.342,0.0004,0.0004
2097,-10.1604,13.7472,-2.29333,-2.43107,0.001225,-8.7424,15.342,0.0004,0.0004
2098,-10.175,13.7306,-2.29241,-2.43078,0.001225,-8.7424,15.342,0.0004,0.0004
2099,-10.1962,13.7067,-2.2918,-2.43042,0.001225,-8.7424,15.342,0.0004,0.0004
2100,-10.1994,13.7032,-2.2918,-2.4304,0.001225,-8.7424,15.342,0.0004,0.0004
2101,-10.222,13.6772,-2.2918,-2.4297,0.001225,-8.7424,15.342,0.0004,0.0004
2102,-10.231,13.6667,-2.2918,-2.42954,0.001225,-8.76375,15.3189,0.0001,0.0004
2103,-10.2463,13.6495,-2.2918,-2.42932,0.001225,-8.80107,15.2786,0.0001,0.0004
2104,-10.2546,13.6402,-2.2918,-2.42921,0.001225,-8.80107,15.2786,0.0001,0.0004
2105,-10.2697,13.6226,-2.29077,-2.42939,0.001225,-8.80107,15.2786,0.0001,0.0004
2106,-10.2772,13.6138,-2.29026,-2.42921,0.001225,-8.80107,15.2786,0.0001,0.0004
2107,-10.2933,13.5957,-2.29026,-2.42865,0.001225,-8.80107,15.2786,0.0001,0.0004
2108,-10.3138,13.5722,-2.29026,-2.42862,0.001225,-8.80107,15.2786,0.0001,0.0004
2109,-10.3168,13.5686,-2.29026,-2.4287,0.001225,-8.80107,15.2786,0.0001,0.0004
2110,-10.3397,13.5426,-2.2892,-2.42857,0.001225,-8.80107,15.2786,0.0001,0.0004
2111,-10.3469,13.5345,-2.28873,-2.42824,0.001225,-8.85258,15.2281,0.0001,0.0004
2112,-10.3644,13.5149,-2.28873,-2.42789,0.001225,-8.98942,15.094,0.0001,0.0004
2113,-10.3705,13.508,-2.28873,-2.42776,0.001225,-8.98942,15.094,0.0001,0.0004
2114,-10.3891,13.487,-2.28873,-2.42754,0.001225,-8.98942,15.094,0.0001,0.0004
2115,-10.4048,13.4685,-2.28873,-2.42703,0.001225,-8.98942,15.094,0.0001,0.0004
2116,-10.4091,13.4634,-2.28873,-2.4268,0.001225,-8.98942,15.094,0.0001,0.0004
2117,-10.4295,13.4401,-2.28873,-2.4262,0.001225,-8.98942,15.094,0.0001,0.0004
2118,-10.4328,13.4364,-2.28873,-2.42614,0.001225,-8.98942,15.094,0.0001,0.0004
2119,-10.4559,13.4095,-2.28753,-2.4263,0.001225,-8.98942,15.094,0.0001,0.0004
2120,-10.461,13.4035,-2.28719,-2.42622,0.001225,-9.00116,15.0828,0.0001,0.0004
2121,-10.4806,13.3815,-2.28719,-2.42593,0.001225,-9.05207,15.0344,0.0001,0.0004
2122,-10.4966,13.3629,-2.28719,-2.42575,0.001225,-9.05207,15.0344,0.0001,0.0004
2123,-10.5045,13.3537,-2.28719,-2.42541,0.001225,-9.05207,15.0344,0.0001,0.0004
2124,-10.5237,13.3319,-2.28719,-2.42514,0.001225,-9.05207,15.0344,0.0001,0.0004
2125,-10.5295,13.3253,-2.28719,-2.42505,0.001225,-9.05207,15.0344,0.0001,0.0004
2126,-10.5503,13.301,-2.28603,-2.42502,0.001225,-9.05207,15.0344,0.0001,0.0004
2127,-10.5534,13.2974,-2.28582,-2.42501,0.001225,-9.05207,15.0344,0.0001,0.0004
2128,-10.5772,13.2693,-2.28566,-2.42495,0.001225,-9.05207,15.0344,0.0001,0.0004
2129,-10.5802,13.2658,-2.28566,-2.42493,0.001225,-9.07041,15.0178,0.0001,0.0004
2130,-10.6028,13.2403,-2.28566,-2.42465,0.001225,-9.25821,14.848,0.0001,0.0004
2131,-10.6193,13.2209,-2.28566,-2.42424,0.001225,-9.25821,14.848,0.0001,0.0004
2132,-10.6276,13.2112,-2.28566,-2.42418,0.001225,-9.25821,14.848,0.0001,0.0004
2133,-10.6467,13.1895,-2.28566,-2.42422,0.001225,-9.25821,14.848,0.0001,0.0004
2134,-10.6524,13.1831,-2.28566,-2.42415,0.001225,-9.25821,14.848,0.0001,0.0004
2135,-10.6741,13.1585,-2.28566,-2.42344,0.001225,-9.25821,14.848,0.0001,0.0004
2136,-10.6774,13.1548,-2.28566,-2.4233,0.001225,-9.25821,14.848,0.0001,0.0004
2137,-10.7015,13.1264,-2.28566,-2.42319,0.001225,-9.25821,14.848,0.0001,0.0004
2138,-10.7157,13.1098,-2.28477,-2.42298,0.001225,-9.29632,14.8179,0.0001,0.0004
2139,-10.7255,13.0983,-2.28413,-2.42302,0.001225,-9.32429,14.7958,0.0001,0.0004
2140,-10.7426,13.079,-2.28413,-2.42275,0.001225,-9.32519,14.7951,0.0001,0.0004
2141,-10.75,13.0706,-2.28413,-2.42252,0.001225,-9.32519,14.7951,0.0001,0.0004
2142,-10.7643,13.0537,-2.28413,-2.42235,0.001225,-9.32519,14.7951,0.0001,0.0004
2143,-10.7673,13.0501,-2.28413,-2.4223,0.001225,-9.32519,14.7951,0.0001,0.0004
2144,-10.7896,13.025,-2.28413,-2.42186,0.001225,-9.32519,14.7951,0.0001,0.0004
2145,-10.7926,13.0215,-2.28413,-2.42181,0.001225,-9.32519,14.7951,0.0001,0.0004
2146,-10.8135,12.9972,-2.28413,-2.4224,0.001225,-9.50161,14.6181,0.0001,0.0004
2147,-10.8286,12.9795,-2.28413,-2.42199,0.001225,-9.51969,14.5999,0.0001,0.0004
2148,-10.8361,12.9708,-2.28413,-2.42161,0.001225,-9.51969,14.5999,0.0001,0.0004
2149,-10.8539,12.95,-2.28413,-2.4206,0.001225,-9.51969,14.5999,0.0001,0.0004
2150,-10.8586,12.9445,-2.28413,-2.42022,0.001225,-9.51969,14.5999,0.0001,0.0004
2151,-10.8803,12.9202,-2.28272,-2.41889,0.001225,-9.51969,14.5999,0.0001,0.0004
2152,-10.8858,12.9138,-2.28236,-2.41857,0.001225,-9.51969,14.5999,0.0001,0.0004
2153,-10.9057,12.8905,-2.28106,-2.41721,0.001225,-9.51969,14.5999,0.0001,0.0004
2154,-10.9098,12.8856,-2.28079,-2.41676,0.001225,-9.51969,14.5999,0.0001,0.0004
2155,-10.93,12.8619,-2.27952,-2.41247,0.001225,-9.56285,14.5409,0.0001,0.0004
2156,-10.9492,12.8392,-2.27601,-2.40567,0.001225,-9.57185,14.5287,0.0001,0.0004
2157,-10.9551,12.8322,-2.27492,-2.40247,0.001225,-9.57185,14.5287,0.0001,0.0004
2158,-10.9774,12.8058,-2.26813,-2.38544,0.001225,-9.57185,14.5287,0.0001,0.0004
2159,-10.9803,12.8024,-2.26725,-2.38283,0.001225,-9.57185,14.5287,0.0001,0.0004
2160,-11.0063,12.7715,-2.25191,-2.35623,0.001225,-9.57185,14.5287,0.0001,0.0004
2161,-11.012,12.7633,-2.24602,-2.34897,0.001225,-9.57185,14.5287,0.0001,0.0004
2162,-11.0321,12.7397,-2.22737,-2.32533,0.001225,-9.57185,14.5287,0.0001,0.0004
2163,-11.0377,12.7302,-2.21919,-2.31682,0.001225,-9.57185,14.5287,0.0001,0.0004
2164,-11.056,12.7081,-2.19669,-2.29336,0.001225,-9.6623,14.4489,0.0001,0.0004
2165,-11.0742,12.6797,-2.17032,-2.26798,0.001225,-9.69746,14.4178,0.0001,0.0004
2166,-11.0778,12.6758,-2.16601,-2.26418,0.001225,-9.69746,14.4178,0.0001,0.0004
2167,-11.0971,12.6454,-2.13608,-2.23929,0.001225,-9.69746,14.4178,0.0001,0.0004
2168,-11.1018,12.6372,-2.12896,-2.23097,0.001225,-9.69746,14.4178,0.0001,0.0004
2169,-11.1118,12.6226,-2.11539,-2.21652,0.001225,-9.69746,14.4178,0.0001,0.0004
2170,-11.1167,12.6126,-2.10715,-2.21028,0.001225,-9.69746,14.4178,0.0001,0.0004
2171,-11.1281,12.5951,-2.09084,-2.20053,0.001225,-9.69746,14.4178,0.0001,0.0004
2172,-11.1326,12.5856,-2.08374,-2.19615,0.001225,-9.69746,14.4178,0.0001,0.0004
2173,-11.1418,12.57,-2.0709,-2.18921,0.001225,-9.78735,14.3316,0.0001,0.0004
2174,-11.1541,12.547,-2.05769,-2.1823,0.001225,-9.83949,14.2815,0.0001,0.0004
2175,-11.1596,12.536,-2.05285,-2.18071,0.001225,-9.83949,14.2815,0.0001,0.0004
2176,-11.1673,12.521,-2.04636,-2.17939,0.001225,-9.83949,14.2815,0.0001,0.0004
2177,-11.1725,12.5102,-2.04445,-2.17875,0.001225,-9.83949,14.2815,0.0001,0.0004
2178,-11.1799,12.495,-2.04175,-2.17768,0.001225,-9.83949,14.2815,0.0001,0.0004
2179,-11.1864,12.4824,-2.04044,-2.17739,0.001225,-9.83949,14.2815,0.0001,0.0004
2180,-11.195,12.4657,-2.03869,-2.17775,0.001225,-9.83949,14.2815,0.0001,0.0004
2181,-11.2025,12.4511,-2.038,-2.17824,0.001225,-9.83949,14.2815,0.0001,0.0004
2182,-11.2117,12.4331,-2.03715,-2.1784,0.001225,-9.88711,14.2192,0.0001,0.0004
2183,-11.2298,12.3962,-2.03715,-2.17813,0.001225,-9.92724,14.1666,0.0001,0.0004
2184,-11.2399,12.3764,-2.03715,-2.17811,0.001225,-9.92724,14.1666,0.0001,0.0004
2185,-11.2504,12.356,-2.03715,-2.17821,0.001225,-9.92724,14.1666,0.0001,0.0004
2186,-11.2609,12.335,-2.03715,-2.17805,0.001225,-9.92724,14.1666,0.0001,0.0004
2187,-11.2709,12.3148,-2.03715,-2.17783,0.001225,-9.92724,14.1666,0.0001,0.0004
2188,-11.2812,12.2939,-2.03715,-2.17741,0.001225,-9.92724,14.1666,0.0001,0.0004
2189,-11.2906,12.2747,-2.03715,-2.17716,0.001225,-9.92724,14.1666,0.0001,0.0004
2190,-11.3013,12.2543,-2.03715,-2.17663,0.001225,-9.92724,14.1666,0.0001,0.0004
2191,-11.3197,12.2178,-2.03715,-2.17612,0.001225,-10.023,14.0211,0.0001,0.0004
2192,-11.3278,12.2009,-2.03715,-2.17624,0.001225,-10.0262,14.0161,0.0001,0.0004
2193,-11.3376,12.1825,-2.03715,-2.17611,0.001225,-10.0262,14.0161,0.0001,0.0004
2194,-11.3446,12.1693,-2.03715,-2.17584,0.001225,-10.0262,14.0161,0.0001,0.0004
2195,-11.3511,12.1558,-2.03715,-2.17552,0.001225,-10.0262,14.0161,0.0001,0.0004
2196,-11.3556,12.1465,-2.03715,-2.17566,0.001225,-10.0262,14.0161,0.0001,0.0004
2197,-11.3643,12.1294,-2.03715,-2.17596,0.001225,-10.0262,14.0161,0.0001,0.0004
2198,-11.3765,12.105,-2.03715,-2.17631,0.001225,-10.0262,14.0161,0.0001,0.0004
2199,-11.3783,12.1013,-2.03715,-2.1763,0.001225,-10.0262,14.0161,0.0001,0.0004
2200,-11.392,12.0738,-2.03715,-2.17592,0.001225,-10.1435,13.8361,0.0001,0.0004
2201,-11.3975,12.063,-2.03715,-2.17608,0.001225,-10.1476,13.8298,0.0001,0.0004
2202,-11.4071,12.0439,-2.03715,-2.17623,0.001225,-10.1476,13.8298,0.0001,0.0004
2203,-11.4118,12.0348,-2.03715,-2.17631,0.001225,-10.1476,13.8298,0.0001,0.0004
2204,-11.4227,12.0131,-2.03715,-2.17602,0.001225,-10.1476,13.8298,0.0001,0.0004
2205,-11.4276,12.0033,-2.03715,-2.17602,0.001225,-10.1476,13.8298,0.0001,0.0004
2206,-11.4394,11.9802,-2.03715,-2.17601,0.001225,-10.1476,13.8298,0.0001,0.0004
2207,-11.454,11.951,-2.03715,-2.17557,0.001225,-10.1476,13.8298,0.0001,0.0004
2208,-11.4562,11.9464,-2.03715,-2.17556,0.001225,-10.1476,13.8298,0.0001,0.0004
2209,-11.4732,11.9124,-2.03715,-2.1755,0.001225,-10.225,13.7041,0.0001,0.0004
2210,-11.4782,11.9024,-2.03715,-2.17523,0.001225,-10.2279,13.6993,0.0001,0.0004
2211,-11.4916,11.8757,-2.03715,-2.17433,0.001225,-10.2279,13.6993,0.0001,0.0004
2212,-11.4956,11.8676,-2.03715,-2.17431,0.001225,-10.2279,13.6993,0.0001,0.0004
2213,-11.5085,11.8414,-2.03595,-2.17444,0.001225,-10.2279,13.6993,0.0001,0.0004
2214,-11.5219,11.8152,-2.03562,-2.17437,0.001225,-10.2279,13.6993,0.0001,0.0004
2215,-11.5261,11.8071,-2.03562,-2.17423,0.001225,-10.2279,13.6993,0.0001,0.0004
2216,-11.5409,11.7775,-2.03562,-2.17368,0.001225,-10.2279,13.6993,0.0001,0.0004
2217,-11.5431,11.7729,-2.03562,-2.17374,0.001225,-10.2279,13.6993,0.0001,0.0004
2218,-11.5588,11.7407,-2.03562,-2.17375,0.001225,-10.32,13.5448,0.0001,0.0004
2219,-11.5619,11.7343,-2.03562,-2.17377,0.001225,-10.3233,13.5393,0.0001,0.0004
2220,-11.5762,11.7063,-2.03562,-2.17368,0.001225,-10.3233,13.5393,0.0001,0.0004
2221,-11.5853,11.6883,-2.03562,-2.17332,0.001225,-10.3233,13.5393,0.0001,0.0004
2222,-11.5897,11.6797,-2.03562,-2.17307,0.001225,-10.3233,13.5393,0.0001,0.0004
